"Organism","treatment","experiment","experiment_ID","name_pufa","runinfo","runinfo_original","runname","dry_pufa","dry_weight_mg"
"chiro","leaves","M2","","18:0","leaves chiro 1 26.07.2019","leaves Chiro 1 26.07.2019","PUFA-KF_24.01.2020 09_24_4920",0.00468549037860818,9.476
"chiro","leaves","M2","","18:1n-9t","leaves chiro 1 26.07.2019","leaves Chiro 1 26.07.2019","PUFA-KF_24.01.2020 09_24_4920",0.00089993672593395,9.476
"chiro","leaves","M2","","18:1n-9c","leaves chiro 1 26.07.2019","leaves Chiro 1 26.07.2019","PUFA-KF_24.01.2020 09_24_4920",0.000212343342929641,9.476
"chiro","leaves","M2","","18:1n-7","leaves chiro 1 26.07.2019","leaves Chiro 1 26.07.2019","PUFA-KF_24.01.2020 09_24_4920",0.00097932277333612,9.476
"chiro","leaves","M2","","18:2n-6t","leaves chiro 1 26.07.2019","leaves Chiro 1 26.07.2019","PUFA-KF_24.01.2020 09_24_4920",0.00062036036533114,9.476
"chiro","leaves","M2","","18:2n-6c","leaves chiro 1 26.07.2019","leaves Chiro 1 26.07.2019","PUFA-KF_24.01.2020 09_24_4920",0.000140736803593493,9.476
"chiro","leaves","M2","","18:3n-3","leaves chiro 1 26.07.2019","leaves Chiro 1 26.07.2019","PUFA-KF_24.01.2020 09_24_4920",0.0244327296503707,9.476
"chiro","leaves","M2","","20:0","leaves chiro 1 26.07.2019","leaves Chiro 1 26.07.2019","PUFA-KF_24.01.2020 09_24_4920",0.0044481679611998,9.476
"chiro","leaves","M2","","20:1n-9","leaves chiro 1 26.07.2019","leaves Chiro 1 26.07.2019","PUFA-KF_24.01.2020 09_24_4920",8.97143621297451e-05,9.476
"chiro","leaves","M2","","20:3n-6","leaves chiro 1 26.07.2019","leaves Chiro 1 26.07.2019","PUFA-KF_24.01.2020 09_24_4920",2.91446594505026e-05,9.476
"chiro","leaves","M2","","20:4n-6","leaves chiro 1 26.07.2019","leaves Chiro 1 26.07.2019","PUFA-KF_24.01.2020 09_24_4920",0.000423803203821322,9.476
"chiro","leaves","M2","","20:5n-3","leaves chiro 1 26.07.2019","leaves Chiro 1 26.07.2019","PUFA-KF_24.01.2020 09_24_4920",0.000812149863045504,9.476
"chiro","leaves","M2","","24:0","leaves chiro 1 26.07.2019","leaves Chiro 1 26.07.2019","PUFA-KF_24.01.2020 09_24_4920",0,9.476
"chiro","leaves","M2","","24:1n-9","leaves chiro 1 26.07.2019","leaves Chiro 1 26.07.2019","PUFA-KF_24.01.2020 09_24_4920",0,9.476
"chiro","leaves","M2","","18:0","leaves chiro 3 19.07.2019","leaves Chiro 3 19.07.19","PUFA-KF_24.01.2020 14_03_1525",0.00758155073152051,5.524
"chiro","leaves","M2","","18:1n-9t","leaves chiro 3 19.07.2019","leaves Chiro 3 19.07.19","PUFA-KF_24.01.2020 14_03_1525",0.00107678445646204,5.524
"chiro","leaves","M2","","18:1n-9c","leaves chiro 3 19.07.2019","leaves Chiro 3 19.07.19","PUFA-KF_24.01.2020 14_03_1525",0,5.524
"chiro","leaves","M2","","18:1n-7","leaves chiro 3 19.07.2019","leaves Chiro 3 19.07.19","PUFA-KF_24.01.2020 14_03_1525",0.000714321121266114,5.524
"chiro","leaves","M2","","18:2n-6t","leaves chiro 3 19.07.2019","leaves Chiro 3 19.07.19","PUFA-KF_24.01.2020 14_03_1525",0.000632434987921784,5.524
"chiro","leaves","M2","","18:2n-6c","leaves chiro 3 19.07.2019","leaves Chiro 3 19.07.19","PUFA-KF_24.01.2020 14_03_1525",0.000234641903313125,5.524
"chiro","leaves","M2","","18:3n-3","leaves chiro 3 19.07.2019","leaves Chiro 3 19.07.19","PUFA-KF_24.01.2020 14_03_1525",0.0165776209450885,5.524
"chiro","leaves","M2","","20:0","leaves chiro 3 19.07.2019","leaves Chiro 3 19.07.19","PUFA-KF_24.01.2020 14_03_1525",0.00230662634323929,5.524
"chiro","leaves","M2","","20:1n-9","leaves chiro 3 19.07.2019","leaves Chiro 3 19.07.19","PUFA-KF_24.01.2020 14_03_1525",7.45478393583362e-05,5.524
"chiro","leaves","M2","","20:3n-6","leaves chiro 3 19.07.2019","leaves Chiro 3 19.07.19","PUFA-KF_24.01.2020 14_03_1525",0.000210376011688428,5.524
"chiro","leaves","M2","","20:5n-3","leaves chiro 3 19.07.2019","leaves Chiro 3 19.07.19","PUFA-KF_24.01.2020 14_03_1525",0.000500806876674594,5.524
"chiro","leaves","M2","","22:6n-3","leaves chiro 3 19.07.2019","leaves Chiro 3 19.07.19","PUFA-KF_24.01.2020 14_03_1525",0,5.524
"chiro","leaves","M2","","24:0","leaves chiro 3 19.07.2019","leaves Chiro 3 19.07.19","PUFA-KF_24.01.2020 14_03_1525",0,5.524
"chiro","leaves","M2","","24:1n-9","leaves chiro 3 19.07.2019","leaves Chiro 3 19.07.19","PUFA-KF_24.01.2020 14_03_1525",0,5.524
"chiro","leaves","M2","","18:0","leaves chiro 2 19.07.2019","leaves Chiro 2 19.07.2019","PUFA-KF_24.01.2020 12_11_4623",0.00514464670162655,4.309
"chiro","leaves","M2","","18:1n-9t","leaves chiro 2 19.07.2019","leaves Chiro 2 19.07.2019","PUFA-KF_24.01.2020 12_11_4623",0.00166702582158285,4.309
"chiro","leaves","M2","","18:1n-9c","leaves chiro 2 19.07.2019","leaves Chiro 2 19.07.2019","PUFA-KF_24.01.2020 12_11_4623",0,4.309
"chiro","leaves","M2","","18:1n-7","leaves chiro 2 19.07.2019","leaves Chiro 2 19.07.2019","PUFA-KF_24.01.2020 12_11_4623",0.000620185186287223,4.309
"chiro","leaves","M2","","18:2n-6t","leaves chiro 2 19.07.2019","leaves Chiro 2 19.07.2019","PUFA-KF_24.01.2020 12_11_4623",0.000589298608621993,4.309
"chiro","leaves","M2","","18:2n-6c","leaves chiro 2 19.07.2019","leaves Chiro 2 19.07.2019","PUFA-KF_24.01.2020 12_11_4623",0.000303260036767265,4.309
"chiro","leaves","M2","","18:3n-3","leaves chiro 2 19.07.2019","leaves Chiro 2 19.07.2019","PUFA-KF_24.01.2020 12_11_4623",0.0184715539069422,4.309
"chiro","leaves","M2","","20:0","leaves chiro 2 19.07.2019","leaves Chiro 2 19.07.2019","PUFA-KF_24.01.2020 12_11_4623",0.00336241315410547,4.309
"chiro","leaves","M2","","20:1n-9","leaves chiro 2 19.07.2019","leaves Chiro 2 19.07.2019","PUFA-KF_24.01.2020 12_11_4623",7.9874901032659e-05,4.309
"chiro","leaves","M2","","20:3n-6","leaves chiro 2 19.07.2019","leaves Chiro 2 19.07.2019","PUFA-KF_24.01.2020 12_11_4623",0.000270412522257259,4.309
"chiro","leaves","M2","","20:3n-3","leaves chiro 2 19.07.2019","leaves Chiro 2 19.07.2019","PUFA-KF_24.01.2020 12_11_4623",0.00032503753633505,4.309
"chiro","leaves","M2","","22:6n-3","leaves chiro 2 19.07.2019","leaves Chiro 2 19.07.2019","PUFA-KF_24.01.2020 12_11_4623",0,4.309
"chiro","leaves","M2","","24:0","leaves chiro 2 19.07.2019","leaves Chiro 2 19.07.2019","PUFA-KF_24.01.2020 12_11_4623",0,4.309
"chiro","leaves","M2","","18:0","leaves chiro 1 29.07.2019","leaves Chiro 1 29.07.2019","PUFA-KF_24.01.2020 14_58_5526",0.00614937920664515,3.825
"chiro","leaves","M2","","18:1n-9t","leaves chiro 1 29.07.2019","leaves Chiro 1 29.07.2019","PUFA-KF_24.01.2020 14_58_5526",0.00157378260697148,3.825
"chiro","leaves","M2","","18:1n-9c","leaves chiro 1 29.07.2019","leaves Chiro 1 29.07.2019","PUFA-KF_24.01.2020 14_58_5526",0,3.825
"chiro","leaves","M2","","18:1n-7","leaves chiro 1 29.07.2019","leaves Chiro 1 29.07.2019","PUFA-KF_24.01.2020 14_58_5526",0.000642518146673237,3.825
"chiro","leaves","M2","","18:2n-6t","leaves chiro 1 29.07.2019","leaves Chiro 1 29.07.2019","PUFA-KF_24.01.2020 14_58_5526",0.00100280057712596,3.825
"chiro","leaves","M2","","18:2n-6c","leaves chiro 1 29.07.2019","leaves Chiro 1 29.07.2019","PUFA-KF_24.01.2020 14_58_5526",0.000331622195305593,3.825
"chiro","leaves","M2","","18:3n-3","leaves chiro 1 29.07.2019","leaves Chiro 1 29.07.2019","PUFA-KF_24.01.2020 14_58_5526",0.0188206590700442,3.825
"chiro","leaves","M2","","20:0","leaves chiro 1 29.07.2019","leaves Chiro 1 29.07.2019","PUFA-KF_24.01.2020 14_58_5526",0.0034484356952053,3.825
"chiro","leaves","M2","","20:1n-9","leaves chiro 1 29.07.2019","leaves Chiro 1 29.07.2019","PUFA-KF_24.01.2020 14_58_5526",8.54521042701782e-05,3.825
"chiro","leaves","M2","","20:3n-6","leaves chiro 1 29.07.2019","leaves Chiro 1 29.07.2019","PUFA-KF_24.01.2020 14_58_5526",0.000264976736660698,3.825
"chiro","leaves","M2","","20:4n-6","leaves chiro 1 29.07.2019","leaves Chiro 1 29.07.2019","PUFA-KF_24.01.2020 14_58_5526",0,3.825
"chiro","leaves","M2","","20:5n-3","leaves chiro 1 29.07.2019","leaves Chiro 1 29.07.2019","PUFA-KF_24.01.2020 14_58_5526",0.000529645508581847,3.825
"chiro","leaves","M2","","22:0","leaves chiro 1 29.07.2019","leaves Chiro 1 29.07.2019","PUFA-KF_24.01.2020 14_58_5526",0,3.825
"chiro","leaves","M2","","24:0","leaves chiro 1 29.07.2019","leaves Chiro 1 29.07.2019","PUFA-KF_24.01.2020 14_58_5526",0,3.825
"chiro","leaves","M2","","24:1n-9","leaves chiro 1 29.07.2019","leaves Chiro 1 29.07.2019","PUFA-KF_24.01.2020 14_58_5526",0,3.825
"chiro","leaves","M2","","18:0","leaves chiro 2 26.07.2019","leaves Chiro 2 26.07.2019","PUFA-KF_24.01.2020 10_20_2721",0.0035351182301266,7.307
"chiro","leaves","M2","","18:1n-9t","leaves chiro 2 26.07.2019","leaves Chiro 2 26.07.2019","PUFA-KF_24.01.2020 10_20_2721",0.00129976575036344,7.307
"chiro","leaves","M2","","18:1n-9c","leaves chiro 2 26.07.2019","leaves Chiro 2 26.07.2019","PUFA-KF_24.01.2020 10_20_2721",0,7.307
"chiro","leaves","M2","","18:1n-7","leaves chiro 2 26.07.2019","leaves Chiro 2 26.07.2019","PUFA-KF_24.01.2020 10_20_2721",0.0009317617990386,7.307
"chiro","leaves","M2","","18:2n-6t","leaves chiro 2 26.07.2019","leaves Chiro 2 26.07.2019","PUFA-KF_24.01.2020 10_20_2721",0.000770424131659746,7.307
"chiro","leaves","M2","","18:2n-6c","leaves chiro 2 26.07.2019","leaves Chiro 2 26.07.2019","PUFA-KF_24.01.2020 10_20_2721",0,7.307
"chiro","leaves","M2","","18:3n-3","leaves chiro 2 26.07.2019","leaves Chiro 2 26.07.2019","PUFA-KF_24.01.2020 10_20_2721",0.0257205614680405,7.307
"chiro","leaves","M2","","20:0","leaves chiro 2 26.07.2019","leaves Chiro 2 26.07.2019","PUFA-KF_24.01.2020 10_20_2721",0.00462945335156447,7.307
"chiro","leaves","M2","","20:1n-9","leaves chiro 2 26.07.2019","leaves Chiro 2 26.07.2019","PUFA-KF_24.01.2020 10_20_2721",0,7.307
"chiro","leaves","M2","","20:3n-6","leaves chiro 2 26.07.2019","leaves Chiro 2 26.07.2019","PUFA-KF_24.01.2020 10_20_2721",0.000444031942216651,7.307
"chiro","leaves","M2","","20:5n-3","leaves chiro 2 26.07.2019","leaves Chiro 2 26.07.2019","PUFA-KF_24.01.2020 10_20_2721",0.000801391995617666,7.307
"chiro","leaves","M2","","24:0","leaves chiro 2 26.07.2019","leaves Chiro 2 26.07.2019","PUFA-KF_24.01.2020 10_20_2721",0,7.307
"chiro","leaves","M2","","24:1n-9","leaves chiro 2 26.07.2019","leaves Chiro 2 26.07.2019","PUFA-KF_24.01.2020 10_20_2721",0,7.307
"chiro","leaves","M2","","18:0","leaves chiro 3 12.07.2019","leaves Chiro 3 12.07.2019","PUFA-KF_24.01.2020 15_54_3827",0.0025990242973489,3.9708
"chiro","leaves","M2","","18:1n-9t","leaves chiro 3 12.07.2019","leaves Chiro 3 12.07.2019","PUFA-KF_24.01.2020 15_54_3827",0.00168666146643312,3.9708
"chiro","leaves","M2","","18:1n-9c","leaves chiro 3 12.07.2019","leaves Chiro 3 12.07.2019","PUFA-KF_24.01.2020 15_54_3827",0,3.9708
"chiro","leaves","M2","","18:1n-7","leaves chiro 3 12.07.2019","leaves Chiro 3 12.07.2019","PUFA-KF_24.01.2020 15_54_3827",0.000484916651457515,3.9708
"chiro","leaves","M2","","18:2n-6t","leaves chiro 3 12.07.2019","leaves Chiro 3 12.07.2019","PUFA-KF_24.01.2020 15_54_3827",0.000668827135153778,3.9708
"chiro","leaves","M2","","18:2n-6c","leaves chiro 3 12.07.2019","leaves Chiro 3 12.07.2019","PUFA-KF_24.01.2020 15_54_3827",0,3.9708
"chiro","leaves","M2","","18:3n-3","leaves chiro 3 12.07.2019","leaves Chiro 3 12.07.2019","PUFA-KF_24.01.2020 15_54_3827",0.0166781492146944,3.9708
"chiro","leaves","M2","","20:0","leaves chiro 3 12.07.2019","leaves Chiro 3 12.07.2019","PUFA-KF_24.01.2020 15_54_3827",0.00242432488246965,3.9708
"chiro","leaves","M2","","20:1n-9","leaves chiro 3 12.07.2019","leaves Chiro 3 12.07.2019","PUFA-KF_24.01.2020 15_54_3827",6.81258536881409e-05,3.9708
"chiro","leaves","M2","","20:3n-6","leaves chiro 3 12.07.2019","leaves Chiro 3 12.07.2019","PUFA-KF_24.01.2020 15_54_3827",0.000316124780279448,3.9708
"chiro","leaves","M2","","20:5n-3","leaves chiro 3 12.07.2019","leaves Chiro 3 12.07.2019","PUFA-KF_24.01.2020 15_54_3827",0.000458044989653417,3.9708
"chiro","leaves","M2","","22:6n-3","leaves chiro 3 12.07.2019","leaves Chiro 3 12.07.2019","PUFA-KF_24.01.2020 15_54_3827",0,3.9708
"chiro","leaves","M2","","24:0","leaves chiro 3 12.07.2019","leaves Chiro 3 12.07.2019","PUFA-KF_24.01.2020 15_54_3827",0,3.9708
"chiro","leaves","M2","","24:1n-9","leaves chiro 3 12.07.2019","leaves Chiro 3 12.07.2019","PUFA-KF_24.01.2020 15_54_3827",0,3.9708
"chiro","leaves","M2","","18:0","leaves chiro 2 12.07.2019","leaves Chiro 2 12.07.2019","PUFA-KF_24.01.2020 18_41_2730",0.0086896378255178,2.518
"chiro","leaves","M2","","18:1n-9t","leaves chiro 2 12.07.2019","leaves Chiro 2 12.07.2019","PUFA-KF_24.01.2020 18_41_2730",0.00272811136817576,2.518
"chiro","leaves","M2","","18:1n-9c","leaves chiro 2 12.07.2019","leaves Chiro 2 12.07.2019","PUFA-KF_24.01.2020 18_41_2730",0.000723591908520255,2.518
"chiro","leaves","M2","","18:1n-7","leaves chiro 2 12.07.2019","leaves Chiro 2 12.07.2019","PUFA-KF_24.01.2020 18_41_2730",0.000819241289388687,2.518
"chiro","leaves","M2","","18:2n-6t","leaves chiro 2 12.07.2019","leaves Chiro 2 12.07.2019","PUFA-KF_24.01.2020 18_41_2730",0.00111668517757435,2.518
"chiro","leaves","M2","","18:2n-6c","leaves chiro 2 12.07.2019","leaves Chiro 2 12.07.2019","PUFA-KF_24.01.2020 18_41_2730",0.000542098589019951,2.518
"chiro","leaves","M2","","18:3n-3","leaves chiro 2 12.07.2019","leaves Chiro 2 12.07.2019","PUFA-KF_24.01.2020 18_41_2730",0.0182066026725654,2.518
"chiro","leaves","M2","","20:0","leaves chiro 2 12.07.2019","leaves Chiro 2 12.07.2019","PUFA-KF_24.01.2020 18_41_2730",0.00399394682739856,2.518
"chiro","leaves","M2","","20:1n-9","leaves chiro 2 12.07.2019","leaves Chiro 2 12.07.2019","PUFA-KF_24.01.2020 18_41_2730",9.6639775489878e-05,2.518
"chiro","leaves","M2","","20:3n-6","leaves chiro 2 12.07.2019","leaves Chiro 2 12.07.2019","PUFA-KF_24.01.2020 18_41_2730",0.00023955190427882,2.518
"chiro","leaves","M2","","20:4n-6","leaves chiro 2 12.07.2019","leaves Chiro 2 12.07.2019","PUFA-KF_24.01.2020 18_41_2730",0,2.518
"chiro","leaves","M2","","20:3n-3","leaves chiro 2 12.07.2019","leaves Chiro 2 12.07.2019","PUFA-KF_24.01.2020 18_41_2730",0,2.518
"chiro","leaves","M2","","20:5n-3","leaves chiro 2 12.07.2019","leaves Chiro 2 12.07.2019","PUFA-KF_24.01.2020 18_41_2730",0.00139891848642486,2.518
"chiro","leaves","M2","","22:0","leaves chiro 2 12.07.2019","leaves Chiro 2 12.07.2019","PUFA-KF_24.01.2020 18_41_2730",0,2.518
"chiro","leaves","M2","","22:6n-3","leaves chiro 2 12.07.2019","leaves Chiro 2 12.07.2019","PUFA-KF_24.01.2020 18_41_2730",0,2.518
"chiro","leaves","M2","","18:0","leaves chiro 1 12.07.2019","leaves Chiro 1 12.07.2019","PUFA-KF_24.01.2020 17_45_5429",0.00296729144486328,1.9802
"chiro","leaves","M2","","18:1n-9t","leaves chiro 1 12.07.2019","leaves Chiro 1 12.07.2019","PUFA-KF_24.01.2020 17_45_5429",0.00297685970906177,1.9802
"chiro","leaves","M2","","18:1n-9c","leaves chiro 1 12.07.2019","leaves Chiro 1 12.07.2019","PUFA-KF_24.01.2020 17_45_5429",0,1.9802
"chiro","leaves","M2","","18:1n-7","leaves chiro 1 12.07.2019","leaves Chiro 1 12.07.2019","PUFA-KF_24.01.2020 17_45_5429",0.000648951827769845,1.9802
"chiro","leaves","M2","","18:2n-6t","leaves chiro 1 12.07.2019","leaves Chiro 1 12.07.2019","PUFA-KF_24.01.2020 17_45_5429",0.000970077489583068,1.9802
"chiro","leaves","M2","","18:2n-6c","leaves chiro 1 12.07.2019","leaves Chiro 1 12.07.2019","PUFA-KF_24.01.2020 17_45_5429",0.000485444924173051,1.9802
"chiro","leaves","M2","","18:3n-3","leaves chiro 1 12.07.2019","leaves Chiro 1 12.07.2019","PUFA-KF_24.01.2020 17_45_5429",0.0158232403151864,1.9802
"chiro","leaves","M2","","20:0","leaves chiro 1 12.07.2019","leaves Chiro 1 12.07.2019","PUFA-KF_24.01.2020 17_45_5429",0.00309810263130221,1.9802
"chiro","leaves","M2","","20:1n-9","leaves chiro 1 12.07.2019","leaves Chiro 1 12.07.2019","PUFA-KF_24.01.2020 17_45_5429",0,1.9802
"chiro","leaves","M2","","20:3n-6","leaves chiro 1 12.07.2019","leaves Chiro 1 12.07.2019","PUFA-KF_24.01.2020 17_45_5429",0.000280273910221361,1.9802
"chiro","leaves","M2","","20:4n-6","leaves chiro 1 12.07.2019","leaves Chiro 1 12.07.2019","PUFA-KF_24.01.2020 17_45_5429",0,1.9802
"chiro","leaves","M2","","20:3n-3","leaves chiro 1 12.07.2019","leaves Chiro 1 12.07.2019","PUFA-KF_24.01.2020 17_45_5429",0,1.9802
"chiro","leaves","M2","","20:5n-3","leaves chiro 1 12.07.2019","leaves Chiro 1 12.07.2019","PUFA-KF_24.01.2020 17_45_5429",0.00048778692208793,1.9802
"chiro","leaves","M2","","22:6n-3","leaves chiro 1 12.07.2019","leaves Chiro 1 12.07.2019","PUFA-KF_24.01.2020 17_45_5429",0,1.9802
"chiro","leaves","M2","","24:0","leaves chiro 1 12.07.2019","leaves Chiro 1 12.07.2019","PUFA-KF_24.01.2020 17_45_5429",0,1.9802
"chiro","fishfood","M2","","18:0","fishfood chiro 1 12.07.2019","fish chiro 1 12.07.19","PUFA-KF_21.01.2020 23_53_1714",0.00231703487788582,2.53
"chiro","fishfood","M2","","18:1n-9t","fishfood chiro 1 12.07.2019","fish chiro 1 12.07.19","PUFA-KF_21.01.2020 23_53_1714",0.00267045250139993,2.53
"chiro","fishfood","M2","","18:1n-9c","fishfood chiro 1 12.07.2019","fish chiro 1 12.07.19","PUFA-KF_21.01.2020 23_53_1714",0,2.53
"chiro","fishfood","M2","","18:1n-7","fishfood chiro 1 12.07.2019","fish chiro 1 12.07.19","PUFA-KF_21.01.2020 23_53_1714",0.000731660159320616,2.53
"chiro","fishfood","M2","","18:2n-6t","fishfood chiro 1 12.07.2019","fish chiro 1 12.07.19","PUFA-KF_21.01.2020 23_53_1714",0.00137870412270359,2.53
"chiro","fishfood","M2","","18:2n-6c","fishfood chiro 1 12.07.2019","fish chiro 1 12.07.19","PUFA-KF_21.01.2020 23_53_1714",0,2.53
"chiro","fishfood","M2","","18:3n-6","fishfood chiro 1 12.07.2019","fish chiro 1 12.07.19","PUFA-KF_21.01.2020 23_53_1714",0.0127276508665603,2.53
"chiro","fishfood","M2","","20:0","fishfood chiro 1 12.07.2019","fish chiro 1 12.07.19","PUFA-KF_21.01.2020 23_53_1714",0.000695708069003507,2.53
"chiro","fishfood","M2","","20:1n-9","fishfood chiro 1 12.07.2019","fish chiro 1 12.07.19","PUFA-KF_21.01.2020 23_53_1714",0.000105233162208845,2.53
"chiro","fishfood","M2","","20:2n-6","fishfood chiro 1 12.07.2019","fish chiro 1 12.07.19","PUFA-KF_21.01.2020 23_53_1714",0,2.53
"chiro","fishfood","M2","","20:3n-6","fishfood chiro 1 12.07.2019","fish chiro 1 12.07.19","PUFA-KF_21.01.2020 23_53_1714",0,2.53
"chiro","fishfood","M2","","20:4n-6","fishfood chiro 1 12.07.2019","fish chiro 1 12.07.19","PUFA-KF_21.01.2020 23_53_1714",0.000224381955124252,2.53
"chiro","fishfood","M2","","20:3n-3","fishfood chiro 1 12.07.2019","fish chiro 1 12.07.19","PUFA-KF_21.01.2020 23_53_1714",0,2.53
"chiro","fishfood","M2","","20:5n-3","fishfood chiro 1 12.07.2019","fish chiro 1 12.07.19","PUFA-KF_21.01.2020 23_53_1714",0.00161244047991371,2.53
"chiro","fishfood","M2","","22:0","fishfood chiro 1 12.07.2019","fish chiro 1 12.07.19","PUFA-KF_21.01.2020 23_53_1714",0,2.53
"chiro","fishfood","M2","","22:2n-6","fishfood chiro 1 12.07.2019","fish chiro 1 12.07.19","PUFA-KF_21.01.2020 23_53_1714",0,2.53
"chiro","fishfood","M2","","22:6n-3","fishfood chiro 1 12.07.2019","fish chiro 1 12.07.19","PUFA-KF_21.01.2020 23_53_1714",0,2.53
"chiro","fishfood","M2","","24:0","fishfood chiro 1 12.07.2019","fish chiro 1 12.07.19","PUFA-KF_21.01.2020 23_53_1714",0,2.53
"chiro","fishfood","M2","","24:1n-9","fishfood chiro 1 12.07.2019","fish chiro 1 12.07.19","PUFA-KF_21.01.2020 23_53_1714",0,2.53
"chiro","fishfood","M2","","18:0","fishfood chiro 2 19.07.2019","fish chiro 2 19.07.19","PUFA-KF_22.01.2020 01_44_4116",0.00285948960319816,6.295
"chiro","fishfood","M2","","18:1n-9t","fishfood chiro 2 19.07.2019","fish chiro 2 19.07.19","PUFA-KF_22.01.2020 01_44_4116",0.00127946245818954,6.295
"chiro","fishfood","M2","","18:1n-9c","fishfood chiro 2 19.07.2019","fish chiro 2 19.07.19","PUFA-KF_22.01.2020 01_44_4116",0,6.295
"chiro","fishfood","M2","","18:1n-7","fishfood chiro 2 19.07.2019","fish chiro 2 19.07.19","PUFA-KF_22.01.2020 01_44_4116",0.00085353860374398,6.295
"chiro","fishfood","M2","","18:2n-6t","fishfood chiro 2 19.07.2019","fish chiro 2 19.07.19","PUFA-KF_22.01.2020 01_44_4116",0.00115719645131536,6.295
"chiro","fishfood","M2","","18:2n-6c","fishfood chiro 2 19.07.2019","fish chiro 2 19.07.19","PUFA-KF_22.01.2020 01_44_4116",0.000234982167424382,6.295
"chiro","fishfood","M2","","18:3n-6","fishfood chiro 2 19.07.2019","fish chiro 2 19.07.19","PUFA-KF_22.01.2020 01_44_4116",0.00709844282850792,6.295
"chiro","fishfood","M2","","18:3n-3","fishfood chiro 2 19.07.2019","fish chiro 2 19.07.19","PUFA-KF_22.01.2020 01_44_4116",0.00628716474360857,6.295
"chiro","fishfood","M2","","20:0","fishfood chiro 2 19.07.2019","fish chiro 2 19.07.19","PUFA-KF_22.01.2020 01_44_4116",0.000679053905564673,6.295
"chiro","fishfood","M2","","20:1n-9","fishfood chiro 2 19.07.2019","fish chiro 2 19.07.19","PUFA-KF_22.01.2020 01_44_4116",8.89300171202228e-05,6.295
"chiro","fishfood","M2","","20:2n-6","fishfood chiro 2 19.07.2019","fish chiro 2 19.07.19","PUFA-KF_22.01.2020 01_44_4116",4.75246892005278e-05,6.295
"chiro","fishfood","M2","","20:3n-6","fishfood chiro 2 19.07.2019","fish chiro 2 19.07.19","PUFA-KF_22.01.2020 01_44_4116",0,6.295
"chiro","fishfood","M2","","20:5n-3","fishfood chiro 2 19.07.2019","fish chiro 2 19.07.19","PUFA-KF_22.01.2020 01_44_4116",0.00141141644733727,6.295
"chiro","fishfood","M2","","22:6n-3","fishfood chiro 2 19.07.2019","fish chiro 2 19.07.19","PUFA-KF_22.01.2020 01_44_4116",0,6.295
"chiro","fishfood","M2","","24:0","fishfood chiro 2 19.07.2019","fish chiro 2 19.07.19","PUFA-KF_22.01.2020 01_44_4116",0,6.295
"chiro","fishfood","M2","","24:1n-9","fishfood chiro 2 19.07.2019","fish chiro 2 19.07.19","PUFA-KF_22.01.2020 01_44_4116",4.32953191071883e-05,6.295
"chiro","fishfood","M2","","18:0","fishfood chiro 2 26.07.2019","fish Chiro 2 26.07.2019","PUFA-KF_24.01.2020 13_07_3724",0.00204734022327495,9.2133
"chiro","fishfood","M2","","18:1n-9t","fishfood chiro 2 26.07.2019","fish Chiro 2 26.07.2019","PUFA-KF_24.01.2020 13_07_3724",0.000882575473177657,9.2133
"chiro","fishfood","M2","","18:1n-9c","fishfood chiro 2 26.07.2019","fish Chiro 2 26.07.2019","PUFA-KF_24.01.2020 13_07_3724",0,9.2133
"chiro","fishfood","M2","","18:1n-7","fishfood chiro 2 26.07.2019","fish Chiro 2 26.07.2019","PUFA-KF_24.01.2020 13_07_3724",0.00107430730476693,9.2133
"chiro","fishfood","M2","","18:2n-6t","fishfood chiro 2 26.07.2019","fish Chiro 2 26.07.2019","PUFA-KF_24.01.2020 13_07_3724",0.000774862182953587,9.2133
"chiro","fishfood","M2","","18:2n-6c","fishfood chiro 2 26.07.2019","fish Chiro 2 26.07.2019","PUFA-KF_24.01.2020 13_07_3724",0.000120147072989537,9.2133
"chiro","fishfood","M2","","18:3n-6","fishfood chiro 2 26.07.2019","fish Chiro 2 26.07.2019","PUFA-KF_24.01.2020 13_07_3724",0.0128788128431099,9.2133
"chiro","fishfood","M2","","18:3n-3","fishfood chiro 2 26.07.2019","fish Chiro 2 26.07.2019","PUFA-KF_24.01.2020 13_07_3724",0,9.2133
"chiro","fishfood","M2","","20:0","fishfood chiro 2 26.07.2019","fish Chiro 2 26.07.2019","PUFA-KF_24.01.2020 13_07_3724",0.000753363403206503,9.2133
"chiro","fishfood","M2","","20:1n-9","fishfood chiro 2 26.07.2019","fish Chiro 2 26.07.2019","PUFA-KF_24.01.2020 13_07_3724",8.26141896724657e-05,9.2133
"chiro","fishfood","M2","","20:3n-6","fishfood chiro 2 26.07.2019","fish Chiro 2 26.07.2019","PUFA-KF_24.01.2020 13_07_3724",0.000266345740441384,9.2133
"chiro","fishfood","M2","","20:3n-3","fishfood chiro 2 26.07.2019","fish Chiro 2 26.07.2019","PUFA-KF_24.01.2020 13_07_3724",0,9.2133
"chiro","fishfood","M2","","20:5n-3","fishfood chiro 2 26.07.2019","fish Chiro 2 26.07.2019","PUFA-KF_24.01.2020 13_07_3724",0.00202417870187996,9.2133
"chiro","fishfood","M2","","22:6n-3","fishfood chiro 2 26.07.2019","fish Chiro 2 26.07.2019","PUFA-KF_24.01.2020 13_07_3724",0,9.2133
