"Organism","treatment","experiment","experiment_ID","name_pufa","runinfo","runinfo_original","runname","dry_pufa","dry_weight_mg"
"spider","start","M1","22","18:0","M1 T22","M1 T22","PUFA-KF_28.05.2020 09_53_0951",0,3.5608
"spider","start","M1","22","18:1n-9t","M1 T22","M1 T22","PUFA-KF_28.05.2020 09_53_0951",0.00237732989992208,3.5608
"spider","start","M1","22","18:1n-9c","M1 T22","M1 T22","PUFA-KF_28.05.2020 09_53_0951",0,3.5608
"spider","start","M1","22","18:1n-7","M1 T22","M1 T22","PUFA-KF_28.05.2020 09_53_0951",0.000937992403999421,3.5608
"spider","start","M1","22","18:2n-6t","M1 T22","M1 T22","PUFA-KF_28.05.2020 09_53_0951",0.000611915285340314,3.5608
"spider","start","M1","22","18:2n-6c","M1 T22","M1 T22","PUFA-KF_28.05.2020 09_53_0951",0.000805275719233545,3.5608
"spider","start","M1","22","18:3n-3","M1 T22","M1 T22","PUFA-KF_28.05.2020 09_53_0951",0.00442284872568758,3.5608
"spider","start","M1","22","20:0","M1 T22","M1 T22","PUFA-KF_28.05.2020 09_53_0951",0.000172578930194279,3.5608
"spider","start","M1","22","20:1n-9","M1 T22","M1 T22","PUFA-KF_28.05.2020 09_53_0951",8.0651030494455e-05,3.5608
"spider","start","M1","22","20:3n-6","M1 T22","M1 T22","PUFA-KF_28.05.2020 09_53_0951",0,3.5608
"spider","start","M1","22","20:4n-6","M1 T22","M1 T22","PUFA-KF_28.05.2020 09_53_0951",0.000509886070948218,3.5608
"spider","start","M1","22","20:5n-3","M1 T22","M1 T22","PUFA-KF_28.05.2020 09_53_0951",0.000847181174809105,3.5608
"spider","start","M1","22","22:0","M1 T22","M1 T22","PUFA-KF_28.05.2020 09_53_0951",0.000215451250755305,3.5608
"spider","start","M1","22","22:6n-3","M1 T22","M1 T22","PUFA-KF_28.05.2020 09_53_0951",0,3.5608
"spider","start","M1","21","18:0","M1 T21","M1 T21","PUFA-KF_28.05.2020 02_27_0443",0.00184303729244416,3.6708
"spider","start","M1","21","18:1n-9t","M1 T21","M1 T21","PUFA-KF_28.05.2020 02_27_0443",0.00237846798799232,3.6708
"spider","start","M1","21","18:1n-9c","M1 T21","M1 T21","PUFA-KF_28.05.2020 02_27_0443",0,3.6708
"spider","start","M1","21","18:1n-7","M1 T21","M1 T21","PUFA-KF_28.05.2020 02_27_0443",0.00205072889166292,3.6708
"spider","start","M1","21","18:2n-6t","M1 T21","M1 T21","PUFA-KF_28.05.2020 02_27_0443",0.00153650481149617,3.6708
"spider","start","M1","21","18:2n-6c","M1 T21","M1 T21","PUFA-KF_28.05.2020 02_27_0443",0.000825605631053242,3.6708
"spider","start","M1","21","18:3n-3","M1 T21","M1 T21","PUFA-KF_28.05.2020 02_27_0443",0.00660245337516621,3.6708
"spider","start","M1","21","20:0","M1 T21","M1 T21","PUFA-KF_28.05.2020 02_27_0443",0,3.6708
"spider","start","M1","21","20:1n-9","M1 T21","M1 T21","PUFA-KF_28.05.2020 02_27_0443",3.07813709605838e-05,3.6708
"spider","start","M1","21","20:2n-6","M1 T21","M1 T21","PUFA-KF_28.05.2020 02_27_0443",0.000366714577587179,3.6708
"spider","start","M1","21","20:3n-6","M1 T21","M1 T21","PUFA-KF_28.05.2020 02_27_0443",0,3.6708
"spider","start","M1","21","20:4n-6","M1 T21","M1 T21","PUFA-KF_28.05.2020 02_27_0443",0.000435419154252854,3.6708
"spider","start","M1","21","20:3n-3","M1 T21","M1 T21","PUFA-KF_28.05.2020 02_27_0443",0,3.6708
"spider","start","M1","21","20:5n-3","M1 T21","M1 T21","PUFA-KF_28.05.2020 02_27_0443",0.000947317467806953,3.6708
"spider","start","M1","21","22:0","M1 T21","M1 T21","PUFA-KF_28.05.2020 02_27_0443",0.00021316969083312,3.6708
"spider","start","M1","21","22:2n-6","M1 T21","M1 T21","PUFA-KF_28.05.2020 02_27_0443",8.92646029187931e-05,3.6708
"spider","start","M1","21","24:0","M1 T21","M1 T21","PUFA-KF_28.05.2020 02_27_0443",9.34541111235344e-05,3.6708
"spider","start","M1","21","24:1n-9","M1 T21","M1 T21","PUFA-KF_28.05.2020 02_27_0443",5.89724064899191e-05,3.6708
"spider","start","M1","65","18:0","M1 T65","M1 T65","PUFA-KF_27.05.2020 03_13_4518",0.0013376190546267,5.0573
"spider","start","M1","65","18:1n-9t","M1 T65","M1 T65","PUFA-KF_27.05.2020 03_13_4518",0.00164715977068989,5.0573
"spider","start","M1","65","18:1n-9c","M1 T65","M1 T65","PUFA-KF_27.05.2020 03_13_4518",0.000349692714474334,5.0573
"spider","start","M1","65","18:1n-7","M1 T65","M1 T65","PUFA-KF_27.05.2020 03_13_4518",0.00254184623939167,5.0573
"spider","start","M1","65","18:2n-6t","M1 T65","M1 T65","PUFA-KF_27.05.2020 03_13_4518",0.00114657439096683,5.0573
"spider","start","M1","65","18:2n-6c","M1 T65","M1 T65","PUFA-KF_27.05.2020 03_13_4518",0.000442544774119126,5.0573
"spider","start","M1","65","18:3n-3","M1 T65","M1 T65","PUFA-KF_27.05.2020 03_13_4518",0.00785020333243045,5.0573
"spider","start","M1","65","20:0","M1 T65","M1 T65","PUFA-KF_27.05.2020 03_13_4518",0.00100187989997555,5.0573
"spider","start","M1","65","20:1n-9","M1 T65","M1 T65","PUFA-KF_27.05.2020 03_13_4518",6.48145773450187e-05,5.0573
"spider","start","M1","65","20:2n-6","M1 T65","M1 T65","PUFA-KF_27.05.2020 03_13_4518",0.000180882559658512,5.0573
"spider","start","M1","65","20:3n-6","M1 T65","M1 T65","PUFA-KF_27.05.2020 03_13_4518",0,5.0573
"spider","start","M1","65","20:4n-6","M1 T65","M1 T65","PUFA-KF_27.05.2020 03_13_4518",0.000102457892389986,5.0573
"spider","start","M1","65","20:3n-3","M1 T65","M1 T65","PUFA-KF_27.05.2020 03_13_4518",7.3899794935422e-05,5.0573
"spider","start","M1","65","20:5n-3","M1 T65","M1 T65","PUFA-KF_27.05.2020 03_13_4518",0.000502479632712827,5.0573
"spider","start","M1","65","22:0","M1 T65","M1 T65","PUFA-KF_27.05.2020 03_13_4518",8.09216414042256e-05,5.0573
"spider","start","M1","65","22:1n-9","M1 T65","M1 T65","PUFA-KF_27.05.2020 03_13_4518",0,5.0573
"spider","start","M1","65","22:2n-6","M1 T65","M1 T65","PUFA-KF_27.05.2020 03_13_4518",0,5.0573
"spider","start","M1","65","24:0","M1 T65","M1 T65","PUFA-KF_27.05.2020 03_13_4518",0.000504886434071043,5.0573
"spider","start","M1","65","24:1n-9","M1 T65","M1 T65","PUFA-KF_27.05.2020 03_13_4518",0.000416181962096278,5.0573
"spider","start","M1","74","18:0","M1 T74","M1 T74","PUFA-KF_28.05.2020 07_05_5648",0.00851107937744272,4.4971
"spider","start","M1","74","18:1n-9t","M1 T74","M1 T74","PUFA-KF_28.05.2020 07_05_5648",0.00199650281682226,4.4971
"spider","start","M1","74","18:1n-9c","M1 T74","M1 T74","PUFA-KF_28.05.2020 07_05_5648",0.000266150771452848,4.4971
"spider","start","M1","74","18:1n-7","M1 T74","M1 T74","PUFA-KF_28.05.2020 07_05_5648",0.00328908413336114,4.4971
"spider","start","M1","74","18:2n-6t","M1 T74","M1 T74","PUFA-KF_28.05.2020 07_05_5648",0.00186025387035874,4.4971
"spider","start","M1","74","18:2n-6c","M1 T74","M1 T74","PUFA-KF_28.05.2020 07_05_5648",0.000747944709987991,4.4971
"spider","start","M1","74","18:3n-3","M1 T74","M1 T74","PUFA-KF_28.05.2020 07_05_5648",0.0064665705374144,4.4971
"spider","start","M1","74","20:0","M1 T74","M1 T74","PUFA-KF_28.05.2020 07_05_5648",0.000336199971791246,4.4971
"spider","start","M1","74","20:1n-9","M1 T74","M1 T74","PUFA-KF_28.05.2020 07_05_5648",0.000129666341986056,4.4971
"spider","start","M1","74","20:2n-6","M1 T74","M1 T74","PUFA-KF_28.05.2020 07_05_5648",5.79911244802927e-05,4.4971
"spider","start","M1","74","20:3n-6","M1 T74","M1 T74","PUFA-KF_28.05.2020 07_05_5648",0.000132505526125714,4.4971
"spider","start","M1","74","20:4n-6","M1 T74","M1 T74","PUFA-KF_28.05.2020 07_05_5648",0.000156848489258504,4.4971
"spider","start","M1","74","20:3n-3","M1 T74","M1 T74","PUFA-KF_28.05.2020 07_05_5648",0,4.4971
"spider","start","M1","74","20:5n-3","M1 T74","M1 T74","PUFA-KF_28.05.2020 07_05_5648",0.000357109827737493,4.4971
"spider","start","M1","74","22:0","M1 T74","M1 T74","PUFA-KF_28.05.2020 07_05_5648",7.87867390591941e-05,4.4971
"spider","start","M1","74","22:2n-6","M1 T74","M1 T74","PUFA-KF_28.05.2020 07_05_5648",0.000404670158442411,4.4971
"spider","start","M1","74","22:6n-3","M1 T74","M1 T74","PUFA-KF_28.05.2020 07_05_5648",0,4.4971
"spider","start","M1","74","24:0","M1 T74","M1 T74","PUFA-KF_28.05.2020 07_05_5648",0.000337639543663991,4.4971
"spider","start","M1","74","24:1n-9","M1 T74","M1 T74","PUFA-KF_28.05.2020 07_05_5648",0.000325523549283447,4.4971
"spider","start","M1","78","18:0","M1 T78","M1 T78","PUFA-KF_28.05.2020 10_48_5052",0.00224265893155826,4.7467
"spider","start","M1","78","18:1n-9t","M1 T78","M1 T78","PUFA-KF_28.05.2020 10_48_5052",0.00193717247478817,4.7467
"spider","start","M1","78","18:1n-9c","M1 T78","M1 T78","PUFA-KF_28.05.2020 10_48_5052",5.1507220357246e-05,4.7467
"spider","start","M1","78","18:1n-7","M1 T78","M1 T78","PUFA-KF_28.05.2020 10_48_5052",0.00228887300237177,4.7467
"spider","start","M1","78","18:2n-6t","M1 T78","M1 T78","PUFA-KF_28.05.2020 10_48_5052",0.00124550759555217,4.7467
"spider","start","M1","78","18:2n-6c","M1 T78","M1 T78","PUFA-KF_28.05.2020 10_48_5052",0.000797625143596832,4.7467
"spider","start","M1","78","18:3n-3","M1 T78","M1 T78","PUFA-KF_28.05.2020 10_48_5052",0.00973229101452042,4.7467
"spider","start","M1","78","20:0","M1 T78","M1 T78","PUFA-KF_28.05.2020 10_48_5052",0.000199122809017765,4.7467
"spider","start","M1","78","20:1n-9","M1 T78","M1 T78","PUFA-KF_28.05.2020 10_48_5052",2.22808681825435e-05,4.7467
"spider","start","M1","78","20:2n-6","M1 T78","M1 T78","PUFA-KF_28.05.2020 10_48_5052",0.000232105668832892,4.7467
"spider","start","M1","78","20:3n-6","M1 T78","M1 T78","PUFA-KF_28.05.2020 10_48_5052",4.47095240111926e-05,4.7467
"spider","start","M1","78","20:4n-6","M1 T78","M1 T78","PUFA-KF_28.05.2020 10_48_5052",0.000502389465792907,4.7467
"spider","start","M1","78","20:3n-3","M1 T78","M1 T78","PUFA-KF_28.05.2020 10_48_5052",0,4.7467
"spider","start","M1","78","20:5n-3","M1 T78","M1 T78","PUFA-KF_28.05.2020 10_48_5052",0.00121083435970793,4.7467
"spider","start","M1","78","22:0","M1 T78","M1 T78","PUFA-KF_28.05.2020 10_48_5052",0.000185010049953589,4.7467
"spider","start","M1","78","22:2n-6","M1 T78","M1 T78","PUFA-KF_28.05.2020 10_48_5052",5.75784586876275e-05,4.7467
"spider","start","M1","78","22:6n-3","M1 T78","M1 T78","PUFA-KF_28.05.2020 10_48_5052",2.4642516586495e-05,4.7467
"spider","start","M1","78","24:0","M1 T78","M1 T78","PUFA-KF_28.05.2020 10_48_5052",8.04713636549039e-05,4.7467
"spider","start","M1","78","24:1n-9","M1 T78","M1 T78","PUFA-KF_28.05.2020 10_48_5052",5.74976959824826e-05,4.7467
"spider","start","M1","79","18:0","M1 T79","M1 T79","PUFA-KF_26.05.2020 17_56_258",0.000879830527929322,5.4658
"spider","start","M1","79","18:1n-9t","M1 T79","M1 T79","PUFA-KF_26.05.2020 17_56_258",0.00157966045436782,5.4658
"spider","start","M1","79","18:1n-9c","M1 T79","M1 T79","PUFA-KF_26.05.2020 17_56_258",4.11340318584019e-05,5.4658
"spider","start","M1","79","18:1n-7","M1 T79","M1 T79","PUFA-KF_26.05.2020 17_56_258",0.00105582241866697,5.4658
"spider","start","M1","79","18:2n-6t","M1 T79","M1 T79","PUFA-KF_26.05.2020 17_56_258",0.000675919926625416,5.4658
"spider","start","M1","79","18:2n-6c","M1 T79","M1 T79","PUFA-KF_26.05.2020 17_56_258",0.000426968462376705,5.4658
"spider","start","M1","79","18:3n-3","M1 T79","M1 T79","PUFA-KF_26.05.2020 17_56_258",0.0117942256103858,5.4658
"spider","start","M1","79","20:0","M1 T79","M1 T79","PUFA-KF_26.05.2020 17_56_258",0.000905833674821402,5.4658
"spider","start","M1","79","20:1n-9","M1 T79","M1 T79","PUFA-KF_26.05.2020 17_56_258",0,5.4658
"spider","start","M1","79","20:2n-6","M1 T79","M1 T79","PUFA-KF_26.05.2020 17_56_258",0.000110211786367072,5.4658
"spider","start","M1","79","20:3n-6","M1 T79","M1 T79","PUFA-KF_26.05.2020 17_56_258",3.03365225952822e-05,5.4658
"spider","start","M1","79","20:3n-3","M1 T79","M1 T79","PUFA-KF_26.05.2020 17_56_258",0,5.4658
"spider","start","M1","79","20:5n-3","M1 T79","M1 T79","PUFA-KF_26.05.2020 17_56_258",0.0011462630594202,5.4658
"spider","start","M1","79","22:0","M1 T79","M1 T79","PUFA-KF_26.05.2020 17_56_258",0.000202571712872383,5.4658
"spider","start","M1","79","22:1n-9","M1 T79","M1 T79","PUFA-KF_26.05.2020 17_56_258",0.000568939261817239,5.4658
"spider","start","M1","70","18:0","M1 T70","M1 T70","PUFA-KF_27.05.2020 21_48_3138",0.00218598595693843,5.0748
"spider","start","M1","70","18:1n-9t","M1 T70","M1 T70","PUFA-KF_27.05.2020 21_48_3138",0.00148502347568385,5.0748
"spider","start","M1","70","18:1n-9c","M1 T70","M1 T70","PUFA-KF_27.05.2020 21_48_3138",4.11012857322908e-05,5.0748
"spider","start","M1","70","18:1n-7","M1 T70","M1 T70","PUFA-KF_27.05.2020 21_48_3138",0.00108414922625344,5.0748
"spider","start","M1","70","18:2n-6t","M1 T70","M1 T70","PUFA-KF_27.05.2020 21_48_3138",0.00112267550035481,5.0748
"spider","start","M1","70","18:2n-6c","M1 T70","M1 T70","PUFA-KF_27.05.2020 21_48_3138",0.000475913441283434,5.0748
"spider","start","M1","70","18:3n-3","M1 T70","M1 T70","PUFA-KF_27.05.2020 21_48_3138",0.0107856644953744,5.0748
"spider","start","M1","70","20:0","M1 T70","M1 T70","PUFA-KF_27.05.2020 21_48_3138",0.000361992055718019,5.0748
"spider","start","M1","70","20:1n-9","M1 T70","M1 T70","PUFA-KF_27.05.2020 21_48_3138",7.23962991836973e-05,5.0748
"spider","start","M1","70","20:3n-6","M1 T70","M1 T70","PUFA-KF_27.05.2020 21_48_3138",0,5.0748
"spider","start","M1","70","20:4n-6","M1 T70","M1 T70","PUFA-KF_27.05.2020 21_48_3138",0.000160574492194433,5.0748
"spider","start","M1","70","20:5n-3","M1 T70","M1 T70","PUFA-KF_27.05.2020 21_48_3138",0.000623973666903485,5.0748
"spider","start","M1","70","22:0","M1 T70","M1 T70","PUFA-KF_27.05.2020 21_48_3138",0.000217097562714609,5.0748
"spider","start","M1","70","22:6n-3","M1 T70","M1 T70","PUFA-KF_27.05.2020 21_48_3138",2.21955704850746e-05,5.0748
"spider","start","M1","63","18:0","M1 T63","M1 T63","PUFA-KF_28.05.2020 01_31_2842",0.00530567444576436,5.4276
"spider","start","M1","63","18:1n-9t","M1 T63","M1 T63","PUFA-KF_28.05.2020 01_31_2842",0.00188573390945328,5.4276
"spider","start","M1","63","18:1n-9c","M1 T63","M1 T63","PUFA-KF_28.05.2020 01_31_2842",0.000217663099009596,5.4276
"spider","start","M1","63","18:1n-7","M1 T63","M1 T63","PUFA-KF_28.05.2020 01_31_2842",0.00326404589570505,5.4276
"spider","start","M1","63","18:2n-6t","M1 T63","M1 T63","PUFA-KF_28.05.2020 01_31_2842",0.00147005101353338,5.4276
"spider","start","M1","63","18:2n-6c","M1 T63","M1 T63","PUFA-KF_28.05.2020 01_31_2842",0.000536128910008572,5.4276
"spider","start","M1","63","18:3n-3","M1 T63","M1 T63","PUFA-KF_28.05.2020 01_31_2842",0.0113604055507132,5.4276
"spider","start","M1","63","20:0","M1 T63","M1 T63","PUFA-KF_28.05.2020 01_31_2842",0.000590254474354593,5.4276
"spider","start","M1","63","20:1n-9","M1 T63","M1 T63","PUFA-KF_28.05.2020 01_31_2842",4.07781629020649e-05,5.4276
"spider","start","M1","63","20:2n-6","M1 T63","M1 T63","PUFA-KF_28.05.2020 01_31_2842",0.000334581199995272,5.4276
"spider","start","M1","63","20:3n-6","M1 T63","M1 T63","PUFA-KF_28.05.2020 01_31_2842",0.000110470288702468,5.4276
"spider","start","M1","63","20:4n-6","M1 T63","M1 T63","PUFA-KF_28.05.2020 01_31_2842",0.00048823529785561,5.4276
"spider","start","M1","63","20:3n-3","M1 T63","M1 T63","PUFA-KF_28.05.2020 01_31_2842",0,5.4276
"spider","start","M1","63","20:5n-3","M1 T63","M1 T63","PUFA-KF_28.05.2020 01_31_2842",0.00177254730351454,5.4276
"spider","start","M1","63","22:0","M1 T63","M1 T63","PUFA-KF_28.05.2020 01_31_2842",7.13763697958598e-05,5.4276
"spider","start","M1","63","22:1n-9","M1 T63","M1 T63","PUFA-KF_28.05.2020 01_31_2842",0.000240868592746907,5.4276
"spider","start","M1","63","22:2n-6","M1 T63","M1 T63","PUFA-KF_28.05.2020 01_31_2842",0.000151776624585007,5.4276
"spider","start","M1","63","24:0","M1 T63","M1 T63","PUFA-KF_28.05.2020 01_31_2842",0.000194845529110759,5.4276
"spider","start","M1","63","24:1n-9","M1 T63","M1 T63","PUFA-KF_28.05.2020 01_31_2842",0.00014620318744094,5.4276
"spider","start","M1","81","18:0","M1 T81","M1 T81","PUFA-KF_27.05.2020 13_27_4529",0.0037471858163936,3.0667
"spider","start","M1","81","18:1n-9t","M1 T81","M1 T81","PUFA-KF_27.05.2020 13_27_4529",0.00244054832386521,3.0667
"spider","start","M1","81","18:1n-9c","M1 T81","M1 T81","PUFA-KF_27.05.2020 13_27_4529",6.88880430083118e-05,3.0667
"spider","start","M1","81","18:1n-7","M1 T81","M1 T81","PUFA-KF_27.05.2020 13_27_4529",0.00252577296462561,3.0667
"spider","start","M1","81","18:2n-6t","M1 T81","M1 T81","PUFA-KF_27.05.2020 13_27_4529",0.00165219308471273,3.0667
"spider","start","M1","81","18:2n-6c","M1 T81","M1 T81","PUFA-KF_27.05.2020 13_27_4529",0.00106430831265793,3.0667
"spider","start","M1","81","18:3n-3","M1 T81","M1 T81","PUFA-KF_27.05.2020 13_27_4529",0.00934768891671134,3.0667
"spider","start","M1","81","20:0","M1 T81","M1 T81","PUFA-KF_27.05.2020 13_27_4529",0.000163761482831496,3.0667
"spider","start","M1","81","20:1n-9","M1 T81","M1 T81","PUFA-KF_27.05.2020 13_27_4529",3.64485080904454e-05,3.0667
"spider","start","M1","81","20:2n-6","M1 T81","M1 T81","PUFA-KF_27.05.2020 13_27_4529",0.000177441677325849,3.0667
"spider","start","M1","81","20:3n-6","M1 T81","M1 T81","PUFA-KF_27.05.2020 13_27_4529",7.43991849021749e-05,3.0667
"spider","start","M1","81","20:4n-6","M1 T81","M1 T81","PUFA-KF_27.05.2020 13_27_4529",6.00310890255967e-05,3.0667
"spider","start","M1","81","20:5n-3","M1 T81","M1 T81","PUFA-KF_27.05.2020 13_27_4529",0.000897932042498365,3.0667
"spider","start","M1","81","22:0","M1 T81","M1 T81","PUFA-KF_27.05.2020 13_27_4529",0.000132923344705747,3.0667
"spider","start","M1","81","24:0","M1 T81","M1 T81","PUFA-KF_27.05.2020 13_27_4529",0,3.0667
"spider","start","M1","81","24:1n-9","M1 T81","M1 T81","PUFA-KF_27.05.2020 13_27_4529",4.95360841909533e-05,3.0667
"spider","start","M1","39","18:0","M1 T39","M1 T39","PUFA-KF_26.05.2020 15_09_265",0.00305745225321459,6.7803
"spider","start","M1","39","18:1n-9t","M1 T39","M1 T39","PUFA-KF_26.05.2020 15_09_265",0.00132679152734093,6.7803
"spider","start","M1","39","18:1n-9c","M1 T39","M1 T39","PUFA-KF_26.05.2020 15_09_265",0.00016901845805112,6.7803
"spider","start","M1","39","18:1n-7","M1 T39","M1 T39","PUFA-KF_26.05.2020 15_09_265",0.00315641124816578,6.7803
"spider","start","M1","39","18:2n-6t","M1 T39","M1 T39","PUFA-KF_26.05.2020 15_09_265",0.00108882795126189,6.7803
"spider","start","M1","39","18:2n-6c","M1 T39","M1 T39","PUFA-KF_26.05.2020 15_09_265",0.000558828045392226,6.7803
"spider","start","M1","39","18:3n-6","M1 T39","M1 T39","PUFA-KF_26.05.2020 15_09_265",0.00494151712009908,6.7803
"spider","start","M1","39","18:3n-3","M1 T39","M1 T39","PUFA-KF_26.05.2020 15_09_265",0.00283996575106296,6.7803
"spider","start","M1","39","20:0","M1 T39","M1 T39","PUFA-KF_26.05.2020 15_09_265",0.000863136706174708,6.7803
"spider","start","M1","39","20:1n-9","M1 T39","M1 T39","PUFA-KF_26.05.2020 15_09_265",3.30801363151269e-05,6.7803
"spider","start","M1","39","20:2n-6","M1 T39","M1 T39","PUFA-KF_26.05.2020 15_09_265",0.000233497954576891,6.7803
"spider","start","M1","39","20:4n-6","M1 T39","M1 T39","PUFA-KF_26.05.2020 15_09_265",7.43720503349757e-05,6.7803
"spider","start","M1","39","20:5n-3","M1 T39","M1 T39","PUFA-KF_26.05.2020 15_09_265",0.00235496222860376,6.7803
"spider","start","M1","39","22:0","M1 T39","M1 T39","PUFA-KF_26.05.2020 15_09_265",9.47881112448728e-05,6.7803
"spider","start","M1","39","22:1n-9","M1 T39","M1 T39","PUFA-KF_26.05.2020 15_09_265",0.000298772133825024,6.7803
"spider","start","M1","39","24:0","M1 T39","M1 T39","PUFA-KF_26.05.2020 15_09_265",0.000164445334239093,6.7803
"spider","start","M1","39","24:1n-9","M1 T39","M1 T39","PUFA-KF_26.05.2020 15_09_265",0.000140930287207413,6.7803
"spider","start","M1","48","18:0","M1 T48","M1 T48","PUFA-KF_27.05.2020 17_10_2033",0.00727919731872248,4.1021
"spider","start","M1","48","18:1n-9t","M1 T48","M1 T48","PUFA-KF_27.05.2020 17_10_2033",0.0022348593055854,4.1021
"spider","start","M1","48","18:1n-9c","M1 T48","M1 T48","PUFA-KF_27.05.2020 17_10_2033",0.000267306689416604,4.1021
"spider","start","M1","48","18:1n-7","M1 T48","M1 T48","PUFA-KF_27.05.2020 17_10_2033",0.00266433352417186,4.1021
"spider","start","M1","48","18:2n-6t","M1 T48","M1 T48","PUFA-KF_27.05.2020 17_10_2033",0.00163269816964039,4.1021
"spider","start","M1","48","18:2n-6c","M1 T48","M1 T48","PUFA-KF_27.05.2020 17_10_2033",0.000940692019386518,4.1021
"spider","start","M1","48","18:3n-3","M1 T48","M1 T48","PUFA-KF_27.05.2020 17_10_2033",0.0105794338956898,4.1021
"spider","start","M1","48","20:0","M1 T48","M1 T48","PUFA-KF_27.05.2020 17_10_2033",0.000625718696861441,4.1021
"spider","start","M1","48","20:1n-9","M1 T48","M1 T48","PUFA-KF_27.05.2020 17_10_2033",4.96898242423948e-05,4.1021
"spider","start","M1","48","20:2n-6","M1 T48","M1 T48","PUFA-KF_27.05.2020 17_10_2033",0.000158978483446546,4.1021
"spider","start","M1","48","20:3n-6","M1 T48","M1 T48","PUFA-KF_27.05.2020 17_10_2033",0,4.1021
"spider","start","M1","48","20:4n-6","M1 T48","M1 T48","PUFA-KF_27.05.2020 17_10_2033",0.000229824447758452,4.1021
"spider","start","M1","48","20:3n-3","M1 T48","M1 T48","PUFA-KF_27.05.2020 17_10_2033",0,4.1021
"spider","start","M1","48","20:5n-3","M1 T48","M1 T48","PUFA-KF_27.05.2020 17_10_2033",0.000892655034950333,4.1021
"spider","start","M1","48","22:0","M1 T48","M1 T48","PUFA-KF_27.05.2020 17_10_2033",0,4.1021
"spider","start","M1","48","22:2n-6","M1 T48","M1 T48","PUFA-KF_27.05.2020 17_10_2033",0.000108338744724676,4.1021
"spider","start","M1","48","24:0","M1 T48","M1 T48","PUFA-KF_27.05.2020 17_10_2033",0.000229338680357262,4.1021
"spider","start","M1","48","24:1n-9","M1 T48","M1 T48","PUFA-KF_27.05.2020 17_10_2033",0.000185743585198603,4.1021
"spider","start","M1","86","18:0","M1 T86","M1 T86","PUFA-KF_26.05.2020 18_52_119",0.00421692686415117,5.7384
"spider","start","M1","86","18:1n-9t","M1 T86","M1 T86","PUFA-KF_26.05.2020 18_52_119",0.00165641806611701,5.7384
"spider","start","M1","86","18:1n-9c","M1 T86","M1 T86","PUFA-KF_26.05.2020 18_52_119",0.000220790317036731,5.7384
"spider","start","M1","86","18:1n-7","M1 T86","M1 T86","PUFA-KF_26.05.2020 18_52_119",0.00322149240975034,5.7384
"spider","start","M1","86","18:2n-6t","M1 T86","M1 T86","PUFA-KF_26.05.2020 18_52_119",0.00154748870862782,5.7384
"spider","start","M1","86","18:2n-6c","M1 T86","M1 T86","PUFA-KF_26.05.2020 18_52_119",0.000905957148750075,5.7384
"spider","start","M1","86","18:3n-3","M1 T86","M1 T86","PUFA-KF_26.05.2020 18_52_119",0.00804093781625508,5.7384
"spider","start","M1","86","20:0","M1 T86","M1 T86","PUFA-KF_26.05.2020 18_52_119",0.000511738874460618,5.7384
"spider","start","M1","86","20:1n-9","M1 T86","M1 T86","PUFA-KF_26.05.2020 18_52_119",3.53195594222427e-05,5.7384
"spider","start","M1","86","20:2n-6","M1 T86","M1 T86","PUFA-KF_26.05.2020 18_52_119",0.000219389273621242,5.7384
"spider","start","M1","86","20:3n-6","M1 T86","M1 T86","PUFA-KF_26.05.2020 18_52_119",0,5.7384
"spider","start","M1","86","20:4n-6","M1 T86","M1 T86","PUFA-KF_26.05.2020 18_52_119",2.42933372513213e-05,5.7384
"spider","start","M1","86","20:5n-3","M1 T86","M1 T86","PUFA-KF_26.05.2020 18_52_119",0.00112183284510359,5.7384
"spider","start","M1","86","22:0","M1 T86","M1 T86","PUFA-KF_26.05.2020 18_52_119",0,5.7384
"spider","start","M1","86","22:1n-9","M1 T86","M1 T86","PUFA-KF_26.05.2020 18_52_119",0.000109504425147934,5.7384
"spider","start","M1","86","24:0","M1 T86","M1 T86","PUFA-KF_26.05.2020 18_52_119",0.000296125803752928,5.7384
"spider","start","M1","86","24:1n-9","M1 T86","M1 T86","PUFA-KF_26.05.2020 18_52_119",0.00024629856157872,5.7384
"spider","start","M1","59","18:0","M1 T59","M1 T59","PUFA-KF_27.05.2020 20_52_5637",0.0013968093391684,3.3247
"spider","start","M1","59","18:1n-9t","M1 T59","M1 T59","PUFA-KF_27.05.2020 20_52_5637",0.00231955161125826,3.3247
"spider","start","M1","59","18:1n-9c","M1 T59","M1 T59","PUFA-KF_27.05.2020 20_52_5637",0,3.3247
"spider","start","M1","59","18:1n-7","M1 T59","M1 T59","PUFA-KF_27.05.2020 20_52_5637",0.00122845208418581,3.3247
"spider","start","M1","59","18:2n-6t","M1 T59","M1 T59","PUFA-KF_27.05.2020 20_52_5637",0.000978268697169167,3.3247
"spider","start","M1","59","18:2n-6c","M1 T59","M1 T59","PUFA-KF_27.05.2020 20_52_5637",0.000885948666967639,3.3247
"spider","start","M1","59","18:3n-3","M1 T59","M1 T59","PUFA-KF_27.05.2020 20_52_5637",0.00600009933566786,3.3247
"spider","start","M1","59","20:0","M1 T59","M1 T59","PUFA-KF_27.05.2020 20_52_5637",0.000175342596794351,3.3247
"spider","start","M1","59","20:1n-9","M1 T59","M1 T59","PUFA-KF_27.05.2020 20_52_5637",0.000109220561488365,3.3247
