"Time","RT","start_RT","stop_RT","area","name_pufa","runinfo_original","runinfo","comment","runname","Timestamp","Date","Time_of_day","standard_batch"
"03.03.2020 09_30_2828",4.248,4.22333,4.36,1923709.79467,"12:0","Supelco and 2 FAME 30 microg per mL","S6 Supelco and 2 FAME","FAME 30 microg per mL         ","PUFA-KF_03.03.2020 09_30_2828","2020-03-03 09:30:28","2020-03-03"," 09:30:28","7d"
"03.03.2020 09_30_2828",4.69,4.66667,4.745,888078.87802,"13:0","Supelco and 2 FAME 30 microg per mL","S6 Supelco and 2 FAME","FAME 30 microg per mL         ","PUFA-KF_03.03.2020 09_30_2828","2020-03-03 09:30:28","2020-03-03"," 09:30:28","7d"
"03.03.2020 09_30_2828",5.185,5.15333,5.21833,1753157.82189,"14:0","Supelco and 2 FAME 30 microg per mL","S6 Supelco and 2 FAME","FAME 30 microg per mL         ","PUFA-KF_03.03.2020 09_30_2828","2020-03-03 09:30:28","2020-03-03"," 09:30:28","7d"
"03.03.2020 09_30_2828",5.722,5.69667,5.74333,817293.5094,"14:1n-5","Supelco and 2 FAME 30 microg per mL","S6 Supelco and 2 FAME","FAME 30 microg per mL         ","PUFA-KF_03.03.2020 09_30_2828","2020-03-03 09:30:28","2020-03-03"," 09:30:28","7d"
"03.03.2020 09_30_2828",6.313,6.27667,6.33667,1672339.88647,"15:0","Supelco and 2 FAME 30 microg per mL","S6 Supelco and 2 FAME","FAME 30 microg per mL         ","PUFA-KF_03.03.2020 09_30_2828","2020-03-03 09:30:28","2020-03-03"," 09:30:28","7d"
"03.03.2020 09_30_2828",6.485,6.455,6.50833,816149.72795,"15:1n-5","Supelco and 2 FAME 30 microg per mL","S6 Supelco and 2 FAME","FAME 30 microg per mL         ","PUFA-KF_03.03.2020 09_30_2828","2020-03-03 09:30:28","2020-03-03"," 09:30:28","7d"
"03.03.2020 09_30_2828",6.947,6.90667,6.99167,880397.38846,"16:0","Supelco and 2 FAME 30 microg per mL","S6 Supelco and 2 FAME","FAME 30 microg per mL         ","PUFA-KF_03.03.2020 09_30_2828","2020-03-03 09:30:28","2020-03-03"," 09:30:28","7d"
"03.03.2020 09_30_2828",7.145,7.10667,7.19,875525.83008,"16:1n-7","Supelco and 2 FAME 30 microg per mL","S6 Supelco and 2 FAME","FAME 30 microg per mL         ","PUFA-KF_03.03.2020 09_30_2828","2020-03-03 09:30:28","2020-03-03"," 09:30:28","7d"
"03.03.2020 09_30_2828",7.72,7.64333,7.74833,2875770.52798,"17:0","Supelco and 2 FAME 30 microg per mL","S6 Supelco and 2 FAME","FAME 30 microg per mL         ","PUFA-KF_03.03.2020 09_30_2828","2020-03-03 09:30:28","2020-03-03"," 09:30:28","7d"
"03.03.2020 09_30_2828",7.865,7.81833,7.89833,928497.91779,"17:1n-7","Supelco and 2 FAME 30 microg per mL","S6 Supelco and 2 FAME","FAME 30 microg per mL         ","PUFA-KF_03.03.2020 09_30_2828","2020-03-03 09:30:28","2020-03-03"," 09:30:28","7d"
"03.03.2020 09_30_2828",8.618,8.56,8.65667,958551.74038,"18:0","Supelco and 2 FAME 30 microg per mL","S6 Supelco and 2 FAME","FAME 30 microg per mL         ","PUFA-KF_03.03.2020 09_30_2828","2020-03-03 09:30:28","2020-03-03"," 09:30:28","7d"
"03.03.2020 09_30_2828",8.825,8.76667,8.86,950845.49814,"18:1n-9t","Supelco and 2 FAME 30 microg per mL","S6 Supelco and 2 FAME","FAME 30 microg per mL         ","PUFA-KF_03.03.2020 09_30_2828","2020-03-03 09:30:28","2020-03-03"," 09:30:28","7d"
"03.03.2020 09_30_2828",9.805,9.68667,9.845,2100816.37561,"18:1n-9c","Supelco and 2 FAME 30 microg per mL","S6 Supelco and 2 FAME","FAME 30 microg per mL         ","PUFA-KF_03.03.2020 09_30_2828","2020-03-03 09:30:28","2020-03-03"," 09:30:28","7d"
"03.03.2020 09_30_2828",9.948,9.845,10.00333,3125554.15835,"18:1n-7","Supelco and 2 FAME 30 microg per mL","S6 Supelco and 2 FAME","FAME 30 microg per mL         ","PUFA-KF_03.03.2020 09_30_2828","2020-03-03 09:30:28","2020-03-03"," 09:30:28","7d"
"03.03.2020 09_30_2828",10.305,10.22667,10.34167,981630.57047,"18:1n-7","Supelco and 2 FAME 30 microg per mL","S6 Supelco and 2 FAME","FAME 30 microg per mL         ","PUFA-KF_03.03.2020 09_30_2828","2020-03-03 09:30:28","2020-03-03"," 09:30:28","7d"
"03.03.2020 09_30_2828",10.39,10.34,10.435,1023957.97686,"18:2n-6c","Supelco and 2 FAME 30 microg per mL","S6 Supelco and 2 FAME","FAME 30 microg per mL         ","PUFA-KF_03.03.2020 09_30_2828","2020-03-03 09:30:28","2020-03-03"," 09:30:28","7d"
"03.03.2020 09_30_2828",10.608,10.54167,10.65333,950636.43561,"18:3n-6","Supelco and 2 FAME 30 microg per mL","S6 Supelco and 2 FAME","FAME 30 microg per mL         ","PUFA-KF_03.03.2020 09_30_2828","2020-03-03 09:30:28","2020-03-03"," 09:30:28","7d"
"03.03.2020 09_30_2828",11.037,10.94167,11.08333,1935844.46974,"18:3n-3","Supelco and 2 FAME 30 microg per mL","S6 Supelco and 2 FAME","FAME 30 microg per mL         ","PUFA-KF_03.03.2020 09_30_2828","2020-03-03 09:30:28","2020-03-03"," 09:30:28","7d"
"03.03.2020 09_30_2828",12.802,12.64333,12.855,2116287.85086,"20:0","Supelco and 2 FAME 30 microg per mL","S6 Supelco and 2 FAME","FAME 30 microg per mL         ","PUFA-KF_03.03.2020 09_30_2828","2020-03-03 09:30:28","2020-03-03"," 09:30:28","7d"
"03.03.2020 09_30_2828",12.987,12.88,13.04667,992947.18411,"20:1n-9","Supelco and 2 FAME 30 microg per mL","S6 Supelco and 2 FAME","FAME 30 microg per mL         ","PUFA-KF_03.03.2020 09_30_2828","2020-03-03 09:30:28","2020-03-03"," 09:30:28","7d"
"03.03.2020 09_30_2828",13.638,13.53333,13.70667,990612.80222,"20:2n-6","Supelco and 2 FAME 30 microg per mL","S6 Supelco and 2 FAME","FAME 30 microg per mL         ","PUFA-KF_03.03.2020 09_30_2828","2020-03-03 09:30:28","2020-03-03"," 09:30:28","7d"
"03.03.2020 09_30_2828",13.94,13.83333,13.99333,1024111.20105,"20:3n-6","Supelco and 2 FAME 30 microg per mL","S6 Supelco and 2 FAME","FAME 30 microg per mL         ","PUFA-KF_03.03.2020 09_30_2828","2020-03-03 09:30:28","2020-03-03"," 09:30:28","7d"
"03.03.2020 09_30_2828",14.062,13.995,14.12167,960924.7758,"20:4n-6","Supelco and 2 FAME 30 microg per mL","S6 Supelco and 2 FAME","FAME 30 microg per mL         ","PUFA-KF_03.03.2020 09_30_2828","2020-03-03 09:30:28","2020-03-03"," 09:30:28","7d"
"03.03.2020 09_30_2828",14.532,14.41833,14.58,1267237.06819,"20:3n-6","Supelco and 2 FAME 30 microg per mL","S6 Supelco and 2 FAME","FAME 30 microg per mL         ","PUFA-KF_03.03.2020 09_30_2828","2020-03-03 09:30:28","2020-03-03"," 09:30:28","7d"
"03.03.2020 09_30_2828",14.617,14.58,14.675,734254.31181,"20:3n-3","Supelco and 2 FAME 30 microg per mL","S6 Supelco and 2 FAME","FAME 30 microg per mL         ","PUFA-KF_03.03.2020 09_30_2828","2020-03-03 09:30:28","2020-03-03"," 09:30:28","7d"
"03.03.2020 09_30_2828",14.967,14.86833,15.03667,986593.88301,"20:5n-3","Supelco and 2 FAME 30 microg per mL","S6 Supelco and 2 FAME","FAME 30 microg per mL         ","PUFA-KF_03.03.2020 09_30_2828","2020-03-03 09:30:28","2020-03-03"," 09:30:28","7d"
"03.03.2020 09_30_2828",16.775,16.58,16.84667,1874681.96675,"22:0","Supelco and 2 FAME 30 microg per mL","S6 Supelco and 2 FAME","FAME 30 microg per mL         ","PUFA-KF_03.03.2020 09_30_2828","2020-03-03 09:30:28","2020-03-03"," 09:30:28","7d"
"03.03.2020 09_30_2828",17.028,16.9,17.10833,925995.84518,"22:1n-9","Supelco and 2 FAME 30 microg per mL","S6 Supelco and 2 FAME","FAME 30 microg per mL         ","PUFA-KF_03.03.2020 09_30_2828","2020-03-03 09:30:28","2020-03-03"," 09:30:28","7d"
"03.03.2020 09_30_2828",17.855,17.72333,17.935,910495.53217,"22:2n-6","Supelco and 2 FAME 30 microg per mL","S6 Supelco and 2 FAME","FAME 30 microg per mL         ","PUFA-KF_03.03.2020 09_30_2828","2020-03-03 09:30:28","2020-03-03"," 09:30:28","7d"
"03.03.2020 09_30_2828",18.997,18.855,19.08833,782512.72245,"23:0","Supelco and 2 FAME 30 microg per mL","S6 Supelco and 2 FAME","FAME 30 microg per mL         ","PUFA-KF_03.03.2020 09_30_2828","2020-03-03 09:30:28","2020-03-03"," 09:30:28","7d"
"03.03.2020 09_30_2828",19.783,19.64167,19.88,920264.92689,"23:0","Supelco and 2 FAME 30 microg per mL","S6 Supelco and 2 FAME","FAME 30 microg per mL         ","PUFA-KF_03.03.2020 09_30_2828","2020-03-03 09:30:28","2020-03-03"," 09:30:28","7d"
"03.03.2020 09_30_2828",21.618,21.39167,21.75667,1198564.66504,"24:0","Supelco and 2 FAME 30 microg per mL","S6 Supelco and 2 FAME","FAME 30 microg per mL         ","PUFA-KF_03.03.2020 09_30_2828","2020-03-03 09:30:28","2020-03-03"," 09:30:28","7d"
"03.03.2020 09_30_2828",22.035,21.84667,22.16167,711336.30761,"24:1n-9","Supelco and 2 FAME 30 microg per mL","S6 Supelco and 2 FAME","FAME 30 microg per mL         ","PUFA-KF_03.03.2020 09_30_2828","2020-03-03 09:30:28","2020-03-03"," 09:30:28","7d"
"04.02.2020 11_22_591",3.885,3.85167,3.915,1220.83834,"12:0","S1 5 microL Supelco and 2 FAME","S1 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 11_22_591","2020-02-04 11:22:59","2020-02-04"," 11:22:59","5"
"04.02.2020 11_22_591",4.807,4.77,4.865,9132.60475,"13:0","S1 5 microL Supelco and 2 FAME","S1 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 11_22_591","2020-02-04 11:22:59","2020-02-04"," 11:22:59","5"
"04.02.2020 11_22_591",5.335,5.30333,5.39833,7613.55655,"14:0","S1 5 microL Supelco and 2 FAME","S1 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 11_22_591","2020-02-04 11:22:59","2020-02-04"," 11:22:59","5"
"04.02.2020 11_22_591",5.92,5.87,6,31863.53324,"14:1n-5","S1 5 microL Supelco and 2 FAME","S1 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 11_22_591","2020-02-04 11:22:59","2020-02-04"," 11:22:59","5"
"04.02.2020 11_22_591",6.573,6.52333,6.60667,10902.32563,"15:0","S1 5 microL Supelco and 2 FAME","S1 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 11_22_591","2020-02-04 11:22:59","2020-02-04"," 11:22:59","5"
"04.02.2020 11_22_591",7.3,7.23167,7.43,37478.4095,"15:1n-5","S1 5 microL Supelco and 2 FAME","S1 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 11_22_591","2020-02-04 11:22:59","2020-02-04"," 11:22:59","5"
"04.02.2020 11_22_591",7.547,7.50833,7.64333,9158.27646,"16:0","S1 5 microL Supelco and 2 FAME","S1 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 11_22_591","2020-02-04 11:22:59","2020-02-04"," 11:22:59","5"
"04.02.2020 11_22_591",8.18,8.115,8.25167,8865.55767,"16:1n-7","S1 5 microL Supelco and 2 FAME","S1 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 11_22_591","2020-02-04 11:22:59","2020-02-04"," 11:22:59","5"
"04.02.2020 11_22_591",8.488,8.42667,8.535,7849.13809,"17:0","S1 5 microL Supelco and 2 FAME","S1 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 11_22_591","2020-02-04 11:22:59","2020-02-04"," 11:22:59","5"
"04.02.2020 11_22_591",9.257,9.16667,9.37667,33855.73105,"17:1n-7","S1 5 microL Supelco and 2 FAME","S1 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 11_22_591","2020-02-04 11:22:59","2020-02-04"," 11:22:59","5"
"04.02.2020 11_22_591",9.517,9.45,9.64167,16256.50386,"18:0","S1 5 microL Supelco and 2 FAME","S1 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 11_22_591","2020-02-04 11:22:59","2020-02-04"," 11:22:59","5"
"04.02.2020 11_22_591",10.578,10.48833,10.66833,13342.81633,"18:1n-9t","S1 5 microL Supelco and 2 FAME","S1 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 11_22_591","2020-02-04 11:22:59","2020-02-04"," 11:22:59","5"
"04.02.2020 11_22_591",10.897,10.815,11.01667,9048.89101,"18:1n-9c","S1 5 microL Supelco and 2 FAME","S1 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 11_22_591","2020-02-04 11:22:59","2020-02-04"," 11:22:59","5"
"04.02.2020 11_22_591",12.182,12.09,12.3,21783.04278,"18:1n-7","S1 5 microL Supelco and 2 FAME","S1 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 11_22_591","2020-02-04 11:22:59","2020-02-04"," 11:22:59","5"
"04.02.2020 11_22_591",12.435,12.30167,12.52,32737.33088,"18:2n-6t","S1 5 microL Supelco and 2 FAME","S1 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 11_22_591","2020-02-04 11:22:59","2020-02-04"," 11:22:59","5"
"04.02.2020 11_22_591",12.965,12.86667,13.015,8113.00557,"18:2n-6c","S1 5 microL Supelco and 2 FAME","S1 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 11_22_591","2020-02-04 11:22:59","2020-02-04"," 11:22:59","5"
"04.02.2020 11_22_591",13.09,13.01667,13.22833,18473.90512,"18:3n-6","S1 5 microL Supelco and 2 FAME","S1 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 11_22_591","2020-02-04 11:22:59","2020-02-04"," 11:22:59","5"
"04.02.2020 11_22_591",13.412,13.33833,13.51667,7253.68327,"18:3n-3","S1 5 microL Supelco and 2 FAME","S1 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 11_22_591","2020-02-04 11:22:59","2020-02-04"," 11:22:59","5"
"04.02.2020 11_22_591",13.993,13.875,14.17833,122896.59779,"20:0","S1 5 microL Supelco and 2 FAME","S1 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 11_22_591","2020-02-04 11:22:59","2020-02-04"," 11:22:59","5"
"04.02.2020 11_22_591",16.212,16.10833,16.325,16637.40694,"20:1n-9","S1 5 microL Supelco and 2 FAME","S1 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 11_22_591","2020-02-04 11:22:59","2020-02-04"," 11:22:59","5"
"04.02.2020 11_22_591",16.555,16.44833,16.63333,7823.21607,"20:2n-6","S1 5 microL Supelco and 2 FAME","S1 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 11_22_591","2020-02-04 11:22:59","2020-02-04"," 11:22:59","5"
"04.02.2020 11_22_591",17.418,17.28333,17.51167,9423.61783,"20:3n-6","S1 5 microL Supelco and 2 FAME","S1 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 11_22_591","2020-02-04 11:22:59","2020-02-04"," 11:22:59","5"
"04.02.2020 11_22_591",17.81,17.71833,17.86833,7101.64563,"20:4n-6","S1 5 microL Supelco and 2 FAME","S1 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 11_22_591","2020-02-04 11:22:59","2020-02-04"," 11:22:59","5"
"04.02.2020 11_22_591",17.985,17.895,18.09,8697.87677,"21:0","S1 5 microL Supelco and 2 FAME","S1 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 11_22_591","2020-02-04 11:22:59","2020-02-04"," 11:22:59","5"
"04.02.2020 11_22_591",18.577,18.425,18.69167,18886.1724,"20:3n-3","S1 5 microL Supelco and 2 FAME","S1 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 11_22_591","2020-02-04 11:22:59","2020-02-04"," 11:22:59","5"
"04.02.2020 11_22_591",19.147,19.04833,19.265,16994.26654,"20:5n-3","S1 5 microL Supelco and 2 FAME","S1 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 11_22_591","2020-02-04 11:22:59","2020-02-04"," 11:22:59","5"
"04.02.2020 11_22_591",21.258,21,21.47667,21486.3862,"22:0","S1 5 microL Supelco and 2 FAME","S1 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 11_22_591","2020-02-04 11:22:59","2020-02-04"," 11:22:59","5"
"04.02.2020 11_22_591",21.723,21.51833,21.885,16040.16979,"22:1n-9","S1 5 microL Supelco and 2 FAME","S1 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 11_22_591","2020-02-04 11:22:59","2020-02-04"," 11:22:59","5"
"04.02.2020 11_22_591",22.943,22.71833,23.30333,16435.53844,"22:2n-6","S1 5 microL Supelco and 2 FAME","S1 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 11_22_591","2020-02-04 11:22:59","2020-02-04"," 11:22:59","5"
"04.02.2020 11_22_591",24.645,24.41833,24.92833,14876.90264,"23:0","S1 5 microL Supelco and 2 FAME","S1 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 11_22_591","2020-02-04 11:22:59","2020-02-04"," 11:22:59","5"
"04.02.2020 11_22_591",26.188,25.98833,26.41,12973.38825,"22:6n-3","S1 5 microL Supelco and 2 FAME","S1 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 11_22_591","2020-02-04 11:22:59","2020-02-04"," 11:22:59","5"
"04.02.2020 11_22_591",29.073,28.905,29.455,13206.72209,"24:0","S1 5 microL Supelco and 2 FAME","S1 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 11_22_591","2020-02-04 11:22:59","2020-02-04"," 11:22:59","5"
"04.02.2020 11_22_591",29.98,29.74,30.32333,13881.03805,"24:1n-9","S1 5 microL Supelco and 2 FAME","S1 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 11_22_591","2020-02-04 11:22:59","2020-02-04"," 11:22:59","5"
"04.02.2020 12_18_262",3.88,3.855,3.93167,119709.07395,"12:0","S2 10 microL Supelco and 2 FAME","S2 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 12_18_262","2020-02-04 12:18:26","2020-02-04"," 12:18:26","5"
"04.02.2020 12_18_262",4.797,4.78,4.82,150049.33041,"13:0","S2 10 microL Supelco and 2 FAME","S2 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 12_18_262","2020-02-04 12:18:26","2020-02-04"," 12:18:26","5"
"04.02.2020 12_18_262",5.323,5.30833,5.34,72036.85929,"14:0","S2 10 microL Supelco and 2 FAME","S2 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 12_18_262","2020-02-04 12:18:26","2020-02-04"," 12:18:26","5"
"04.02.2020 12_18_262",5.91,5.88833,5.93167,202498.84415,"14:1n-5","S2 10 microL Supelco and 2 FAME","S2 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 12_18_262","2020-02-04 12:18:26","2020-02-04"," 12:18:26","5"
"04.02.2020 12_18_262",6.557,6.53833,6.57833,88418.80979,"15:0","S2 10 microL Supelco and 2 FAME","S2 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 12_18_262","2020-02-04 12:18:26","2020-02-04"," 12:18:26","5"
"04.02.2020 12_18_262",7.275,7.24667,7.305,208218.69612,"15:1n-5","S2 10 microL Supelco and 2 FAME","S2 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 12_18_262","2020-02-04 12:18:26","2020-02-04"," 12:18:26","5"
"04.02.2020 12_18_262",7.518,7.49167,7.545,94723.10253,"16:0","S2 10 microL Supelco and 2 FAME","S2 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 12_18_262","2020-02-04 12:18:26","2020-02-04"," 12:18:26","5"
"04.02.2020 12_18_262",8.147,8.11667,8.175,88263.50747,"16:1n-7","S2 10 microL Supelco and 2 FAME","S2 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 12_18_262","2020-02-04 12:18:26","2020-02-04"," 12:18:26","5"
"04.02.2020 12_18_262",8.453,8.42167,8.485,90522.89772,"17:0","S2 10 microL Supelco and 2 FAME","S2 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 12_18_262","2020-02-04 12:18:26","2020-02-04"," 12:18:26","5"
"04.02.2020 12_18_262",9.223,9.175,9.26667,324966.52278,"17:1n-7","S2 10 microL Supelco and 2 FAME","S2 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 12_18_262","2020-02-04 12:18:26","2020-02-04"," 12:18:26","5"
"04.02.2020 12_18_262",9.475,9.43833,9.515,94625.64669,"18:0","S2 10 microL Supelco and 2 FAME","S2 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 12_18_262","2020-02-04 12:18:26","2020-02-04"," 12:18:26","5"
"04.02.2020 12_18_262",10.537,10.49167,10.58333,94681.28753,"18:1n-9t","S2 10 microL Supelco and 2 FAME","S2 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 12_18_262","2020-02-04 12:18:26","2020-02-04"," 12:18:26","5"
"04.02.2020 12_18_262",10.853,10.805,10.9,87563.62887,"18:1n-9c","S2 10 microL Supelco and 2 FAME","S2 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 12_18_262","2020-02-04 12:18:26","2020-02-04"," 12:18:26","5"
"04.02.2020 12_18_262",12.135,12.07,12.20167,209986.79927,"18:1n-7","S2 10 microL Supelco and 2 FAME","S2 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 12_18_262","2020-02-04 12:18:26","2020-02-04"," 12:18:26","5"
"04.02.2020 12_18_262",12.392,12.29,12.51833,332579.99151,"18:2n-6t","S2 10 microL Supelco and 2 FAME","S2 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 12_18_262","2020-02-04 12:18:26","2020-02-04"," 12:18:26","5"
"04.02.2020 12_18_262",12.915,12.52,12.975,92522.81295,"18:2n-6c","S2 10 microL Supelco and 2 FAME","S2 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 12_18_262","2020-02-04 12:18:26","2020-02-04"," 12:18:26","5"
"04.02.2020 12_18_262",13.042,12.97667,13.105,113718.75654,"18:3n-6","S2 10 microL Supelco and 2 FAME","S2 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 12_18_262","2020-02-04 12:18:26","2020-02-04"," 12:18:26","5"
"04.02.2020 12_18_262",13.363,13.29833,13.43,93209.32874,"18:3n-3","S2 10 microL Supelco and 2 FAME","S2 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 12_18_262","2020-02-04 12:18:26","2020-02-04"," 12:18:26","5"
"04.02.2020 12_18_262",13.937,13.85167,14.02667,262492.11561,"20:0","S2 10 microL Supelco and 2 FAME","S2 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 12_18_262","2020-02-04 12:18:26","2020-02-04"," 12:18:26","5"
"04.02.2020 12_18_262",16.172,16.02167,16.32167,251797.33912,"20:1n-9","S2 10 microL Supelco and 2 FAME","S2 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 12_18_262","2020-02-04 12:18:26","2020-02-04"," 12:18:26","5"
"04.02.2020 12_18_262",16.503,16.36833,16.64667,128110.34292,"20:2n-6","S2 10 microL Supelco and 2 FAME","S2 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 12_18_262","2020-02-04 12:18:26","2020-02-04"," 12:18:26","5"
"04.02.2020 12_18_262",17.357,17.205,17.49833,130901.37242,"20:3n-6","S2 10 microL Supelco and 2 FAME","S2 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 12_18_262","2020-02-04 12:18:26","2020-02-04"," 12:18:26","5"
"04.02.2020 12_18_262",17.755,17.61333,17.83833,127418.73569,"20:4n-6","S2 10 microL Supelco and 2 FAME","S2 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 12_18_262","2020-02-04 12:18:26","2020-02-04"," 12:18:26","5"
"04.02.2020 12_18_262",17.935,17.84,18.07667,125556.53317,"21:0","S2 10 microL Supelco and 2 FAME","S2 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 12_18_262","2020-02-04 12:18:26","2020-02-04"," 12:18:26","5"
"04.02.2020 12_18_262",18.518,18.36667,18.67833,251592.95863,"20:3n-3","S2 10 microL Supelco and 2 FAME","S2 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 12_18_262","2020-02-04 12:18:26","2020-02-04"," 12:18:26","5"
"04.02.2020 12_18_262",19.095,18.95667,19.22667,141220.3203,"20:5n-3","S2 10 microL Supelco and 2 FAME","S2 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 12_18_262","2020-02-04 12:18:26","2020-02-04"," 12:18:26","5"
"04.02.2020 12_18_262",21.2,21.01833,21.415,239885.70878,"22:0","S2 10 microL Supelco and 2 FAME","S2 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 12_18_262","2020-02-04 12:18:26","2020-02-04"," 12:18:26","5"
"04.02.2020 12_18_262",21.66,21.46667,21.825,132517.05773,"22:1n-9","S2 10 microL Supelco and 2 FAME","S2 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 12_18_262","2020-02-04 12:18:26","2020-02-04"," 12:18:26","5"
"04.02.2020 12_18_262",22.88,22.68833,23.11,130694.94968,"22:2n-6","S2 10 microL Supelco and 2 FAME","S2 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 12_18_262","2020-02-04 12:18:26","2020-02-04"," 12:18:26","5"
"04.02.2020 12_18_262",24.588,24.37667,24.83,114935.41446,"23:0","S2 10 microL Supelco and 2 FAME","S2 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 12_18_262","2020-02-04 12:18:26","2020-02-04"," 12:18:26","5"
"04.02.2020 12_18_262",26.1,25.885,26.32,115181.21592,"22:6n-3","S2 10 microL Supelco and 2 FAME","S2 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 12_18_262","2020-02-04 12:18:26","2020-02-04"," 12:18:26","5"
"04.02.2020 12_18_262",29.078,28.8,29.37167,184181.58154,"24:0","S2 10 microL Supelco and 2 FAME","S2 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_04.02.2020 12_18_262","2020-02-04 12:18:26","2020-02-04"," 12:18:26","5"
