"Time","RT","start_RT","stop_RT","area","name_pufa","runinfo_original","runinfo","comment","runname","Timestamp","Date","Time_of_day","standard_batch"
"21.01.2020 19_14_399",10.555,10.45,10.64,2073917.18334,"18:0","S9 45 microL Supelco and 2 FAME","S9 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 19_14_399","2020-01-21 19:14:39","2020-01-21"," 19:14:39","3"
"21.01.2020 19_14_399",11.792,11.655,11.9,2101868.09901,"18:1n-9t","S9 45 microL Supelco and 2 FAME","S9 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 19_14_399","2020-01-21 19:14:39","2020-01-21"," 19:14:39","3"
"21.01.2020 19_14_399",12.178,12.04333,12.27333,2127794.99589,"18:1n-9c","S9 45 microL Supelco and 2 FAME","S9 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 19_14_399","2020-01-21 19:14:39","2020-01-21"," 19:14:39","3"
"21.01.2020 19_14_399",13.735,13.50167,13.81667,4295903.99132,"18:1n-7","S9 45 microL Supelco and 2 FAME","S9 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 19_14_399","2020-01-21 19:14:39","2020-01-21"," 19:14:39","3"
"21.01.2020 19_14_399",14.038,13.81833,14.235,6566185.37155,"18:2n-6t","S9 45 microL Supelco and 2 FAME","S9 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 19_14_399","2020-01-21 19:14:39","2020-01-21"," 19:14:39","3"
"21.01.2020 19_14_399",14.6,14.435,14.66833,2088309.74979,"18:2n-6c","S9 45 microL Supelco and 2 FAME","S9 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 19_14_399","2020-01-21 19:14:39","2020-01-21"," 19:14:39","3"
"21.01.2020 19_14_399",14.762,14.67,14.92833,2167168.06287,"18:3n-6","S9 45 microL Supelco and 2 FAME","S9 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 19_14_399","2020-01-21 19:14:39","2020-01-21"," 19:14:39","3"
"21.01.2020 19_14_399",15.12,14.97,15.28,2115640.1804,"18:3n-3","S9 45 microL Supelco and 2 FAME","S9 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 19_14_399","2020-01-21 19:14:39","2020-01-21"," 19:14:39","3"
"21.01.2020 19_14_399",15.792,15.59333,15.92,3649906.31938,"20:0","S9 45 microL Supelco and 2 FAME","S9 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 19_14_399","2020-01-21 19:14:39","2020-01-21"," 19:14:39","3"
"21.01.2020 19_14_399",18.273,18.00667,18.405,3995008.55759,"20:1n-9","S9 45 microL Supelco and 2 FAME","S9 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 19_14_399","2020-01-21 19:14:39","2020-01-21"," 19:14:39","3"
"21.01.2020 19_14_399",18.628,18.435,18.77833,2002223.58835,"20:2n-6","S9 45 microL Supelco and 2 FAME","S9 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 19_14_399","2020-01-21 19:14:39","2020-01-21"," 19:14:39","3"
"21.01.2020 19_14_399",19.58,19.365,19.75833,2016563.61858,"20:3n-6","S9 45 microL Supelco and 2 FAME","S9 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 19_14_399","2020-01-21 19:14:39","2020-01-21"," 19:14:39","3"
"21.01.2020 19_14_399",20.018,19.82333,20.12,2015029.12684,"20:4n-6","S9 45 microL Supelco and 2 FAME","S9 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 19_14_399","2020-01-21 19:14:39","2020-01-21"," 19:14:39","3"
"21.01.2020 19_14_399",20.237,20.12167,20.38667,1944936.04805,"21:0","S9 45 microL Supelco and 2 FAME","S9 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 19_14_399","2020-01-21 19:14:39","2020-01-21"," 19:14:39","3"
"21.01.2020 19_14_399",20.897,20.65167,21.085,3770519.53275,"20:3n-3","S9 45 microL Supelco and 2 FAME","S9 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 19_14_399","2020-01-21 19:14:39","2020-01-21"," 19:14:39","3"
"21.01.2020 19_14_399",21.618,21.405,21.77333,1962939.44106,"20:5n-3","S9 45 microL Supelco and 2 FAME","S9 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 19_14_399","2020-01-21 19:14:39","2020-01-21"," 19:14:39","3"
"21.01.2020 19_14_399",24.292,23.9,24.495,3151626.40741,"22:0","S9 45 microL Supelco and 2 FAME","S9 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 19_14_399","2020-01-21 19:14:39","2020-01-21"," 19:14:39","3"
"21.01.2020 19_14_399",24.865,24.59333,25.06333,1605305.63472,"22:1n-9","S9 45 microL Supelco and 2 FAME","S9 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 19_14_399","2020-01-21 19:14:39","2020-01-21"," 19:14:39","3"
"21.01.2020 19_14_399",26.43,26.14833,26.68,1561837.3337,"22:2n-6","S9 45 microL Supelco and 2 FAME","S9 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 19_14_399","2020-01-21 19:14:39","2020-01-21"," 19:14:39","3"
"21.01.2020 19_14_399",28.58,28.25,28.84167,1344846.54213,"23:0","S9 45 microL Supelco and 2 FAME","S9 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 19_14_399","2020-01-21 19:14:39","2020-01-21"," 19:14:39","3"
"21.01.2020 19_14_399",30.67,30.365,30.99833,1521151.69192,"22:6n-3","S9 45 microL Supelco and 2 FAME","S9 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 19_14_399","2020-01-21 19:14:39","2020-01-21"," 19:14:39","3"
"21.01.2020 19_14_399",34.483,34.005,34.845,2249061.84541,"24:0","S9 45 microL Supelco and 2 FAME","S9 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 19_14_399","2020-01-21 19:14:39","2020-01-21"," 19:14:39","3"
"21.01.2020 19_14_399",35.592,35.23833,35.94833,1141170.03939,"24:1n-9","S9 45 microL Supelco and 2 FAME","S9 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 19_14_399","2020-01-21 19:14:39","2020-01-21"," 19:14:39","3"
"21.01.2020 20_10_2410",4.128,3.545,4.22,3184781.14171,"12:0","S10 50 microL Supelco and 2 FAME","S10 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 20_10_2410","2020-01-21 20:10:24","2020-01-21"," 20:10:24","3"
"21.01.2020 20_10_2410",5.128,5.09333,5.15167,3817292.87061,"13:0","S10 50 microL Supelco and 2 FAME","S10 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 20_10_2410","2020-01-21 20:10:24","2020-01-21"," 20:10:24","3"
"21.01.2020 20_10_2410",5.7,5.67167,5.72333,1936236.99852,"14:0","S10 50 microL Supelco and 2 FAME","S10 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 20_10_2410","2020-01-21 20:10:24","2020-01-21"," 20:10:24","3"
"21.01.2020 20_10_2410",6.355,6.30667,6.375,3996047.80591,"14:1n-5","S10 50 microL Supelco and 2 FAME","S10 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 20_10_2410","2020-01-21 20:10:24","2020-01-21"," 20:10:24","3"
"21.01.2020 20_10_2410",7.048,7.005,7.07667,1969237.57111,"15:0","S10 50 microL Supelco and 2 FAME","S10 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 20_10_2410","2020-01-21 20:10:24","2020-01-21"," 20:10:24","3"
"21.01.2020 20_10_2410",7.908,7.83333,7.93833,4039724.28839,"15:1n-5","S10 50 microL Supelco and 2 FAME","S10 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 20_10_2410","2020-01-21 20:10:24","2020-01-21"," 20:10:24","3"
"21.01.2020 20_10_2410",8.193,8.14,8.29833,1995588.69556,"16:0","S10 50 microL Supelco and 2 FAME","S10 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 20_10_2410","2020-01-21 20:10:24","2020-01-21"," 20:10:24","3"
"21.01.2020 20_10_2410",8.93,8.855,8.975,2052988.2248,"16:1n-7","S10 50 microL Supelco and 2 FAME","S10 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 20_10_2410","2020-01-21 20:10:24","2020-01-21"," 20:10:24","3"
"21.01.2020 20_10_2410",9.308,9.22833,9.35667,2075884.23169,"17:0","S10 50 microL Supelco and 2 FAME","S10 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 20_10_2410","2020-01-21 20:10:24","2020-01-21"," 20:10:24","3"
"21.01.2020 20_10_2410",10.263,10.10833,10.30833,6547407.75488,"17:1n-7","S10 50 microL Supelco and 2 FAME","S10 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 20_10_2410","2020-01-21 20:10:24","2020-01-21"," 20:10:24","3"
"21.01.2020 20_10_2410",10.538,10.43667,10.60833,2139404.38646,"18:0","S10 50 microL Supelco and 2 FAME","S10 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 20_10_2410","2020-01-21 20:10:24","2020-01-21"," 20:10:24","3"
"21.01.2020 20_10_2410",11.773,11.63833,11.89167,2179452.87424,"18:1n-9t","S10 50 microL Supelco and 2 FAME","S10 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 20_10_2410","2020-01-21 20:10:24","2020-01-21"," 20:10:24","3"
"21.01.2020 20_10_2410",12.16,12.025,12.25667,2208338.46633,"18:1n-9c","S10 50 microL Supelco and 2 FAME","S10 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 20_10_2410","2020-01-21 20:10:24","2020-01-21"," 20:10:24","3"
"21.01.2020 20_10_2410",13.722,13.48,13.79667,4462239.97173,"18:1n-7","S10 50 microL Supelco and 2 FAME","S10 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 20_10_2410","2020-01-21 20:10:24","2020-01-21"," 20:10:24","3"
"21.01.2020 20_10_2410",14.018,13.79833,14.225,6823615.94232,"18:2n-6t","S10 50 microL Supelco and 2 FAME","S10 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 20_10_2410","2020-01-21 20:10:24","2020-01-21"," 20:10:24","3"
"21.01.2020 20_10_2410",14.585,14.41333,14.65,2194951.41284,"18:2n-6c","S10 50 microL Supelco and 2 FAME","S10 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 20_10_2410","2020-01-21 20:10:24","2020-01-21"," 20:10:24","3"
"21.01.2020 20_10_2410",14.737,14.65167,14.90333,2224288.2832,"18:3n-6","S10 50 microL Supelco and 2 FAME","S10 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 20_10_2410","2020-01-21 20:10:24","2020-01-21"," 20:10:24","3"
"21.01.2020 20_10_2410",15.097,14.94833,15.245,2196762.50967,"18:3n-3","S10 50 microL Supelco and 2 FAME","S10 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 20_10_2410","2020-01-21 20:10:24","2020-01-21"," 20:10:24","3"
"21.01.2020 20_10_2410",15.763,15.57167,15.90167,3670457.25121,"20:0","S10 50 microL Supelco and 2 FAME","S10 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 20_10_2410","2020-01-21 20:10:24","2020-01-21"," 20:10:24","3"
"21.01.2020 20_10_2410",18.258,17.97833,18.37167,4174483.54484,"20:1n-9","S10 50 microL Supelco and 2 FAME","S10 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 20_10_2410","2020-01-21 20:10:24","2020-01-21"," 20:10:24","3"
"21.01.2020 20_10_2410",18.602,18.4,18.74,2087764.7214,"20:2n-6","S10 50 microL Supelco and 2 FAME","S10 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 20_10_2410","2020-01-21 20:10:24","2020-01-21"," 20:10:24","3"
"21.01.2020 20_10_2410",19.55,19.34333,19.72,2090190.68519,"20:3n-6","S10 50 microL Supelco and 2 FAME","S10 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 20_10_2410","2020-01-21 20:10:24","2020-01-21"," 20:10:24","3"
"21.01.2020 20_10_2410",20.002,19.79667,20.09,2097581.4062,"20:4n-6","S10 50 microL Supelco and 2 FAME","S10 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 20_10_2410","2020-01-21 20:10:24","2020-01-21"," 20:10:24","3"
"21.01.2020 20_10_2410",20.205,20.09167,20.37,2035464.47588,"21:0","S10 50 microL Supelco and 2 FAME","S10 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 20_10_2410","2020-01-21 20:10:24","2020-01-21"," 20:10:24","3"
"21.01.2020 20_10_2410",20.868,20.62,21.03833,3950292.33034,"20:3n-3","S10 50 microL Supelco and 2 FAME","S10 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 20_10_2410","2020-01-21 20:10:24","2020-01-21"," 20:10:24","3"
"21.01.2020 20_10_2410",21.577,21.37833,21.75167,2052204.41439,"20:5n-3","S10 50 microL Supelco and 2 FAME","S10 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 20_10_2410","2020-01-21 20:10:24","2020-01-21"," 20:10:24","3"
"21.01.2020 20_10_2410",24.243,23.88,24.46167,3325319.36358,"22:0","S10 50 microL Supelco and 2 FAME","S10 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 20_10_2410","2020-01-21 20:10:24","2020-01-21"," 20:10:24","3"
"21.01.2020 20_10_2410",24.81,24.55667,25.03167,1691289.96282,"22:1n-9","S10 50 microL Supelco and 2 FAME","S10 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 20_10_2410","2020-01-21 20:10:24","2020-01-21"," 20:10:24","3"
"21.01.2020 20_10_2410",26.403,26.115,26.67167,1655372.53508,"22:2n-6","S10 50 microL Supelco and 2 FAME","S10 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 20_10_2410","2020-01-21 20:10:24","2020-01-21"," 20:10:24","3"
"21.01.2020 20_10_2410",28.535,28.21667,28.79667,1416560.07387,"23:0","S10 50 microL Supelco and 2 FAME","S10 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 20_10_2410","2020-01-21 20:10:24","2020-01-21"," 20:10:24","3"
"21.01.2020 20_10_2410",30.637,30.32667,30.95167,1596868.61581,"22:6n-3","S10 50 microL Supelco and 2 FAME","S10 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 20_10_2410","2020-01-21 20:10:24","2020-01-21"," 20:10:24","3"
"21.01.2020 20_10_2410",34.448,33.78833,34.835,2407556.81469,"24:0","S10 50 microL Supelco and 2 FAME","S10 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 20_10_2410","2020-01-21 20:10:24","2020-01-21"," 20:10:24","3"
"21.01.2020 20_10_2410",35.558,34.96167,35.945,1238532.06103,"24:1n-9","S10 50 microL Supelco and 2 FAME","S10 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 20_10_2410","2020-01-21 20:10:24","2020-01-21"," 20:10:24","3"
"21.01.2020 21_06_0311",4.128,4.085,4.23667,3791091.86103,"12:0","S11 55 microL Supelco and 2 FAME","S11 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 21_06_0311","2020-01-21 21:06:03","2020-01-21"," 21:06:03","3"
"21.01.2020 21_06_0311",5.128,5.09167,5.15333,4586227.7592,"13:0","S11 55 microL Supelco and 2 FAME","S11 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 21_06_0311","2020-01-21 21:06:03","2020-01-21"," 21:06:03","3"
"21.01.2020 21_06_0311",5.702,5.66833,5.72333,2348605.0194,"14:0","S11 55 microL Supelco and 2 FAME","S11 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 21_06_0311","2020-01-21 21:06:03","2020-01-21"," 21:06:03","3"
"21.01.2020 21_06_0311",6.357,6.30333,6.37667,4924223.28577,"14:1n-5","S11 55 microL Supelco and 2 FAME","S11 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 21_06_0311","2020-01-21 21:06:03","2020-01-21"," 21:06:03","3"
"21.01.2020 21_06_0311",7.05,6.99833,7.13167,2472201.70492,"15:0","S11 55 microL Supelco and 2 FAME","S11 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 21_06_0311","2020-01-21 21:06:03","2020-01-21"," 21:06:03","3"
"21.01.2020 21_06_0311",7.913,7.82667,7.94167,5085720.38116,"15:1n-5","S11 55 microL Supelco and 2 FAME","S11 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 21_06_0311","2020-01-21 21:06:03","2020-01-21"," 21:06:03","3"
"21.01.2020 21_06_0311",8.198,8.12,8.26833,2547947.53309,"16:0","S11 55 microL Supelco and 2 FAME","S11 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 21_06_0311","2020-01-21 21:06:03","2020-01-21"," 21:06:03","3"
"21.01.2020 21_06_0311",8.935,8.84167,9.01333,2616272.10291,"16:1n-7","S11 55 microL Supelco and 2 FAME","S11 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 21_06_0311","2020-01-21 21:06:03","2020-01-21"," 21:06:03","3"
"21.01.2020 21_06_0311",9.31,9.21333,9.43167,2639607.16445,"17:0","S11 55 microL Supelco and 2 FAME","S11 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 21_06_0311","2020-01-21 21:06:03","2020-01-21"," 21:06:03","3"
"21.01.2020 21_06_0311",10.275,10.09667,10.34,8258444.09905,"17:1n-7","S11 55 microL Supelco and 2 FAME","S11 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 21_06_0311","2020-01-21 21:06:03","2020-01-21"," 21:06:03","3"
"21.01.2020 21_06_0311",10.55,10.43667,10.625,2698651.95311,"18:0","S11 55 microL Supelco and 2 FAME","S11 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 21_06_0311","2020-01-21 21:06:03","2020-01-21"," 21:06:03","3"
"21.01.2020 21_06_0311",11.785,11.63833,11.90333,2733876.51451,"18:1n-9t","S11 55 microL Supelco and 2 FAME","S11 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 21_06_0311","2020-01-21 21:06:03","2020-01-21"," 21:06:03","3"
"21.01.2020 21_06_0311",12.167,12.025,12.265,2779776.72935,"18:1n-9c","S11 55 microL Supelco and 2 FAME","S11 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 21_06_0311","2020-01-21 21:06:03","2020-01-21"," 21:06:03","3"
"21.01.2020 21_06_0311",13.74,13.48,13.81833,5621064.91856,"18:1n-7","S11 55 microL Supelco and 2 FAME","S11 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 21_06_0311","2020-01-21 21:06:03","2020-01-21"," 21:06:03","3"
"21.01.2020 21_06_0311",14.038,13.82,14.23833,8570991.26429,"18:2n-6t","S11 55 microL Supelco and 2 FAME","S11 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 21_06_0311","2020-01-21 21:06:03","2020-01-21"," 21:06:03","3"
"21.01.2020 21_06_0311",14.602,14.41833,14.66333,2773957.26661,"18:2n-6c","S11 55 microL Supelco and 2 FAME","S11 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 21_06_0311","2020-01-21 21:06:03","2020-01-21"," 21:06:03","3"
"21.01.2020 21_06_0311",14.75,14.665,14.92333,2778137.24711,"18:3n-6","S11 55 microL Supelco and 2 FAME","S11 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 21_06_0311","2020-01-21 21:06:03","2020-01-21"," 21:06:03","3"
"21.01.2020 21_06_0311",15.113,14.95167,15.24,2760734.27847,"18:3n-3","S11 55 microL Supelco and 2 FAME","S11 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 21_06_0311","2020-01-21 21:06:03","2020-01-21"," 21:06:03","3"
"21.01.2020 21_06_0311",15.785,15.575,15.92833,4845204.37086,"20:0","S11 55 microL Supelco and 2 FAME","S11 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 21_06_0311","2020-01-21 21:06:03","2020-01-21"," 21:06:03","3"
"21.01.2020 21_06_0311",18.29,17.985,18.39833,5229083.44135,"20:1n-9","S11 55 microL Supelco and 2 FAME","S11 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 21_06_0311","2020-01-21 21:06:03","2020-01-21"," 21:06:03","3"
"21.01.2020 21_06_0311",18.618,18.415,18.75667,2622724.40169,"20:2n-6","S11 55 microL Supelco and 2 FAME","S11 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 21_06_0311","2020-01-21 21:06:03","2020-01-21"," 21:06:03","3"
"21.01.2020 21_06_0311",19.575,19.34667,19.755,2625753.47165,"20:3n-6","S11 55 microL Supelco and 2 FAME","S11 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 21_06_0311","2020-01-21 21:06:03","2020-01-21"," 21:06:03","3"
"21.01.2020 21_06_0311",20.018,19.8,20.10833,2664129.93374,"20:4n-6","S11 55 microL Supelco and 2 FAME","S11 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 21_06_0311","2020-01-21 21:06:03","2020-01-21"," 21:06:03","3"
"21.01.2020 21_06_0311",20.222,20.11,20.36667,2522464.27754,"21:0","S11 55 microL Supelco and 2 FAME","S11 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 21_06_0311","2020-01-21 21:06:03","2020-01-21"," 21:06:03","3"
"21.01.2020 21_06_0311",20.883,20.63,21.055,4963169.61777,"20:3n-3","S11 55 microL Supelco and 2 FAME","S11 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 21_06_0311","2020-01-21 21:06:03","2020-01-21"," 21:06:03","3"
"21.01.2020 21_06_0311",21.605,21.37833,21.75667,2563571.99307,"20:5n-3","S11 55 microL Supelco and 2 FAME","S11 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 21_06_0311","2020-01-21 21:06:03","2020-01-21"," 21:06:03","3"
"21.01.2020 21_06_0311",24.295,23.88,24.47667,4160759.65839,"22:0","S11 55 microL Supelco and 2 FAME","S11 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 21_06_0311","2020-01-21 21:06:03","2020-01-21"," 21:06:03","3"
"21.01.2020 21_06_0311",24.855,24.56333,25.075,2122590.04064,"22:1n-9","S11 55 microL Supelco and 2 FAME","S11 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 21_06_0311","2020-01-21 21:06:03","2020-01-21"," 21:06:03","3"
"21.01.2020 21_06_0311",26.425,26.12,26.665,2068405.9245,"22:2n-6","S11 55 microL Supelco and 2 FAME","S11 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 21_06_0311","2020-01-21 21:06:03","2020-01-21"," 21:06:03","3"
"21.01.2020 21_06_0311",28.565,28.23167,28.84167,1779957.07802,"23:0","S11 55 microL Supelco and 2 FAME","S11 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 21_06_0311","2020-01-21 21:06:03","2020-01-21"," 21:06:03","3"
"21.01.2020 21_06_0311",30.65,30.335,30.96833,1998509.55304,"22:6n-3","S11 55 microL Supelco and 2 FAME","S11 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 21_06_0311","2020-01-21 21:06:03","2020-01-21"," 21:06:03","3"
"21.01.2020 21_06_0311",34.513,33.97333,34.85,2983112.67178,"24:0","S11 55 microL Supelco and 2 FAME","S11 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 21_06_0311","2020-01-21 21:06:03","2020-01-21"," 21:06:03","3"
"21.01.2020 21_06_0311",35.57,34.98333,36.01167,1554649.32392,"24:1n-9","S11 55 microL Supelco and 2 FAME","S11 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 21_06_0311","2020-01-21 21:06:03","2020-01-21"," 21:06:03","3"
"21.01.2020 22_01_4812",4.132,4.09167,4.26667,5250282.37151,"12:0","S12 60 microL Supelco and 2 FAME","S12 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 22_01_4812","2020-01-21 22:01:48","2020-01-21"," 22:01:48","3"
"21.01.2020 22_01_4812",5.133,5.095,5.15333,6016834.65483,"13:0","S12 60 microL Supelco and 2 FAME","S12 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 22_01_4812","2020-01-21 22:01:48","2020-01-21"," 22:01:48","3"
"21.01.2020 22_01_4812",5.707,5.67,5.72833,2987493.32332,"14:0","S12 60 microL Supelco and 2 FAME","S12 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 22_01_4812","2020-01-21 22:01:48","2020-01-21"," 22:01:48","3"
"21.01.2020 22_01_4812",6.363,6.305,6.38333,6103450.36316,"14:1n-5","S12 60 microL Supelco and 2 FAME","S12 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 22_01_4812","2020-01-21 22:01:48","2020-01-21"," 22:01:48","3"
"21.01.2020 22_01_4812",7.058,6.99667,7.11667,3036604.44086,"15:0","S12 60 microL Supelco and 2 FAME","S12 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 22_01_4812","2020-01-21 22:01:48","2020-01-21"," 22:01:48","3"
"21.01.2020 22_01_4812",7.925,7.825,8.02,6227392.50987,"15:1n-5","S12 60 microL Supelco and 2 FAME","S12 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 22_01_4812","2020-01-21 22:01:48","2020-01-21"," 22:01:48","3"
"21.01.2020 22_01_4812",8.208,8.12333,8.285,3116032.01935,"16:0","S12 60 microL Supelco and 2 FAME","S12 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 22_01_4812","2020-01-21 22:01:48","2020-01-21"," 22:01:48","3"
"21.01.2020 22_01_4812",8.947,8.84833,9.02,3196147.74099,"16:1n-7","S12 60 microL Supelco and 2 FAME","S12 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_21.01.2020 22_01_4812","2020-01-21 22:01:48","2020-01-21"," 22:01:48","3"
