Anz.,Datum Zeit,Temp
1,07.08.19 11:18:55 AM,25.513
2,07.08.19 11:18:58 AM,
3,07.08.19 11:33:55 AM,25.708
4,07.08.19 11:48:55 AM,25.708
5,07.08.19 12:03:55 PM,25.708
6,07.08.19 12:18:55 PM,31.166
7,07.08.19 12:33:55 PM,40.53
8,07.08.19 12:48:55 PM,43.723
9,07.08.19 01:03:55 PM,33.326
10,07.08.19 01:18:55 PM,30.255
11,07.08.19 01:33:55 PM,29.652
12,07.08.19 01:48:55 PM,29.652
13,07.08.19 02:03:55 PM,37.604
14,07.08.19 02:18:55 PM,42.639
15,07.08.19 02:33:55 PM,39.276
16,07.08.19 02:48:55 PM,38.157
17,07.08.19 03:03:55 PM,42.878
18,07.08.19 03:18:55 PM,42.164
19,07.08.19 03:33:55 PM,35.009
20,07.08.19 03:48:55 PM,32.807
21,07.08.19 04:03:55 PM,33.639
22,07.08.19 04:18:55 PM,29.853
23,07.08.19 04:33:55 PM,27.37
24,07.08.19 04:48:55 PM,26.292
25,07.08.19 05:03:55 PM,26.781
26,07.08.19 05:18:55 PM,28.655
27,07.08.19 05:33:55 PM,29.452
28,07.08.19 05:48:55 PM,26.585
29,07.08.19 06:03:55 PM,27.37
30,07.08.19 06:18:55 PM,24.931
31,07.08.19 06:33:55 PM,25.902
32,07.08.19 06:48:55 PM,24.448
33,07.08.19 07:03:55 PM,25.319
34,07.08.19 07:18:55 PM,26
35,07.08.19 07:33:55 PM,24.158
36,07.08.19 07:48:55 PM,20.615
37,07.08.19 08:03:55 PM,19.758
38,07.08.19 08:18:55 PM,18.996
39,07.08.19 08:33:55 PM,18.521
40,07.08.19 08:48:55 PM,18.14
41,07.08.19 09:03:55 PM,17.76
42,07.08.19 09:18:55 PM,17.094
43,07.08.19 09:33:55 PM,16.332
44,07.08.19 09:48:55 PM,16.046
45,07.08.19 10:03:55 PM,15.473
46,07.08.19 10:18:55 PM,14.9
47,07.08.19 10:33:55 PM,14.421
48,07.08.19 10:48:55 PM,14.038
49,07.08.19 11:03:55 PM,13.75
50,07.08.19 11:18:55 PM,13.365
51,07.08.19 11:33:55 PM,12.594
52,07.08.19 11:48:55 PM,12.207
53,07.09.19 12:03:55 AM,11.916
54,07.09.19 12:18:55 AM,11.722
55,07.09.19 12:33:55 AM,11.431
56,07.09.19 12:48:55 AM,11.334
57,07.09.19 01:03:55 AM,11.139
58,07.09.19 01:18:55 AM,11.139
59,07.09.19 01:33:55 AM,11.722
60,07.09.19 01:48:55 AM,11.722
61,07.09.19 02:03:55 AM,11.528
62,07.09.19 02:18:55 AM,10.944
63,07.09.19 02:33:55 AM,10.455
64,07.09.19 02:48:55 AM,10.161
65,07.09.19 03:03:55 AM,10.063
66,07.09.19 03:18:55 AM,9.965
67,07.09.19 03:33:55 AM,9.965
68,07.09.19 03:48:55 AM,9.768
69,07.09.19 04:03:55 AM,9.571
70,07.09.19 04:18:55 AM,9.472
71,07.09.19 04:33:55 AM,9.472
72,07.09.19 04:48:55 AM,9.373
73,07.09.19 05:03:55 AM,9.176
74,07.09.19 05:18:55 AM,9.176
75,07.09.19 05:33:55 AM,9.077
76,07.09.19 05:48:55 AM,9.275
77,07.09.19 06:03:55 AM,9.669
78,07.09.19 06:18:55 AM,10.259
79,07.09.19 06:33:55 AM,11.528
80,07.09.19 06:48:55 AM,13.076
81,07.09.19 07:03:55 AM,14.038
82,07.09.19 07:18:55 AM,16.237
83,07.09.19 07:33:55 AM,18.521
84,07.09.19 07:48:55 AM,19.377
85,07.09.19 08:03:55 AM,20.329
86,07.09.19 08:18:55 AM,21.664
87,07.09.19 08:33:55 AM,20.805
88,07.09.19 08:48:55 AM,21.187
89,07.09.19 09:03:55 AM,21.664
90,07.09.19 09:18:55 AM,20.519
91,07.09.19 09:33:55 AM,24.158
92,07.09.19 09:48:55 AM,24.931
93,07.09.19 10:03:55 AM,25.222
94,07.09.19 10:18:55 AM,25.513
95,07.09.19 10:33:55 AM,27.468
96,07.09.19 10:48:55 AM,26.585
97,07.09.19 11:03:55 AM,25.61
98,07.09.19 11:18:55 AM,26.977
99,07.09.19 11:33:55 AM,27.961
100,07.09.19 11:48:55 AM,29.452
101,07.09.19 12:03:55 PM,28.655
102,07.09.19 12:18:55 PM,28.655
103,07.09.19 12:33:55 PM,27.567
104,07.09.19 12:48:55 PM,28.456
105,07.09.19 01:03:55 PM,27.961
106,07.09.19 01:18:55 PM,26.879
107,07.09.19 01:33:55 PM,27.272
108,07.09.19 01:48:55 PM,33.639
109,07.09.19 02:03:55 PM,36.403
110,07.09.19 02:18:55 PM,37.165
111,07.09.19 02:33:55 PM,35.328
112,07.09.19 02:48:55 PM,34.268
113,07.09.19 03:03:55 PM,32.497
114,07.09.19 03:18:55 PM,35.115
115,07.09.19 03:33:55 PM,35.756
116,07.09.19 03:48:55 PM,36.946
117,07.09.19 04:03:55 PM,39.276
118,07.09.19 04:18:55 PM,33.743
119,07.09.19 04:33:55 PM,39.05
120,07.09.19 04:48:55 PM,39.389
121,07.09.19 05:03:55 PM,42.282
122,07.09.19 05:18:55 PM,34.903
123,07.09.19 05:33:55 PM,33.222
124,07.09.19 05:48:55 PM,31.676
125,07.09.19 06:03:55 PM,28.06
126,07.09.19 06:18:55 PM,27.173
127,07.09.19 06:33:55 PM,26.585
128,07.09.19 06:48:55 PM,25.319
129,07.09.19 07:03:55 PM,23.773
130,07.09.19 07:18:55 PM,23.388
131,07.09.19 07:33:55 PM,22.429
132,07.09.19 07:48:55 PM,20.71
133,07.09.19 08:03:55 PM,20.234
134,07.09.19 08:18:55 PM,19.758
135,07.09.19 08:33:55 PM,19.472
136,07.09.19 08:48:55 PM,18.996
137,07.09.19 09:03:55 PM,18.331
138,07.09.19 09:18:55 PM,17.284
139,07.09.19 09:33:55 PM,16.999
140,07.09.19 09:48:55 PM,16.427
141,07.09.19 10:03:55 PM,15.664
142,07.09.19 10:18:55 PM,14.613
143,07.09.19 10:33:55 PM,14.038
144,07.09.19 10:48:55 PM,13.654
145,07.09.19 11:03:55 PM,13.365
146,07.09.19 11:18:55 PM,13.173
147,07.09.19 11:33:55 PM,12.98
148,07.09.19 11:48:55 PM,12.69
149,07.10.19 12:03:55 AM,12.401
150,07.10.19 12:18:55 AM,12.013
151,07.10.19 12:33:55 AM,11.722
152,07.10.19 12:48:55 AM,11.528
153,07.10.19 01:03:55 AM,11.139
