Anz.,Datum Zeit,Temp
1,04.30.19 10:01:25 AM,23.1
2,04.30.19 10:01:29 AM,
3,04.30.19 10:16:25 AM,23.484
4,04.30.19 10:31:25 AM,23.196
5,04.30.19 10:46:25 AM,22.525
6,04.30.19 11:01:25 AM,21.282
7,04.30.19 11:16:25 AM,17.57
8,04.30.19 11:31:25 AM,17.76
9,04.30.19 11:46:25 AM,18.711
10,04.30.19 12:01:25 PM,20.71
11,04.30.19 12:16:25 PM,21.569
12,04.30.19 12:31:25 PM,22.046
13,04.30.19 12:46:25 PM,26.292
14,04.30.19 01:01:25 PM,25.805
15,04.30.19 01:16:25 PM,27.764
16,04.30.19 01:31:25 PM,29.552
17,04.30.19 01:46:25 PM,28.853
18,04.30.19 02:01:25 PM,26.977
19,04.30.19 02:16:25 PM,26.781
20,04.30.19 02:31:25 PM,29.652
21,04.30.19 02:46:25 PM,32.911
22,04.30.19 03:01:25 PM,32.291
23,04.30.19 03:16:25 PM,30.659
24,04.30.19 03:31:25 PM,32.188
25,04.30.19 03:46:25 PM,34.374
26,04.30.19 04:01:25 PM,36.079
27,04.30.19 04:16:25 PM,36.079
28,04.30.19 04:31:25 PM,35.971
29,04.30.19 04:46:25 PM,37.165
30,04.30.19 05:01:25 PM,36.946
31,04.30.19 05:16:25 PM,33.953
32,04.30.19 05:31:25 PM,32.291
33,04.30.19 05:46:25 PM,30.356
34,04.30.19 06:01:25 PM,30.558
35,04.30.19 06:16:25 PM,30.154
36,04.30.19 06:31:25 PM,30.457
37,04.30.19 06:46:25 PM,29.953
38,04.30.19 07:01:25 PM,20.805
39,04.30.19 07:16:25 PM,16.999
40,04.30.19 07:31:25 PM,15.76
41,04.30.19 07:46:25 PM,15.091
42,04.30.19 08:01:25 PM,14.325
43,04.30.19 08:16:25 PM,13.558
44,04.30.19 08:31:25 PM,12.883
45,04.30.19 08:46:25 PM,12.207
46,04.30.19 09:01:25 PM,11.528
47,04.30.19 09:16:25 PM,10.944
48,04.30.19 09:31:25 PM,10.455
49,04.30.19 09:46:25 PM,10.063
50,04.30.19 10:01:25 PM,9.768
51,04.30.19 10:16:25 PM,9.768
52,04.30.19 10:31:25 PM,10.455
53,04.30.19 10:46:25 PM,10.553
54,04.30.19 11:01:25 PM,10.455
55,04.30.19 11:16:25 PM,9.866
56,04.30.19 11:31:25 PM,9.176
57,04.30.19 11:46:25 PM,8.581
58,05.01.19 12:01:25 AM,8.382
59,05.01.19 12:16:25 AM,8.282
60,05.01.19 12:31:25 AM,8.481
61,05.01.19 12:46:25 AM,8.879
62,05.01.19 01:01:25 AM,8.581
63,05.01.19 01:16:25 AM,8.282
64,05.01.19 01:31:25 AM,8.082
65,05.01.19 01:46:25 AM,7.782
66,05.01.19 02:01:25 AM,7.582
67,05.01.19 02:16:25 AM,7.28
68,05.01.19 02:31:25 AM,7.079
69,05.01.19 02:46:25 AM,6.775
70,05.01.19 03:01:25 AM,6.573
71,05.01.19 03:16:25 AM,6.471
72,05.01.19 03:31:25 AM,6.37
73,05.01.19 03:46:25 AM,6.268
74,05.01.19 04:01:25 AM,6.268
75,05.01.19 04:16:25 AM,6.064
76,05.01.19 04:31:25 AM,5.86
77,05.01.19 04:46:25 AM,5.757
78,05.01.19 05:01:25 AM,5.757
79,05.01.19 05:16:25 AM,5.655
80,05.01.19 05:31:25 AM,5.552
81,05.01.19 05:46:25 AM,5.45
82,05.01.19 06:01:25 AM,5.45
83,05.01.19 06:16:25 AM,5.45
84,05.01.19 06:31:25 AM,5.655
85,05.01.19 06:46:25 AM,6.064
86,05.01.19 07:01:25 AM,6.775
87,05.01.19 07:16:25 AM,9.373
88,05.01.19 07:31:25 AM,11.139
89,05.01.19 07:46:25 AM,12.883
90,05.01.19 08:01:25 AM,14.709
