Anz.,Datum Zeit,Temp
1,04.30.19 10:10:49 AM,22.812
2,04.30.19 10:10:53 AM,
3,04.30.19 10:25:49 AM,23.196
4,04.30.19 10:40:49 AM,22.812
5,04.30.19 10:55:49 AM,22.717
6,04.30.19 11:10:49 AM,18.806
7,04.30.19 11:25:49 AM,18.14
8,04.30.19 11:40:49 AM,18.901
9,04.30.19 11:55:49 AM,18.901
10,04.30.19 12:10:49 PM,20.329
11,04.30.19 12:25:49 PM,21.473
12,04.30.19 12:40:49 PM,27.37
13,04.30.19 12:55:49 PM,28.555
14,04.30.19 01:10:49 PM,27.862
15,04.30.19 01:25:49 PM,30.255
16,04.30.19 01:40:49 PM,29.053
17,04.30.19 01:55:49 PM,28.555
18,04.30.19 02:10:49 PM,26.977
19,04.30.19 02:25:49 PM,26.097
20,04.30.19 02:40:49 PM,26.879
21,04.30.19 02:55:49 PM,26.879
22,04.30.19 03:10:49 PM,26.977
23,04.30.19 03:25:49 PM,29.252
24,04.30.19 03:40:49 PM,31.472
25,04.30.19 03:55:49 PM,30.457
26,04.30.19 04:10:49 PM,33.014
27,04.30.19 04:25:49 PM,37.165
28,04.30.19 04:40:49 PM,35.649
29,04.30.19 04:55:49 PM,36.62
30,04.30.19 05:10:49 PM,36.403
31,04.30.19 05:25:49 PM,34.058
32,04.30.19 05:40:49 PM,34.163
33,04.30.19 05:55:49 PM,35.115
34,04.30.19 06:10:49 PM,35.222
35,04.30.19 06:25:49 PM,33.743
36,04.30.19 06:40:49 PM,33.326
37,04.30.19 06:55:49 PM,31.778
38,04.30.19 07:10:49 PM,21.473
39,04.30.19 07:25:49 PM,17.189
40,04.30.19 07:40:49 PM,15.282
41,04.30.19 07:55:49 PM,14.23
42,04.30.19 08:10:49 PM,13.269
43,04.30.19 08:25:49 PM,12.304
44,04.30.19 08:40:49 PM,11.625
45,04.30.19 08:55:49 PM,11.139
46,04.30.19 09:10:49 PM,10.455
47,04.30.19 09:25:49 PM,9.866
48,04.30.19 09:40:49 PM,9.472
49,04.30.19 09:55:49 PM,9.176
50,04.30.19 10:10:49 PM,8.779
51,04.30.19 10:25:49 PM,9.472
52,04.30.19 10:40:49 PM,9.768
53,04.30.19 10:55:49 PM,9.768
54,04.30.19 11:10:49 PM,9.472
55,04.30.19 11:25:49 PM,8.68
56,04.30.19 11:40:49 PM,8.082
57,04.30.19 11:55:49 PM,7.582
58,05.01.19 12:10:49 AM,7.582
59,05.01.19 12:25:49 AM,7.983
60,05.01.19 12:40:49 AM,8.382
61,05.01.19 12:55:49 AM,8.182
62,05.01.19 01:10:49 AM,7.882
63,05.01.19 01:25:49 AM,7.682
64,05.01.19 01:40:49 AM,7.28
65,05.01.19 01:55:49 AM,6.978
66,05.01.19 02:10:49 AM,6.775
67,05.01.19 02:25:49 AM,6.573
68,05.01.19 02:40:49 AM,6.268
69,05.01.19 02:55:49 AM,6.064
70,05.01.19 03:10:49 AM,5.962
71,05.01.19 03:25:49 AM,5.86
72,05.01.19 03:40:49 AM,5.86
73,05.01.19 03:55:49 AM,5.757
74,05.01.19 04:10:49 AM,5.552
75,05.01.19 04:25:49 AM,5.347
76,05.01.19 04:40:49 AM,5.347
77,05.01.19 04:55:49 AM,5.244
78,05.01.19 05:10:49 AM,5.244
79,05.01.19 05:25:49 AM,5.141
80,05.01.19 05:40:49 AM,5.037
