Anz.,Datum Zeit,Temp
1,04.30.19 09:58:18 AM,22.812
2,04.30.19 09:58:21 AM,
3,04.30.19 10:13:18 AM,23.388
4,04.30.19 10:28:18 AM,23.196
5,04.30.19 10:43:18 AM,22.525
6,04.30.19 10:58:18 AM,22.621
7,04.30.19 11:13:18 AM,18.236
8,04.30.19 11:28:18 AM,16.808
9,04.30.19 11:43:18 AM,17.475
10,04.30.19 11:58:18 AM,18.045
11,04.30.19 12:13:18 PM,18.14
12,04.30.19 12:28:18 PM,17.57
13,04.30.19 12:43:18 PM,19.472
14,04.30.19 12:58:18 PM,19.948
15,04.30.19 01:13:18 PM,20.329
16,04.30.19 01:28:18 PM,22.429
17,04.30.19 01:43:18 PM,22.812
18,04.30.19 01:58:18 PM,23.869
19,04.30.19 02:13:18 PM,24.062
20,04.30.19 02:28:18 PM,24.448
21,04.30.19 02:43:18 PM,24.545
22,04.30.19 02:58:18 PM,24.931
23,04.30.19 03:13:18 PM,27.961
24,04.30.19 03:28:18 PM,30.963
25,04.30.19 03:43:18 PM,32.497
26,04.30.19 03:58:18 PM,33.326
27,04.30.19 04:13:18 PM,34.163
28,04.30.19 04:28:18 PM,34.796
29,04.30.19 04:43:18 PM,35.864
30,04.30.19 04:58:18 PM,35.222
31,04.30.19 05:13:18 PM,34.058
32,04.30.19 05:28:18 PM,32.911
33,04.30.19 05:43:18 PM,33.43
34,04.30.19 05:58:18 PM,33.43
35,04.30.19 06:13:18 PM,32.807
36,04.30.19 06:28:18 PM,31.778
37,04.30.19 06:43:18 PM,29.452
38,04.30.19 06:58:18 PM,21.951
39,04.30.19 07:13:18 PM,18.806
40,04.30.19 07:28:18 PM,17.475
41,04.30.19 07:43:18 PM,16.618
42,04.30.19 07:58:18 PM,15.76
43,04.30.19 08:13:18 PM,14.9
44,04.30.19 08:28:18 PM,14.134
45,04.30.19 08:43:18 PM,13.365
46,04.30.19 08:58:18 PM,12.69
47,04.30.19 09:13:18 PM,12.11
48,04.30.19 09:28:18 PM,11.528
49,04.30.19 09:43:18 PM,11.041
50,04.30.19 09:58:18 PM,10.748
51,04.30.19 10:13:18 PM,10.553
52,04.30.19 10:28:18 PM,10.944
53,04.30.19 10:43:18 PM,10.944
54,04.30.19 10:58:18 PM,10.846
55,04.30.19 11:13:18 PM,10.455
56,04.30.19 11:28:18 PM,9.866
57,04.30.19 11:43:18 PM,9.275
58,04.30.19 11:58:18 PM,8.978
59,05.01.19 12:13:18 AM,8.779
60,05.01.19 12:28:18 AM,8.879
61,05.01.19 12:43:18 AM,9.176
62,05.01.19 12:58:18 AM,8.978
63,05.01.19 01:13:18 AM,8.68
64,05.01.19 01:28:18 AM,8.481
65,05.01.19 01:43:18 AM,8.282
66,05.01.19 01:58:18 AM,7.983
67,05.01.19 02:13:18 AM,7.782
68,05.01.19 02:28:18 AM,7.481
69,05.01.19 02:43:18 AM,7.28
70,05.01.19 02:58:18 AM,6.978
71,05.01.19 03:13:18 AM,6.877
72,05.01.19 03:28:18 AM,6.775
73,05.01.19 03:43:18 AM,6.674
74,05.01.19 03:58:18 AM,6.573
75,05.01.19 04:13:18 AM,6.37
76,05.01.19 04:28:18 AM,6.268
77,05.01.19 04:43:18 AM,6.064
78,05.01.19 04:58:18 AM,5.962
79,05.01.19 05:13:18 AM,5.962
80,05.01.19 05:28:18 AM,5.86
81,05.01.19 05:43:18 AM,5.757
82,05.01.19 05:58:18 AM,5.655
83,05.01.19 06:13:18 AM,5.552
84,05.01.19 06:28:18 AM,5.655
85,05.01.19 06:43:18 AM,5.962
86,05.01.19 06:58:18 AM,6.471
87,05.01.19 07:13:18 AM,8.382
88,05.01.19 07:28:18 AM,9.472
89,05.01.19 07:43:18 AM,10.651
90,05.01.19 07:58:18 AM,12.013
91,05.01.19 08:13:18 AM,13.461
92,05.01.19 08:28:18 AM,14.709
93,05.01.19 08:43:18 AM,16.713
94,05.01.19 08:58:18 AM,18.14
95,05.01.19 09:13:18 AM,19.758
96,05.01.19 09:28:18 AM,20.138
97,05.01.19 09:43:18 AM,20.424
98,05.01.19 09:58:18 AM,20.71
99,05.01.19 10:13:18 AM,21.378
100,05.01.19 10:28:18 AM,21.187
101,05.01.19 10:43:18 AM,21.569
102,05.01.19 10:58:18 AM,21.664
103,05.01.19 11:13:18 AM,21.855
104,05.01.19 11:28:18 AM,21.187
105,05.01.19 11:43:18 AM,21.855
106,05.01.19 11:58:18 AM,22.908
107,05.01.19 12:13:18 PM,23.484
108,05.01.19 12:28:18 PM,23.966
109,05.01.19 12:43:18 PM,24.158
110,05.01.19 12:58:18 PM,24.641
111,05.01.19 01:13:18 PM,26.39
112,05.01.19 01:28:18 PM,26
113,05.01.19 01:43:18 PM,26.195
114,05.01.19 01:58:18 PM,27.567
115,05.01.19 02:13:18 PM,28.456
116,05.01.19 02:28:18 PM,29.552
117,05.01.19 02:43:18 PM,29.352
118,05.01.19 02:58:18 PM,29.053
119,05.01.19 03:13:18 PM,33.014
120,05.01.19 03:28:18 PM,36.728
121,05.01.19 03:43:18 PM,36.837
122,05.01.19 03:58:18 PM,38.602
123,05.01.19 04:13:18 PM,39.502
124,05.01.19 04:28:18 PM,39.957
125,05.01.19 04:43:18 PM,39.389
126,05.01.19 04:58:18 PM,39.502
127,05.01.19 05:13:18 PM,39.843
128,05.01.19 05:28:18 PM,39.843
129,05.01.19 05:43:18 PM,38.826
130,05.01.19 05:58:18 PM,38.938
131,05.01.19 06:13:18 PM,35.864
132,05.01.19 06:28:18 PM,36.079
133,05.01.19 06:43:18 PM,32.807
134,05.01.19 06:58:18 PM,26.097
135,05.01.19 07:13:18 PM,22.238
136,05.01.19 07:28:18 PM,20.329
137,05.01.19 07:43:18 PM,19.092
138,05.01.19 07:58:18 PM,17.95
139,05.01.19 08:13:18 PM,16.999
140,05.01.19 08:28:18 PM,16.046
141,05.01.19 08:43:18 PM,15.378
142,05.01.19 08:58:18 PM,14.804
143,05.01.19 09:13:18 PM,14.134
144,05.01.19 09:28:18 PM,13.654
145,05.01.19 09:43:18 PM,13.173
146,05.01.19 09:58:18 PM,12.883
