Anz.,Datum Zeit,Temp
1,04.30.19 10:00:27 AM,23.004
2,04.30.19 10:00:29 AM,
3,04.30.19 10:15:27 AM,23.388
4,04.30.19 10:30:27 AM,23.388
5,04.30.19 10:45:27 AM,22.812
6,04.30.19 11:00:27 AM,21.76
7,04.30.19 11:15:27 AM,17.855
8,04.30.19 11:30:27 AM,18.045
9,04.30.19 11:45:27 AM,19.187
10,04.30.19 12:00:27 PM,21.569
11,04.30.19 12:15:27 PM,22.812
12,04.30.19 12:30:27 PM,24.062
13,04.30.19 12:45:27 PM,28.159
14,04.30.19 01:00:27 PM,25.513
15,04.30.19 01:15:27 PM,24.158
16,04.30.19 01:30:27 PM,25.416
17,04.30.19 01:45:27 PM,24.448
18,04.30.19 02:00:27 PM,24.158
19,04.30.19 02:15:27 PM,23.581
20,04.30.19 02:30:27 PM,22.908
21,04.30.19 02:45:27 PM,24.255
22,04.30.19 03:00:27 PM,24.835
23,04.30.19 03:15:27 PM,28.655
24,04.30.19 03:30:27 PM,30.356
25,04.30.19 03:45:27 PM,31.88
26,04.30.19 04:00:27 PM,33.639
27,04.30.19 04:15:27 PM,33.326
28,04.30.19 04:30:27 PM,33.743
29,04.30.19 04:45:27 PM,34.691
30,04.30.19 05:00:27 PM,35.435
31,04.30.19 05:15:27 PM,33.848
32,04.30.19 05:30:27 PM,33.848
33,04.30.19 05:45:27 PM,33.848
34,04.30.19 06:00:27 PM,32.807
35,04.30.19 06:15:27 PM,33.639
36,04.30.19 06:30:27 PM,33.222
37,04.30.19 06:45:27 PM,32.086
38,04.30.19 07:00:27 PM,22.908
39,04.30.19 07:15:27 PM,18.901
40,04.30.19 07:30:27 PM,17.57
41,04.30.19 07:45:27 PM,16.713
42,04.30.19 08:00:27 PM,15.76
43,04.30.19 08:15:27 PM,14.9
44,04.30.19 08:30:27 PM,14.23
45,04.30.19 08:45:27 PM,13.558
46,04.30.19 09:00:27 PM,12.883
47,04.30.19 09:15:27 PM,12.207
48,04.30.19 09:30:27 PM,11.722
49,04.30.19 09:45:27 PM,11.334
50,04.30.19 10:00:27 PM,10.944
51,04.30.19 10:15:27 PM,10.748
