Anz.,Datum Zeit,Temp
1,04.30.19 10:11:12 AM,23.004
2,04.30.19 10:11:15 AM,
3,04.30.19 10:26:12 AM,23.1
4,04.30.19 10:41:12 AM,22.525
5,04.30.19 10:56:12 AM,22.525
6,04.30.19 11:11:12 AM,18.426
7,04.30.19 11:26:12 AM,16.999
8,04.30.19 11:41:12 AM,17.76
9,04.30.19 11:56:12 AM,17.95
10,04.30.19 12:11:12 PM,18.901
11,04.30.19 12:26:12 PM,19.662
12,04.30.19 12:41:12 PM,21.664
13,04.30.19 12:56:12 PM,22.908
14,04.30.19 01:11:12 PM,22.525
15,04.30.19 01:26:12 PM,23.773
16,04.30.19 01:41:12 PM,23.196
17,04.30.19 01:56:12 PM,24.062
18,04.30.19 02:11:12 PM,23.1
19,04.30.19 02:26:12 PM,22.142
20,04.30.19 02:41:12 PM,22.142
21,04.30.19 02:56:12 PM,22.525
22,04.30.19 03:11:12 PM,23.1
23,04.30.19 03:26:12 PM,23.004
24,04.30.19 03:41:12 PM,23.581
25,04.30.19 03:56:12 PM,24.158
26,04.30.19 04:11:12 PM,24.738
27,04.30.19 04:26:12 PM,27.567
28,04.30.19 04:41:12 PM,27.961
29,04.30.19 04:56:12 PM,30.356
30,04.30.19 05:11:12 PM,30.558
31,04.30.19 05:26:12 PM,29.652
32,04.30.19 05:41:12 PM,28.159
33,04.30.19 05:56:12 PM,28.655
34,04.30.19 06:11:12 PM,23.196
35,04.30.19 06:26:12 PM,18.806
36,04.30.19 06:41:12 PM,22.621
37,04.30.19 06:56:12 PM,23.869
38,04.30.19 07:11:12 PM,23.581
39,04.30.19 07:26:12 PM,21.569
40,04.30.19 07:41:12 PM,16.523
41,04.30.19 07:56:12 PM,14.517
42,04.30.19 08:11:12 PM,13.461
43,04.30.19 08:26:12 PM,12.497
44,04.30.19 08:41:12 PM,12.013
45,04.30.19 08:56:12 PM,11.528
46,04.30.19 09:11:12 PM,10.944
47,04.30.19 09:26:12 PM,10.357
48,04.30.19 09:41:12 PM,9.965
49,04.30.19 09:56:12 PM,9.669
50,04.30.19 10:11:12 PM,9.373
51,04.30.19 10:26:12 PM,9.866
52,04.30.19 10:41:12 PM,10.063
53,04.30.19 10:56:12 PM,10.063
54,04.30.19 11:11:12 PM,9.768
55,04.30.19 11:26:12 PM,9.176
56,04.30.19 11:41:12 PM,8.581
57,04.30.19 11:56:12 PM,8.182
58,05.01.19 12:11:12 AM,7.983
59,05.01.19 12:26:12 AM,8.182
60,05.01.19 12:41:12 AM,8.68
61,05.01.19 12:56:12 AM,8.581
62,05.01.19 01:11:12 AM,8.282
63,05.01.19 01:26:12 AM,8.082
64,05.01.19 01:41:12 AM,7.782
65,05.01.19 01:56:12 AM,7.481
66,05.01.19 02:11:12 AM,7.28
67,05.01.19 02:26:12 AM,7.079
68,05.01.19 02:41:12 AM,6.775
69,05.01.19 02:56:12 AM,6.573
70,05.01.19 03:11:12 AM,6.471
71,05.01.19 03:26:12 AM,6.471
72,05.01.19 03:41:12 AM,6.37
73,05.01.19 03:56:12 AM,6.268
74,05.01.19 04:11:12 AM,6.166
75,05.01.19 04:26:12 AM,5.962
76,05.01.19 04:41:12 AM,5.757
77,05.01.19 04:56:12 AM,5.552
78,05.01.19 05:11:12 AM,5.552
79,05.01.19 05:26:12 AM,5.552
80,05.01.19 05:41:12 AM,5.552
81,05.01.19 05:56:12 AM,5.45
82,05.01.19 06:11:12 AM,5.347
83,05.01.19 06:26:12 AM,5.552
84,05.01.19 06:41:12 AM,6.268
85,05.01.19 06:56:12 AM,7.682
86,05.01.19 07:11:12 AM,8.978
87,05.01.19 07:26:12 AM,10.357
88,05.01.19 07:41:12 AM,11.916
89,05.01.19 07:56:12 AM,13.558
90,05.01.19 08:11:12 AM,15.473
91,05.01.19 08:26:12 AM,17.284
92,05.01.19 08:41:12 AM,19.948
93,05.01.19 08:56:12 AM,21.378
94,05.01.19 09:11:12 AM,23.004
95,05.01.19 09:26:12 AM,23.388
96,05.01.19 09:41:12 AM,24.641
97,05.01.19 09:56:12 AM,23.773
98,05.01.19 10:11:12 AM,23.484
99,05.01.19 10:26:12 AM,22.621
100,05.01.19 10:41:12 AM,22.621
101,05.01.19 10:56:12 AM,22.621
102,05.01.19 11:11:12 AM,22.142
103,05.01.19 11:26:12 AM,21.855
104,05.01.19 11:41:12 AM,22.621
105,05.01.19 11:56:12 AM,22.908
106,05.01.19 12:11:12 PM,23.581
107,05.01.19 12:26:12 PM,24.545
108,05.01.19 12:41:12 PM,25.708
109,05.01.19 12:56:12 PM,26.781
110,05.01.19 01:11:12 PM,27.567
111,05.01.19 01:26:12 PM,26.879
112,05.01.19 01:41:12 PM,27.173
113,05.01.19 01:56:12 PM,26.977
114,05.01.19 02:11:12 PM,27.272
115,05.01.19 02:26:12 PM,27.567
116,05.01.19 02:41:12 PM,26.292
117,05.01.19 02:56:12 PM,25.902
118,05.01.19 03:11:12 PM,27.567
119,05.01.19 03:26:12 PM,27.665
120,05.01.19 03:41:12 PM,27.567
121,05.01.19 03:56:12 PM,27.961
122,05.01.19 04:11:12 PM,28.953
123,05.01.19 04:26:12 PM,32.188
124,05.01.19 04:41:12 PM,33.953
125,05.01.19 04:56:12 PM,34.479
126,05.01.19 05:11:12 PM,35.435
127,05.01.19 05:26:12 PM,35.649
128,05.01.19 05:41:12 PM,35.009
129,05.01.19 05:56:12 PM,34.268
130,05.01.19 06:11:12 PM,27.272
131,05.01.19 06:26:12 PM,22.429
132,05.01.19 06:41:12 PM,25.028
133,05.01.19 06:56:12 PM,26.097
134,05.01.19 07:11:12 PM,25.028
135,05.01.19 07:26:12 PM,20.234
136,05.01.19 07:41:12 PM,17.094
137,05.01.19 07:56:12 PM,15.76
138,05.01.19 08:11:12 PM,14.9
139,05.01.19 08:26:12 PM,14.134
140,05.01.19 08:41:12 PM,13.461
141,05.01.19 08:56:12 PM,13.076
142,05.01.19 09:11:12 PM,12.69
143,05.01.19 09:26:12 PM,12.304
144,05.01.19 09:41:12 PM,11.916
145,05.01.19 09:56:12 PM,11.625
146,05.01.19 10:11:12 PM,11.334
147,05.01.19 10:26:12 PM,11.041
148,05.01.19 10:41:12 PM,10.748
149,05.01.19 10:56:12 PM,10.553
150,05.01.19 11:11:12 PM,10.357
151,05.01.19 11:26:12 PM,10.259
152,05.01.19 11:41:12 PM,10.161
153,05.01.19 11:56:12 PM,9.866
154,05.02.19 12:11:12 AM,9.669
155,05.02.19 12:26:12 AM,9.571
156,05.02.19 12:41:12 AM,9.472
157,05.02.19 12:56:12 AM,9.373
158,05.02.19 01:11:12 AM,9.373
159,05.02.19 01:26:12 AM,9.275
160,05.02.19 01:41:12 AM,9.077
161,05.02.19 01:56:12 AM,8.978
162,05.02.19 02:11:12 AM,8.879
163,05.02.19 02:26:12 AM,8.779
164,05.02.19 02:41:12 AM,8.581
165,05.02.19 02:56:12 AM,8.282
166,05.02.19 03:11:12 AM,8.282
167,05.02.19 03:26:12 AM,8.082
168,05.02.19 03:41:12 AM,7.782
169,05.02.19 03:56:12 AM,7.682
170,05.02.19 04:11:12 AM,7.481
171,05.02.19 04:26:12 AM,7.381
172,05.02.19 04:41:12 AM,7.381
173,05.02.19 04:56:12 AM,7.582
174,05.02.19 05:11:12 AM,7.481
175,05.02.19 05:26:12 AM,7.381
176,05.02.19 05:41:12 AM,7.179
177,05.02.19 05:56:12 AM,7.179
178,05.02.19 06:11:12 AM,7.179
179,05.02.19 06:26:12 AM,7.179
180,05.02.19 06:41:12 AM,7.481
181,05.02.19 06:56:12 AM,7.782
182,05.02.19 07:11:12 AM,9.077
183,05.02.19 07:26:12 AM,11.722
184,05.02.19 07:41:12 AM,11.722
185,05.02.19 07:56:12 AM,11.916
186,05.02.19 08:11:12 AM,12.013
