Anz.,Datum Zeit,Temp
1,04.30.19 10:02:16 AM,22.908
2,04.30.19 10:02:22 AM,
3,04.30.19 10:17:16 AM,23.196
4,04.30.19 10:32:16 AM,23.004
5,04.30.19 10:47:16 AM,22.238
6,04.30.19 11:02:16 AM,20.901
7,04.30.19 11:17:16 AM,17.475
8,04.30.19 11:32:16 AM,18.806
9,04.30.19 11:47:16 AM,19.472
10,04.30.19 12:02:16 PM,20.901
11,04.30.19 12:17:16 PM,21.569
12,04.30.19 12:32:16 PM,21.282
13,04.30.19 12:47:16 PM,23.196
14,04.30.19 01:02:16 PM,25.416
15,04.30.19 01:17:16 PM,28.159
16,04.30.19 01:32:16 PM,30.659
17,04.30.19 01:47:16 PM,29.752
18,04.30.19 02:02:16 PM,30.255
19,04.30.19 02:17:16 PM,29.352
20,04.30.19 02:32:16 PM,28.853
21,04.30.19 02:47:16 PM,29.152
22,04.30.19 03:02:16 PM,28.357
23,04.30.19 03:17:16 PM,26.879
24,04.30.19 03:32:16 PM,26.879
25,04.30.19 03:47:16 PM,26.879
26,04.30.19 04:02:16 PM,27.764
27,04.30.19 04:17:16 PM,27.173
28,04.30.19 04:32:16 PM,26
29,04.30.19 04:47:16 PM,26.195
30,04.30.19 05:02:16 PM,26.195
31,04.30.19 05:17:16 PM,25.125
32,04.30.19 05:32:16 PM,24.351
33,04.30.19 05:47:16 PM,25.222
34,04.30.19 06:02:16 PM,27.961
35,04.30.19 06:17:16 PM,28.159
36,04.30.19 06:32:16 PM,27.764
37,04.30.19 06:47:16 PM,27.862
38,04.30.19 07:02:16 PM,26
39,04.30.19 07:17:16 PM,18.806
40,04.30.19 07:32:16 PM,15.951
41,04.30.19 07:47:16 PM,14.517
42,04.30.19 08:02:16 PM,13.461
43,04.30.19 08:17:16 PM,12.69
44,04.30.19 08:32:16 PM,12.207
45,04.30.19 08:47:16 PM,11.916
46,04.30.19 09:02:16 PM,11.431
47,04.30.19 09:17:16 PM,10.651
48,04.30.19 09:32:16 PM,10.063
49,04.30.19 09:47:16 PM,9.669
50,04.30.19 10:02:16 PM,9.373
51,04.30.19 10:17:16 PM,9.275
52,04.30.19 10:32:16 PM,9.768
53,04.30.19 10:47:16 PM,9.866
54,04.30.19 11:02:16 PM,9.866
55,04.30.19 11:17:16 PM,9.472
56,04.30.19 11:32:16 PM,8.879
57,04.30.19 11:47:16 PM,8.282
58,05.01.19 12:02:16 AM,7.782
59,05.01.19 12:17:16 AM,7.983
60,05.01.19 12:32:16 AM,8.481
61,05.01.19 12:47:16 AM,8.581
62,05.01.19 01:02:16 AM,8.382
63,05.01.19 01:17:16 AM,8.082
64,05.01.19 01:32:16 AM,7.882
65,05.01.19 01:47:16 AM,7.381
66,05.01.19 02:02:16 AM,7.179
67,05.01.19 02:17:16 AM,6.978
