Anz.,Datum Zeit,Temp
1,04.30.19 10:00:50 AM,22.621
2,04.30.19 10:00:54 AM,
3,04.30.19 10:15:50 AM,23.1
4,04.30.19 10:30:50 AM,23.196
5,04.30.19 10:45:50 AM,22.717
6,04.30.19 11:00:50 AM,22.333
7,04.30.19 11:15:50 AM,18.901
8,04.30.19 11:30:50 AM,20.996
9,04.30.19 11:45:50 AM,21.855
10,04.30.19 12:00:50 PM,23.004
11,04.30.19 12:15:50 PM,23.484
12,04.30.19 12:30:50 PM,22.717
13,04.30.19 12:45:50 PM,26.292
14,04.30.19 01:00:50 PM,27.764
15,04.30.19 01:15:50 PM,30.054
16,04.30.19 01:30:50 PM,31.88
17,04.30.19 01:45:50 PM,30.76
18,04.30.19 02:00:50 PM,31.37
19,04.30.19 02:15:50 PM,29.752
20,04.30.19 02:30:50 PM,28.456
21,04.30.19 02:45:50 PM,27.468
22,04.30.19 03:00:50 PM,27.567
23,04.30.19 03:15:50 PM,26.683
24,04.30.19 03:30:50 PM,25.805
25,04.30.19 03:45:50 PM,25.902
26,04.30.19 04:00:50 PM,27.961
27,04.30.19 04:15:50 PM,31.472
28,04.30.19 04:30:50 PM,32.6
29,04.30.19 04:45:50 PM,32.188
30,04.30.19 05:00:50 PM,32.911
31,04.30.19 05:15:50 PM,32.188
32,04.30.19 05:30:50 PM,30.659
33,04.30.19 05:45:50 PM,28.655
34,04.30.19 06:00:50 PM,28.456
35,04.30.19 06:15:50 PM,26.879
36,04.30.19 06:30:50 PM,25.805
37,04.30.19 06:45:50 PM,23.581
38,04.30.19 07:00:50 PM,17.665
39,04.30.19 07:15:50 PM,15.76
40,04.30.19 07:30:50 PM,14.804
41,04.30.19 07:45:50 PM,14.325
42,04.30.19 08:00:50 PM,13.654
43,04.30.19 08:15:50 PM,13.076
44,04.30.19 08:30:50 PM,12.497
45,04.30.19 08:45:50 PM,12.013
46,04.30.19 09:00:50 PM,11.334
47,04.30.19 09:15:50 PM,10.651
48,04.30.19 09:30:50 PM,10.161
49,04.30.19 09:45:50 PM,9.768
50,04.30.19 10:00:50 PM,9.571
51,04.30.19 10:15:50 PM,9.472
52,04.30.19 10:30:50 PM,10.063
53,04.30.19 10:45:50 PM,10.259
54,04.30.19 11:00:50 PM,10.161
55,04.30.19 11:15:50 PM,9.768
