stream,position,trap,date,identified,comment_1,comment_2,samples identified,number samples,noch zu bestimmen,% bestimmt
Russbach,up,2,10/05/18,y,,,,,,
Russbach,down,1,10/05/18,y,,,,,,
Russbach,down,2,10/05/18,y,,,,,,
Otterbach,up,1,10/05/18,y,,,,,,
Otterbach,up,2,10/05/18,y,,,,,,
Otterbach,down,1,10/05/18,y,,,,,,
Otterbach,down,2,10/05/18,y,,,,,,
Dierbach,up,1,10/05/18,y,Dier up 1 und 1.1 bestimmt,,,,,
Dierbach,up,2,10/05/18,y,,,,,,
Dierbach,down,1,10/05/18,y,Dier down 1 zweimal XEppi damit beschriftet,,,,,
Dierbach,down,2,10/05/18,y,,,,,,
Klingbach,up,1,10/05/18,y,,,,,,
Klingbach,up,2,10/05/18,y,,,,,,
Klingbach,down,1,10/05/18,y,,,,,,
Klingbach,down,2,10/05/18,y,,,,,,
Kaiserbach,up,1,10/05/18,y,,,,,,
Kaiserbach,up,2,10/05/18,y,,,,,,
Kaiserbach,down,1,10/05/18,y,,,,,,
Kaiserbach,down,2,10/05/18,y,,,,,,
Isenach,up,1,10/05/18,y,,,,,,
Isenach,up,2,10/05/18,y,,,,,,
Isenach,down,1,10/05/18,y,,,,,,
Isenach,down,2,10/05/18,y,,,,,,
Kropsbach,up,1,10/05/18,y,,,,,,
Kropsbach,up,2,10/05/18,y,,,,,,
Kropsbach,down,1,10/05/18,y,,,,,,
Kropsbach,down,2,10/05/18,y,,,,,,
Triefenbach,up,1,10/05/18,y,,,,,,
Triefenbach,up,2,10/05/18,y,,,,,,
Triefenbach,down,1,10/05/18,y,,,,,,
Triefenbach,down,2,10/05/18,y,,,,,,
Modenbach,up,1,10/05/18,y,,,,,,
Modenbach,up,2,10/05/18,y,,,,,,
Modenbach,down,1,10/05/18,y,,,,,,
Modenbach,down,2,10/05/18,y,,,,,,
Hainbach,up,1,10/05/18,y,,,,,,
Hainbach,up,2,10/05/18,y,,,,,,
Hainbach,down,1,10/05/18,,Sample missing,,,,,
Hainbach,down,2,10/05/18,y,,,,,,
Russbach,up,1,14/05/18,y,,,,,,
Russbach,up,2,14/05/18,y,,,,,,
Otterbach,up,1,14/05/18,y,,,,,,
Otterbach,up,2,14/05/18,y,,,,,,
Otterbach,down,2,14/05/18,y,,,,,,
Dierbach,up,1,14/05/18,y,,,,,,
Dierbach,up,2,14/05/18,y,,,,,,
Dierbach,down,1,14/05/18,y,,,,,,
Dierbach,down,2,14/05/18,y,,,,,,
Klingbach,up,1,14/05/18,y,,,,,,
Klingbach,up,2,14/05/18,y,,,,,,
Klingbach,down,1,14/05/18,y,,,,,,
Klingbach,down,2,14/05/18,y,,,,,,
Kaiserbach,down,1,14/05/18,y,,,,,,
Isenach,up,1,15/05/18,y,,,,,,
Isenach,up,2,15/05/18,y,,,,,,
Isenach,down,1,15/05/18,y,,,,,,
Kropsbach,up,1,15/05/18,y,,,,,,
Kropsbach,up,2,15/05/18,y,,,,,,
Triefenbach,up,1,15/05/18,y,,,,,,
Triefenbach,up,2,15/05/18,y,,,,,,
Triefenbach,down,1,15/05/18,y,,,,,,
Triefenbach,down,2,15/05/18,y,,,,,,
Modenbach,up,1,15/05/18,,sample missing,,,,,
Modenbach,up,2,15/05/18,y,,,,,,
Modenbach,down,1,15/05/18,y,,,,,,
Modenbach,down,2,15/05/18,y,,,,,,
Hainbach,up,1,15/05/18,y,,,,,,
Hainbach,down,1,15/05/18,y,,,,,,
Hainbach,down,2,15/05/18,y,,,,,,
Russbach,up,1,17/05/18,y,,,,,,
Russbach,up,2,17/05/18,y,,,,,,
Russbach,down,1,17/05/18,y,,,,,,
Russbach,down,2,17/05/18,y,,,,,,
Otterbach,up,1,17/05/18,y,,,,,,
Otterbach,up,2,17/05/18,y,,,,,,
Otterbach,down,1,17/05/18,y,,,,,,
Dierbach,up,1,17/05/18,y,,,,,,
Dierbach,up,2,17/05/18,y,,,,,,
Dierbach,down,1,17/05/18,y,,,,,,
Dierbach,down,2,17/05/18,y,,,,,,
Klingbach,up,1,17/05/18,,"Falle war weg und somit konnte keine Emergenz eingesammelt werden, missing sample",,,,,
Klingbach,down,1,17/05/18,y,,,,,,
Klingbach,down,2,17/05/18,y,,,,,,
Kaiserbach,up,1,17/05/18,y,,,,,,
Kaiserbach,up,2,17/05/18,y,,,,,,
Kaiserbach,down,1,17/05/18,y,,,,,,
Kaiserbach,down,2,17/05/18,y,,,,,,
Isenach,up,1,17/05/18,y,,,,,,
Isenach,up,2,17/05/18,y,,,,,,
Isenach,down,1,17/05/18,y,,,,,,
Isenach,down,2,17/05/18,y,,,,,,
Kropsbach,up,1,17/05/18,y,,,,,,
Kropsbach,up,2,17/05/18,y,,,,,,
Kropsbach,down,1,17/05/18,y,,,,,,
Kropsbach,down,2,17/05/18,y,,,,,,
Triefenbach,up,1,17/05/18,y,,,,,,
Triefenbach,up,2,17/05/18,y,,,,,,
Triefenbach,down,1,17/05/18,y,,,,,,
Triefenbach,down,2,17/05/18,y,,,,,,
Modenbach,up,1,17/05/18,y,,,,,,
Modenbach,up,2,17/05/18,y,,,,,,
Modenbach,down,1,17/05/18,y,,,,,,
Modenbach,down,2,17/05/18,y,,,,,,
Hainbach,up,1,17/05/18,y,,,,,,
Hainbach,up,2,17/05/18,y,,,,,,
Hainbach,down,1,17/05/18,y,,,,,,
Hainbach,down,2,17/05/18,y,,,,,,
Russbach,up,1,22/05/18,y,,,,,,
Russbach,up,2,22/05/18,y,,,,,,
Russbach,down,1,22/05/18,y,,,,,,
Russbach,down,2,22/05/18,y,,,,,,
Otterbach,up,1,22/05/18,y,,,,,,
Otterbach,up,2,22/05/18,y,,,,,,
Otterbach,down,1,22/05/18,y,,,,,,
Otterbach,down,2,22/05/18,y,2.1 und 2.2 fertig bestimmt,,,,,
Dierbach,up,1,22/05/18,y,,,,,,
Dierbach,up,2,22/05/18,y,,,,,,
Dierbach,down,1,22/05/18,y,,,,,,
Dierbach,down,2,22/05/18,y,,,,,,
Klingbach,up,1,22/05/18,y,,,,,,
Klingbach,up,2,22/05/18,y,,,,,,
Klingbach,down,1,22/05/18,y,,,,,,
Klingbach,down,2,22/05/18,y,,,,,,
Kaiserbach,up,1,22/05/18,y,,,,,,
Kaiserbach,up,2,22/05/18,y,,,,,,
Kaiserbach,down,1,22/05/18,y,,,,,,
Kaiserbach,down,2,22/05/18,y,,,,,,
Isenach,up,1,22/05/18,y,,,,,,
Isenach,up,2,22/05/18,y,,,,,,
Isenach,down,1,22/05/18,y,2 Proben mit label eine in down 2 in Tabelle geändert (ID 3477-3585 bleibt down 1),,,,,
Isenach,down,2,22/05/18,y,ID 3574-3581; labelled as down 1,,,,,
Kropsbach,up,1,22/05/18,y,,,,,,
Kropsbach,up,2,22/05/18,y,,,,,,
Kropsbach,down,1,22/05/18,y,,,,,,
Kropsbach,down,2,22/05/18,y,,,,,,
Triefenbach,up,1,22/05/18,y,,,,,,
Triefenbach,up,2,22/05/18,y,,,,,,
Triefenbach,down,1,22/05/18,y,,,,,,
Triefenbach,down,2,22/05/18,y,,,,,,
Modenbach,up,1,22/05/18,y,,,,,,
Modenbach,up,2,22/05/18,y,,,,,,
Modenbach,down,1,22/05/18,y,,,,,,
Modenbach,down,2,22/05/18,y,,,,,,
Hainbach,up,1,22/05/18,y,,,,,,
Hainbach,up,2,22/05/18,y,,,,,,
Hainbach,down,1,22/05/18,y,,,,,,
Hainbach,down,2,22/05/18,y,,,,,,
Russbach,up,1,24/05/18,y,,,,,,
Russbach,up,2,24/05/18,y,,,,,,
Russbach,down,1,24/05/18,y,,,,,,
Russbach,down,2,24/05/18,y,,,,,,
Otterbach,up,1,24/05/18,y,,,,,,
Otterbach,up,2,24/05/18,y,,,,,,
Otterbach,down,1,24/05/18,y,,,,,,
Otterbach,down,2,24/05/18,y,,,,,,
Dierbach,up,1,24/05/18,y,,,,,,
Dierbach,up,2,24/05/18,y,,,,,,
Dierbach,down,1,24/05/18,y,,,,,,
Dierbach,down,2,24/05/18,y,,,,,,
Klingbach,up,1,24/05/18,y,,,,,,
Klingbach,up,2,24/05/18,y,,,,,,
Klingbach,down,1,24/05/18,y,,,,,,
Klingbach,down,2,24/05/18,y,,,,,,
Kaiserbach,up,1,24/05/18,y,,,,,,
Kaiserbach,up,2,24/05/18,y,,,,,,
Kaiserbach,down,1,24/05/18,y,,,,,,
Kaiserbach,down,2,24/05/18,y,eines mit 24/04/18 auf label und eines mit 24/05/18,,,,,
Isenach,up,1,24/05/18,y,,,,,,
Isenach,up,2,24/05/18,y,,,,,,
Isenach,down,1,24/05/18,y,,,,,,
Isenach,down,2,24/05/18,y,,,,,,
Kropsbach,up,1,24/05/18,y,,,,,,
Kropsbach,up,2,24/05/18,y,,,,,,
Kropsbach,down,1,24/05/18,y,,,,,,
Kropsbach,down,2,24/05/18,y,,,,,,
Triefenbach,up,1,24/05/18,y,,,,,,
Triefenbach,up,2,24/05/18,y,,,,,,
Triefenbach,down,1,24/05/18,y,,,,,,
Triefenbach,down,2,24/05/18,y,,,,,,
Modenbach,up,1,24/05/18,y,,,,,,
Modenbach,up,2,24/05/18,y,,,,,,
Modenbach,down,1,24/05/18,y,,,,,,
Modenbach,down,2,24/05/18,y,,,,,,
Hainbach,up,1,24/05/18,y,,,,,,
Hainbach,up,2,24/05/18,y,,,,,,
Hainbach,down,1,24/05/18,y,,,,,,
Hainbach,down,2,24/05/18,y,,,,,,
Russbach,up,1,28/05/18,y,,,,,,
Russbach,up,2,28/05/18,y,,,,,,
Russbach,down,1,28/05/18,y,,,,,,
Russbach,down,2,28/05/18,y,,,,,,
Otterbach,up,1,28/05/18,y,,,,,,
Otterbach,up,2,28/05/18,y,,,,,,
Otterbach,down,1,28/05/18,y,,,,,,
Otterbach,down,2,28/05/18,y,,,,,,
Dierbach,up,1,28/05/18,y,,,,,,
Dierbach,up,2,28/05/18,y,,,,,,
Dierbach,down,1,28/05/18,y,,,,,,
Dierbach,down,2,28/05/18,y,,,,,,
Klingbach,down,1,28/05/18,y,,,,,,
Klingbach,down,2,28/05/18,y,,,,,,
Isenach,up,1,28/05/18,y,,,,,,
Isenach,up,2,28/05/18,y,,,,,,
Isenach,down,1,28/05/18,y,,,,,,
Isenach,down,2,28/05/18,y,,,,,,
Kropsbach,down,1,28/05/18,y,"kann sein, dass keine Probe da, weil Fallen kaputt",,,,,
Kropsbach,down,2,28/05/18,y,"kann sein, dass keine Probe da, weil Fallen kaputt",,,,,
Triefenbach,down,1,28/05/18,y,,,,,,
Triefenbach,down,2,28/05/18,y,,,,,,
Modenbach,up,1,28/05/18,y,,,,,,
Modenbach,up,2,28/05/18,y,,,,,,
Modenbach,down,1,28/05/18,y,,,,,,
Modenbach,down,2,28/05/18,y,,,,,,
Hainbach,up,1,28/05/18,y,,,,,,
Hainbach,up,2,28/05/18,y,,,,,,
Hainbach,down,1,28/05/18,y,,,,,,
Hainbach,down,2,28/05/18,y,,,,,,
Russbach,up,1,30/05/18,y,,,,,,
Russbach,up,2,30/05/18,y,,,,,,
Russbach,down,1,30/05/18,y,,,,,,
Russbach,down,2,30/05/18,y,,,,,,
Otterbach,up,1,30/05/18,y,,,,,,
Otterbach,up,2,30/05/18,y,,,,,,
Otterbach,down,1,30/05/18,y,,,,,,
Otterbach,down,2,30/05/18,y,,,,,,
Dierbach,up,1,30/05/18,y,,,,,,
Dierbach,up,2,30/05/18,y,,,,,,
Dierbach,down,1,30/05/18,y,,,,,,
Dierbach,down,2,30/05/18,y,,,,,,
Klingbach,up,1,30/05/18,y,,,,,,
Klingbach,up,2,30/05/18,y,,,,,,
Klingbach,down,1,30/05/18,y,,,,,,
Klingbach,down,2,30/05/18,y,,,,,,
Kaiserbach,up,1,30/05/18,y,,,,,,
Kaiserbach,up,2,30/05/18,y,,,,,,
Kaiserbach,down,1,30/05/18,y,,,,,,
Kaiserbach,down,2,30/05/18,y,,,,,,
Isenach,up,1,30/05/18,y,,,,,,
Isenach,up,2,30/05/18,y,,,,,,
Isenach,down,1,30/05/18,y,,,,,,
Isenach,down,2,30/05/18,y,,,,,,
Triefenbach,up,1,30/05/18,y,,,,,,
Triefenbach,up,2,30/05/18,y,,,,,,
Triefenbach,down,1,30/05/18,y,,,,,,
Triefenbach,down,2,30/05/18,y,,,,,,
Modenbach,up,1,30/05/18,y,,,,,,
Modenbach,down,1,30/05/18,y,,,,,,
Modenbach,down,2,30/05/18,y,,,,,,
Hainbach,up,1,30/05/18,y,,,,,,
Hainbach,up,2,30/05/18,y,no emergence,,,,,
Hainbach,down,1,30/05/18,y,,,,,,
Hainbach,down,2,30/05/18,y,,,,,,
Russbach,up,1,04/06/18,y,,,,,,
Russbach,up,2,04/06/18,y,,,,,,
Russbach,down,1,04/06/18,y,,,,,,
Otterbach,up,1,04/06/18,y,,,,,,
Otterbach,up,2,04/06/18,y,,,,,,
Dierbach,up,1,04/06/18,y,,,,,,
Dierbach,up,2,04/06/18,y,,,,,,
Dierbach,down,1,04/06/18,y,,,,,,
Klingbach,up,1,04/06/18,y,"eine Falle weg und eine total kaputt, keine Emergenz sammelbar",,,,,
Klingbach,down,1,04/06/18,y,,,,,,
Isenach,up,1,04/06/18,y,,,,,,
Isenach,up,2,04/06/18,y,,,,,,
Isenach,down,1,04/06/18,y,,,,,,
Isenach,down,2,04/06/18,y,,,,,,
Kropsbach,up,1,04/06/18,y,"eine Falle weg und eine total kaputt, keine Emergenz sammelbar",,,,,
Triefenbach,up,1,04/06/18,y,,,,,,
Triefenbach,down,1,04/06/18,y,,,,,,
Triefenbach,down,2,04/06/18,y,,,,,,
Modenbach,up,1,04/06/18,y,,,,,,
Hainbach,up,1,04/06/18,y,,,,,,
Russbach,up,1,08/06/18,y,,,,,,
Russbach,up,2,08/06/18,y,labelled with 09/06/18,,,,,
Russbach,down,1,08/06/18,y,labelled with 09/06/18,,,,,
Russbach,down,2,08/06/18,y,labelled with 09/06/18,,,,,
Otterbach,up,1,08/06/18,y,labelled with 09/06/18,,,,,
Otterbach,up,2,08/06/18,y,labelled with 09/06/18,,,,,
Otterbach,down,1,08/06/18,y,labelled with 09/06/18,,,,,
Otterbach,down,2,08/06/18,y,labelled with 09/06/18,,,,,
Dierbach,up,1,08/06/18,y,labelled with 09/06/18,,,,,
Dierbach,up,2,08/06/18,y,labelled with 09/06/18,,,,,
Dierbach,down,1,08/06/18,y,labelled with 09/06/18,,,,,
Dierbach,down,2,08/06/18,y,labelled with 09/06/18,,,,,
Klingbach,down,1,08/06/18,y,labelled with 09/06/18,,,,,
Klingbach,down,2,08/06/18,y,labelled with 09/06/18,,,,,
Kaiserbach,up,1,08/06/18,y,labelled with 09/06/18,,auf Label up2,,,
Kaiserbach,up,2,08/06/18,y,labelled with 09/06/18,,2 Proben mit diesem Label eine als up1 in Tabellle,,,
Kaiserbach,down,1,08/06/18,y,labelled with 09/06/18,,"Kaiser 1, 1.1 und 1.2 bestimmt",,,
Kaiserbach,down,2,08/06/18,y,labelled with 09/06/18,,,,,
Isenach,up,1,09/06/18,y,Label: Isen up 1 10/06/18,,,,,
Isenach,up,2,09/06/18,y,Label: Isen up 2 10/06/18,,,,,
Isenach,down,1,09/06/18,y,Label: Isen down 1 10/06/18,,eine Libelle schon bestimmt,,,
Isenach,down,2,09/06/18,y,Label: Isen down 2 10/06/18,,,,,
Triefenbach,up,1,08/06/18,y,labelled with 09/06/18,,,,,
Triefenbach,up,2,08/06/18,y,labelled with 09/06/18,,,,,
Triefenbach,down,1,08/06/18,y,labelled with 09/06/18,,,,,
Triefenbach,down,2,08/06/18,y,labelled with 09/06/18,,,,,
Modenbach,up,1,08/06/18,y,labelled with 09/06/18,,,,,
Modenbach,up,2,08/06/18,y,labelled with 09/06/18,,,,,
Modenbach,down,1,08/06/18,y,labelled with 09/06/18,,,,,
Modenbach,down,2,08/06/18,y,labelled with 09/06/18,,,,,
Hainbach,up,1,08/06/18,y,labelled with 09/06/18,,,,,
Hainbach,up,2,08/06/18,y,labelled with 09/06/18,,,,,
Russbach,up,1,11/06/18,y,,,,,,
Russbach,up,2,11/06/18,y,,,,,,
Russbach,down,1,11/06/18,y,,,,,,
Russbach,down,2,11/06/18,y,,,,,,
Otterbach,up,1,11/06/18,y,,,,,,
Otterbach,up,2,11/06/18,y,,,,,,
Dierbach,up,1,11/06/18,y,,,,,,
Dierbach,down,1,11/06/18,y,,,,,,
Dierbach,down,2,11/06/18,y,,,,,,
Klingbach,up,1,11/06/18,y,"Falle voll mit Wasser, keine Emergenz sammelbar",,,,,
Klingbach,up,2,11/06/18,y,"Falle voll mit Wasser, keine Emergenz sammelbar",,,,,
Klingbach,down,1,11/06/18,y,,,,,,
Kaiserbach,up,1,11/06/18,y,,,,,,
Kaiserbach,up,2,11/06/18,y,,,,,,
Kaiserbach,down,1,11/06/18,y,,,,,,
Kaiserbach,down,2,11/06/18,y,,,,,,
Isenach,up,1,11/06/18,y,,,,,,
Isenach,up,2,11/06/18,y,,,,,,
Isenach,down,1,11/06/18,y,,,,,,
Isenach,down,2,11/06/18,y,,,,,,
Kropsbach,up,1,11/06/18,y,,,,,,
Kropsbach,up,2,11/06/18,y,,,,,,
Kropsbach,down,1,11/06/18,y,,,,,,
Kropsbach,down,2,11/06/18,y,,,,,,
Triefenbach,up,1,11/06/18,y,,,,,,
Triefenbach,up,2,11/06/18,y,,,,,,
Triefenbach,down,1,11/06/18,y,,,,,,
Triefenbach,down,2,11/06/18,y,,,,,,
Modenbach,up,1,11/06/18,y,,,,,,
Modenbach,up,2,11/06/18,y,,,,,,
Modenbach,down,1,11/06/18,y,,,,,,
Hainbach,down,1,11/06/18,y,,,,,,
Hainbach,down,2,11/06/18,y,,,,,,
Russbach,up,1,14/06/18,y,,,,,,
Russbach,up,2,14/06/18,y,,,,,,
Russbach,down,1,14/06/18,y,,,,,,
Russbach,down,2,14/06/18,y,,,,,,
Otterbach,up,1,14/06/18,y,2 mit diesem Label eine in up 2 geändert in Tabelle ID 5915-5918,,,,,
Otterbach,up,2,14/06/18,y,Label: Otterbach up 1 14/06/18; in up 2 geändert in Tabelle,,,,,
Otterbach,down,1,14/06/18,y,"neue Fallen installiert, keine Emergenz sammelbar",,,,,
Otterbach,down,2,14/06/18,y,"neue Fallen installiert, keine Emergenz sammelbar",,,,,
Dierbach,up,1,14/06/18,y,auf label eigentlich up 2,,,,,
Dierbach,up,2,14/06/18,y,2 Proben mit diesem Label eine in up2 in Tabelle umgenannt,,,,,
Dierbach,down,1,14/06/18,y,,,,,,
Dierbach,down,2,14/06/18,y,,,,,,
Klingbach,up,1,14/06/18,y,no emergence,,,,,
Klingbach,down,1,14/06/18,y,,,,,,
Kaiserbach,up,1,14/06/18,y,,,,,,
Kaiserbach,up,2,14/06/18,y,,,,,,
Kaiserbach,down,1,14/06/18,y,,,,,,
Kaiserbach,down,2,14/06/18,y,,,,,,
Isenach,up,1,15/06/18,y,,,,,,
Isenach,up,2,15/06/18,y,,,,,,
Isenach,down,1,14/06/18,y,,,,,,
Isenach,down,2,14/06/18,y,,,,,,
Kropsbach,up,1,14/06/18,y,,,,,,
Kropsbach,down,1,14/06/18,y,"Falle weg, keine neue installiert",,,,,
Kropsbach,down,2,14/06/18,y,"Falle weg, keine neue installiert",,,,,
Triefenbach,up,1,14/06/18,y,,,,,,
Triefenbach,up,2,14/06/18,y,,,,,,
Triefenbach,down,1,14/06/18,,"Eppi labelled as Hain down 2, but marked with black dot",,,,,
Triefenbach,down,2,14/06/18,y,,,,,,
Modenbach,up,1,14/06/18,y,,,,,,
Modenbach,up,2,14/06/18,y,no emergence,,,,,
Modenbach,down,1,14/06/18,y,"Flasche komplett voll mit Wasser, daher keine Emergenz sammelbar",,,,,
Hainbach,up,1,14/06/18,y,,,,,,
Hainbach,up,2,14/06/18,y,,,,,,
Hainbach,down,1,14/06/18,y,,,,,,
Hainbach,down,2,14/06/18,y,vermutlich missing sample,,,,,
Russbach,up,1,18/06/18,y,,,,,,
Russbach,up,2,18/06/18,y,,,,,,
Russbach,down,1,18/06/18,y,,,,,,
Russbach,down,2,18/06/18,y,,,,,,
Otterbach,up,1,18/06/18,y,,,,,,
Otterbach,up,2,18/06/18,y,,,,,,
Otterbach,down,1,18/06/18,y,Otter down 1.1 und 1.2 bestimmt,,,,,
Otterbach,down,2,18/06/18,y,,,,,,
Dierbach,up,1,18/06/18,y,,,,,,
Dierbach,up,2,18/06/18,y,,,,,,
Dierbach,down,1,18/06/18,y,,,,,,
Dierbach,down,2,18/06/18,y,,,,,,
Klingbach,up,1,18/06/18,v,,,,,,
Klingbach,up,2,18/06/18,y,,,,,,
Klingbach,down,1,18/06/18,y,,,,,,
Klingbach,down,2,18/06/18,y,,,,,,
Kaiserbach,up,1,18/06/18,y,,,,,,
Kaiserbach,up,2,18/06/18,y,,,,,,
Kaiserbach,down,1,18/06/18,y,,,,,,
Kaiserbach,down,2,18/06/18,y,,,,,,
Isenach,up,1,18/06/18,y,,,,,,
Isenach,up,2,18/06/18,y,,,,,,
Isenach,down,1,18/06/18,y,,,,,,
Isenach,down,2,18/06/18,y,,,,,,
Kropsbach,up,1,18/06/18,y,,,,,,
Kropsbach,up,2,18/06/18,y,"am 14/06/18 ging Falle kaputt und konnte weder repariert noch ersetzte werden, deswegen ist am 18/06/18 keine zweite Probe vorhanden; am 18/06/18 neue Falle eingesetzt, so dass ab dann wieder 2 Fallen im Bach waren",,,,,
Kropsbach,down,1,18/06/18,y,"am 14/06/18 war keine Falle mehr da und konnte nich ersetzt werden, also hier keine Probe da; am 18/06/18 wurden 2 neue Fallen installiert",,,,,
Kropsbach,down,2,18/06/18,y,"am 14/06/18 war keine Falle mehr da und konnte nich ersetzt werden, also hier keine Probe da; am 18/06/18 wurden 2 neue Fallen installiert",,,,,
Triefenbach,up,1,18/06/18,y,,,,,,
Triefenbach,up,2,18/06/18,y,,,,,,
Triefenbach,down,1,18/06/18,y,,,,,,
Triefenbach,down,2,18/06/18,y,,,,,,
Modenbach,up,1,18/06/18,y,,,,,,
Modenbach,up,2,18/06/18,y,,,,,,
Modenbach,down,1,18/06/18,y,,,,,,
Modenbach,down,2,18/06/18,y,,,,,,
Hainbach,up,1,18/06/18,y,,,,,,
Hainbach,up,2,18/06/18,y,,,,,,
Hainbach,down,1,18/06/18,y,,,,,,
Hainbach,down,2,18/06/18,y,,,,,,
Russbach,up,1,21/06/18,y,,,,,,
Russbach,up,2,21/06/18,y,,,,,,
Russbach,down,1,21/06/18,y,,,,,,
Russbach,down,2,21/06/18,y,,,,,,
Otterbach,up,1,21/06/18,y,,,,,,
Otterbach,up,2,21/06/18,y,,,,,,
Otterbach,down,1,21/06/18,y,,,,,,
Otterbach,down,2,21/06/18,y,,,,,,
Dierbach,up,1,21/06/18,y,,,,,,
Dierbach,up,2,21/06/18,y,,,,,,
Dierbach,down,1,21/06/18,y,,,,,,
Dierbach,down,2,21/06/18,y,,,,,,
Klingbach,up,1,21/06/18,y,,,,,,
Klingbach,up,2,21/06/18,y,,,,,,
Klingbach,down,1,21/06/18,y,,,,,,
Klingbach,down,2,21/06/18,y,,,,,,
Kaiserbach,up,1,21/06/18,y,,,,,,
Kaiserbach,up,2,21/06/18,y,,,,,,
Kaiserbach,down,1,21/06/18,y,,,,,,
Kaiserbach,down,2,21/06/18,,Sample missing,,,,,
Isenach,up,1,21/06/18,y,,,,,,
Isenach,up,2,21/06/18,y,,,,,,
Isenach,down,1,21/06/18,y,,,,,,
Isenach,down,2,21/06/18,y,,,,,,
Kropsbach,up,1,21/06/18,y,,,,,,
Kropsbach,up,2,21/06/18,y,,,,,,
Kropsbach,down,1,21/06/18,y,Krops down 1.1 und 1,,,,,
Kropsbach,down,2,21/06/18,y,,,,,,
Triefenbach,up,1,21/06/18,y,,,,,,
Triefenbach,up,2,21/06/18,y,,,,,,
Triefenbach,down,1,21/06/18,y,keine Zahl hinter down,,,,,
Triefenbach,down,2,21/06/18,y,no emergence,,,,,
Modenbach,up,1,21/06/18,y,,,,,,
Modenbach,up,2,21/06/18,y,,,,,,
Modenbach,down,1,21/06/18,y,,,,,,
Modenbach,down,2,21/06/18,y,,,,,,
Hainbach,up,1,21/06/18,y,,,,,,
Hainbach,up,2,21/06/18,y,,,,,,
Hainbach,down,1,21/06/18,y,,,,,,
Hainbach,down,2,21/06/18,y,,,,,,
Russbach,up,1,25/06/18,y,,,,,,
Russbach,up,2,25/06/18,y,,,,,,
Russbach,down,1,25/06/18,y,,,,,,
Russbach,down,2,25/06/18,y,,,,,,
Otterbach,up,1,25/06/18,y,,,,,,
Otterbach,up,2,25/06/18,y,,,,,,
Otterbach,down,1,25/06/18,y,,,,,,
Otterbach,down,2,25/06/18,y,,,,,,
Dierbach,up,1,25/06/18,y,,,,,,
Dierbach,up,2,25/06/18,y,,,,,,
Dierbach,down,1,25/06/18,y,,,,,,
Dierbach,down,2,25/06/18,y,,,,,,
Klingbach,up,1,25/06/18,y,,,,,,
Klingbach,up,2,25/06/18,y,,,,,,
Klingbach,down,1,25/06/18,y,,,,,,
Kaiserbach,up,1,25/06/18,y,,,,,,
Kaiserbach,up,2,25/06/18,y,,,,,,
Kaiserbach,down,1,25/06/18,y,,,,,,
Kaiserbach,down,2,25/06/18,y,schwer leserlich wahrscheinlich 2,,,,,
Isenach,up,1,25/06/18,y,,,,,,
Isenach,up,2,25/06/18,y,,,,,,
Isenach,down,1,25/06/18,y,,,,,,
Isenach,down,2,25/06/18,y,,,,,,
Kropsbach,up,1,25/06/18,y,,,,,,
Kropsbach,up,2,25/06/18,y,,,,,,
Kropsbach,down,1,25/06/18,y,,,,,,
Kropsbach,down,2,25/06/18,y,2 und 2.1 bestimmt,,,,,
Triefenbach,up,1,25/06/18,y,,,,,,
Triefenbach,up,2,25/06/18,y,,,,,,
Triefenbach,down,1,25/06/18,y,,,,,,
Triefenbach,down,2,25/06/18,y,,,,,,
Modenbach,up,1,25/06/18,y,,,,,,
Modenbach,up,2,25/06/18,y,,,,,,
Modenbach,down,1,25/06/18,y,,,,,,
Modenbach,down,2,25/06/18,y,,,,,,
Hainbach,up,1,25/06/18,y,,,,,,
Hainbach,up,2,25/06/18,y,,,,,,
Hainbach,down,1,25/06/18,y,,,,,,
Hainbach,down,2,25/06/18,y,,,,,,
Russbach,up,1,28/06/18,y,,,,,,
Russbach,up,2,28/06/18,y,,,,,,
Russbach,down,1,28/06/18,y,,,,,,
Russbach,down,2,28/06/18,y,,,,,,
Otterbach,up,1,28/06/18,y,,,,,,
Otterbach,up,2,28/06/18,y,,,,,,
Otterbach,down,1,28/06/18,y,,,,,,
Otterbach,down,2,28/06/18,y,,,,,,
Dierbach,up,1,28/06/18,y,,,,,,
Dierbach,up,2,28/06/18,y,,,,,,
Dierbach,down,1,28/06/18,y,,,,,,
Dierbach,down,2,28/06/18,y,,,,,,
Klingbach,up,1,28/06/18,y,1 und 1.2 bestimmt,,,,,
Klingbach,up,2,28/06/18,y,,,,,,
Klingbach,down,1,28/06/18,y,,,,,,
Klingbach,down,2,28/06/18,y,,,,,,
Kaiserbach,up,1,28/06/18,y,,,,,,
Kaiserbach,up,2,28/06/18,y,,,,,,
Kaiserbach,down,1,28/06/18,y,,,,,,
Kaiserbach,down,2,28/06/18,y,,,,,,
Isenach,up,1,28/06/18,y,,,,,,
Isenach,up,2,28/06/18,y,,,,,,
Isenach,down,1,28/06/18,y,,,,,,
Isenach,down,2,28/06/18,y,,,,,,
Kropsbach,up,1,28/06/18,y,,,,,,
Kropsbach,up,2,28/06/18,y,,,,,,
Kropsbach,down,1,28/06/18,y,,,,,,
Kropsbach,down,2,28/06/18,y,,,,,,
Triefenbach,up,1,28/06/18,y,,,,,,
Triefenbach,up,2,28/06/18,y,,,,,,
