Site,Date,Variable,Qualifier,Value,Unit,Comment,Site UFZ,
Kropsbach down,21/06/2018,Flow 3,,0.2,m/sec,,RP_Krops,
Kropsbach down,21/06/2018,Flow UFZ,,0.25,m/sec,,RP_Krops,
Isenach down,21/06/2018,Weather,,cloudy,,,RP_Isen,
Isenach down,21/06/2018,time,,13:00,hh:mm,,RP_Isen,
Isenach down,21/06/2018,water temperature,,18.7,°C,,RP_Isen,
Isenach down,21/06/2018,air temperature,,26.7,°C,,RP_Isen,
Isenach down,21/06/2018,pH,,7.63,,,RP_Isen,
Isenach down,21/06/2018,conductivity,,480,uS/cm,,RP_Isen,
Isenach down,21/06/2018,Dissolved Oxygen,,94.3,%,,RP_Isen,
Isenach down,21/06/2018,Dissolved Oxygen,,8.8,mg/L,,RP_Isen,
Isenach down,21/06/2018,NO2,,0.02,mg/L,,RP_Isen,
Isenach down,21/06/2018,NO3,,13,mg/L,,RP_Isen,
Isenach down,21/06/2018,PO4,,0.5,mg/L,,RP_Isen,
Isenach down,21/06/2018,NH4,<,0.1,mg/L,,RP_Isen,
Isenach down,21/06/2018,Cl,>,50,mg/L,,RP_Isen,
Isenach down,21/06/2018,SO4,,39,mg/L,,RP_Isen,
Isenach down,21/06/2018,Cu,<,0.1,mg/L,,RP_Isen,
Isenach down,21/06/2018,Flow 1,,0.12,m/sec,,RP_Isen,
Isenach down,21/06/2018,Flow 2,,0.14,m/sec,,RP_Isen,
Isenach down,21/06/2018,Flow 3,,0.13,m/sec,,RP_Isen,
Isenach down,21/06/2018,Flow UFZ,,0.11,m/sec,,RP_Isen,
Isenach up,21/06/2018,Weather,,cloudy,,,RP_Isen_R,
Isenach up,21/06/2018,time,,14:00,hh:mm,,RP_Isen_R,
Isenach up,21/06/2018,water temperature,,16.2,°C,,RP_Isen_R,
Isenach up,21/06/2018,air temperature,,18.5,°C,,RP_Isen_R,
Isenach up,21/06/2018,pH,,7.3,,,RP_Isen_R,
Isenach up,21/06/2018,conductivity,,174,uS/cm,,RP_Isen_R,
Isenach up,21/06/2018,Dissolved Oxygen,,100.6,%,,RP_Isen_R,
Isenach up,21/06/2018,Dissolved Oxygen,,9.82,mg/L,,RP_Isen_R,
Isenach up,21/06/2018,NO2,,0.01,mg/L,,RP_Isen_R,
Isenach up,21/06/2018,NO3,,1.3,mg/L,,RP_Isen_R,
Isenach up,21/06/2018,PO4,,0.5,mg/L,,RP_Isen_R,
Isenach up,21/06/2018,NH4,,0.4,mg/L,,RP_Isen_R,
Isenach up,21/06/2018,Cl,,22,mg/L,,RP_Isen_R,
Isenach up,21/06/2018,SO4,,30,mg/L,,RP_Isen_R,
Isenach up,21/06/2018,Cu,<,0.1,mg/L,,RP_Isen_R,
Isenach up,21/06/2018,Flow 1,,0.26,m/sec,,RP_Isen_R,
Isenach up,21/06/2018,Flow 2,,0.37,m/sec,,RP_Isen_R,
Isenach up,21/06/2018,Flow 3,,0.35,m/sec,,RP_Isen_R,
Isenach up,21/06/2018,Flow UFZ,,0.2,m/sec,,RP_Isen_R,
Modenbach down,30/05/2018,Weather,,sunny,,,RP_Moden,
Modenbach down,30/05/2018,time,,14:15,hh:mm,,RP_Moden,
Modenbach down,30/05/2018,water temperature,,18.6,°C,,RP_Moden,
Modenbach down,30/05/2018,air temperature,,24.4,°C,,RP_Moden,
Modenbach down,30/05/2018,pH,,7.11,,,RP_Moden,
Modenbach down,30/05/2018,conductivity,,364,uS/cm,,RP_Moden,
Modenbach down,30/05/2018,Dissolved Oxygen,,94.6,%,,RP_Moden,
Modenbach down,30/05/2018,Dissolved Oxygen,,8.75,mg/L,,RP_Moden,
Modenbach down,30/05/2018,NO2,,0.02,mg/L,,RP_Moden,
Modenbach down,30/05/2018,NO3,,1.8,mg/L,,RP_Moden,
Modenbach down,30/05/2018,PO4,,1.7,mg/L,,RP_Moden,
Modenbach down,30/05/2018,NH4,<,0.1,mg/L,,RP_Moden,
Modenbach down,30/05/2018,Cl,,22,mg/L,,RP_Moden,
Modenbach down,30/05/2018,SO4,,31,mg/L,,RP_Moden,
Modenbach down,30/05/2018,Cu,<,0.1,mg/L,,RP_Moden,
Modenbach down,30/05/2018,Flow 1,,0.48,m/sec,,RP_Moden,
Modenbach down,30/05/2018,Flow 2,,0.36,m/sec,,RP_Moden,
Modenbach down,30/05/2018,Flow 3,,0.45,m/sec,,RP_Moden,
Modenbach down,30/05/2018,Flow UFZ,,0.25,m/sec,,RP_Moden,
Modenbach up,30/05/2018,Weather,,sunny,,,RP_Moden_R,
Modenbach up,30/05/2018,time,,15:15,hh:mm,,RP_Moden_R,
Modenbach up,30/05/2018,water temperature,,18.6,°C,,RP_Moden_R,
Modenbach up,30/05/2018,air temperature,,24.4,°C,,RP_Moden_R,
Modenbach up,30/05/2018,pH,,7.11,,,RP_Moden_R,
Modenbach up,30/05/2018,conductivity,,364,uS/cm,,RP_Moden_R,
Modenbach up,30/05/2018,Dissolved Oxygen,,94.6,%,,RP_Moden_R,
Modenbach up,30/05/2018,Dissolved Oxygen,,8.75,mg/L,,RP_Moden_R,
Modenbach up,30/05/2018,NO2,,0.02,mg/L,,RP_Moden_R,
Modenbach up,30/05/2018,NO3,<,1,mg/L,,RP_Moden_R,
Modenbach up,30/05/2018,PO4,,1.4,mg/L,,RP_Moden_R,
Modenbach up,30/05/2018,NH4,<,0.1,mg/L,,RP_Moden_R,
Modenbach up,30/05/2018,Cl,,8,mg/L,,RP_Moden_R,
Modenbach up,30/05/2018,SO4,,21,mg/L,,RP_Moden_R,
Modenbach up,30/05/2018,Cu,<,0.1,mg/L,,RP_Moden_R,
Modenbach up,30/05/2018,Flow 1,,0.48,m/sec,,RP_Moden_R,
Modenbach up,30/05/2018,Flow 2,,0.36,m/sec,,RP_Moden_R,
Modenbach up,30/05/2018,Flow 3,,0.45,m/sec,,RP_Moden_R,
Modenbach up,30/05/2018,Flow UFZ,,0.25,m/sec,,RP_Moden_R,
Hainbach up ,30/05/2018,Weather,,sunny,,,RP_Hain_R,
Hainbach up ,30/05/2018,time,,1600,hh:mm,,RP_Hain_R,
Hainbach up ,30/05/2018,water temperature,,15.7,°C,,RP_Hain_R,
Hainbach up ,30/05/2018,air temperature,,20.6,°C,,RP_Hain_R,
Hainbach up ,30/05/2018,pH,,7.04,,,RP_Hain_R,
Hainbach up ,30/05/2018,conductivity,,123,uS/cm,,RP_Hain_R,
Hainbach up ,30/05/2018,Dissolved Oxygen,,97.9,%,,RP_Hain_R,
Hainbach up ,30/05/2018,Dissolved Oxygen,,9.44,mg/L,,RP_Hain_R,
Hainbach up ,30/05/2018,NO2,,0.02,mg/L,,RP_Hain_R,
Hainbach up ,30/05/2018,NO3,<,1,mg/L,,RP_Hain_R,
Hainbach up ,30/05/2018,PO4,,1.4,mg/L,,RP_Hain_R,
Hainbach up ,30/05/2018,NH4,<,0.1,mg/L,,RP_Hain_R,
Hainbach up ,30/05/2018,Cl,,1,mg/L,,RP_Hain_R,
Hainbach up ,30/05/2018,SO4,,21,mg/L,,RP_Hain_R,
Hainbach up ,30/05/2018,Cu,<,0.1,mg/L,,RP_Hain_R,
Hainbach up ,30/05/2018,Flow 1,,0.17,m/sec,,RP_Hain_R,
Hainbach up ,30/05/2018,Flow 2,,0.07,m/sec,,RP_Hain_R,
Hainbach up ,30/05/2018,Flow 3,,0.16,m/sec,,RP_Hain_R,
Hainbach up ,30/05/2018,Flow UFZ,,0.2,m/sec,,RP_Hain_R,
Hainbach down,30/05/2018,Weather,,sunny,,,RP_Hain,
Hainbach down,30/05/2018,time,,1615,hh:mm,,RP_Hain,
Hainbach down,30/05/2018,water temperature,,19.1,°C,,RP_Hain,
Hainbach down,30/05/2018,air temperature,,21.1,°C,,RP_Hain,
Hainbach down,30/05/2018,pH,,7.21,,,RP_Hain,
Hainbach down,30/05/2018,conductivity,,188,uS/cm,,RP_Hain,
Hainbach down,30/05/2018,Dissolved Oxygen,,87.9,%,,RP_Hain,
Hainbach down,30/05/2018,Dissolved Oxygen,,7.98,mg/L,,RP_Hain,
Hainbach down,30/05/2018,NO2,,0.02,mg/L,,RP_Hain,
Hainbach down,30/05/2018,NO3,,1.6,mg/L,,RP_Hain,
Hainbach down,30/05/2018,PO4,,2,mg/L,,RP_Hain,
Hainbach down,30/05/2018,NH4,,0.1,mg/L,,RP_Hain,
Hainbach down,30/05/2018,Cl,,10,mg/L,,RP_Hain,
Hainbach down,30/05/2018,SO4,,23,mg/L,,RP_Hain,
Hainbach down,30/05/2018,Cu,<,0.1,mg/L,,RP_Hain,
Hainbach down,30/05/2018,Flow 1,,0.25,m/sec,,RP_Hain,
Hainbach down,30/05/2018,Flow 2,,0.09,m/sec,,RP_Hain,
Hainbach down,30/05/2018,Flow 3,,0.07,m/sec,,RP_Hain,
Hainbach down,30/05/2018,Flow UFZ,,0.15,m/sec,,RP_Hain,
Grünbach,29/05/2018,Weather,,cloudy,,,BW_Grün,
Grünbach,29/05/2018,time,,NA,hh:mm,,BW_Grün,
Grünbach,29/05/2018,water temperature,,19,°C,,BW_Grün,
Grünbach,29/05/2018,air temperature,,19.7,°C,,BW_Grün,
Grünbach,29/05/2018,pH,,7.84,,,BW_Grün,
Grünbach,29/05/2018,conductivity,,376,uS/cm,,BW_Grün,
Grünbach,29/05/2018,Dissolved Oxygen,,79,%,,BW_Grün,
Grünbach,29/05/2018,Dissolved Oxygen,,7.27,mg/L,,BW_Grün,
Grünbach,29/05/2018,NO2,,0.02,mg/L,,BW_Grün,
Grünbach,29/05/2018,NO3,,1.5,mg/L,,BW_Grün,
Grünbach,29/05/2018,PO4,,1.1,mg/L,,BW_Grün,
Grünbach,29/05/2018,NH4,<,0.1,mg/L,,BW_Grün,
Grünbach,29/05/2018,Cl,,24,mg/L,,BW_Grün,
Grünbach,29/05/2018,SO4,,24,mg/L,,BW_Grün,
Grünbach,29/05/2018,Cu,>,0.1,mg/L,,BW_Grün,
Grünbach,29/05/2018,Flow 1,,0.05,m/sec,,BW_Grün,
Grünbach,29/05/2018,Flow 2,,0.05,m/sec,,BW_Grün,
Grünbach,29/05/2018,Flow 3,,0.29,m/sec,,BW_Grün,
Grünbach,29/05/2018,Flow UFZ,,0.05,m/sec,,BW_Grün,
Russbach down,29/05/2018,Weather,,cloudy,,,RP_Russ,
Russbach down,29/05/2018,time,,NA,hh:mm,,RP_Russ,
Russbach down,29/05/2018,water temperature,,17.6,°C,,RP_Russ,
Russbach down,29/05/2018,air temperature,,20.2,°C,,RP_Russ,
Russbach down,29/05/2018,pH,,7.75,,,RP_Russ,
Russbach down,29/05/2018,conductivity,,360,uS/cm,,RP_Russ,
Russbach down,29/05/2018,Dissolved Oxygen,,8.5,%,,RP_Russ,
Russbach down,29/05/2018,Dissolved Oxygen,,8.78,mg/L,,RP_Russ,
Russbach down,29/05/2018,NO2,,0.01,mg/L,,RP_Russ,
Russbach down,29/05/2018,NO3,,1,mg/L,,RP_Russ,
Russbach down,29/05/2018,PO4,,0.9,mg/L,,RP_Russ,
Russbach down,29/05/2018,NH4,<,0.1,mg/L,,RP_Russ,
Russbach down,29/05/2018,Cl,,15,mg/L,,RP_Russ,
Russbach down,29/05/2018,SO4,,25,mg/L,,RP_Russ,
Russbach down,29/05/2018,Cu,<,0.1,mg/L,,RP_Russ,
Russbach down,29/05/2018,Flow 1,,0.19,m/sec,,RP_Russ,
Russbach down,29/05/2018,Flow 2,,0.22,m/sec,,RP_Russ,
Russbach down,29/05/2018,Flow 3,,0.13,m/sec,,RP_Russ,
Russbach down,29/05/2018,Flow UFZ,,0.3,m/sec,,RP_Russ,
Russbach up,29/05/2018,Weather,,cloudy,,,RP_Russ_R,
Russbach up,29/05/2018,time,,NA,hh:mm,,RP_Russ_R,
Russbach up,29/05/2018,water temperature,,13.7,°C,,RP_Russ_R,
Russbach up,29/05/2018,air temperature,,17.5,°C,,RP_Russ_R,
Russbach up,29/05/2018,pH,,6.96,,,RP_Russ_R,
Russbach up,29/05/2018,conductivity,,121,uS/cm,,RP_Russ_R,
Russbach up,29/05/2018,Dissolved Oxygen,,91.9,%,,RP_Russ_R,
Russbach up,29/05/2018,Dissolved Oxygen,,8.95,mg/L,,RP_Russ_R,
Russbach up,29/05/2018,NO2,,0.01,mg/L,,RP_Russ_R,
Russbach up,29/05/2018,NO3,,1.6,mg/L,,RP_Russ_R,
Russbach up,29/05/2018,PO4,,1.3,mg/L,,RP_Russ_R,
Russbach up,29/05/2018,NH4,<,0.1,mg/L,,RP_Russ_R,
Russbach up,29/05/2018,Cl,,6,mg/L,,RP_Russ_R,
Russbach up,29/05/2018,SO4,,20,mg/L,,RP_Russ_R,
Russbach up,29/05/2018,Cu,<,0.1,mg/L,,RP_Russ_R,
Russbach up,29/05/2018,Flow 1,,0.17,m/sec,,RP_Russ_R,
Russbach up,29/05/2018,Flow 2,,0.26,m/sec,,RP_Russ_R,
Russbach up,29/05/2018,Flow 3,,0.07,m/sec,,RP_Russ_R,
Russbach up,29/05/2018,Flow UFZ,,0.22,m/sec,,RP_Russ_R,
Otterbach up,29/05/2018,Weather,,cloudy,,,RP_Otter_R,
Otterbach up,29/05/2018,time,,NA,hh:mm,,RP_Otter_R,
Otterbach up,29/05/2018,water temperature,,13.1,°C,,RP_Otter_R,
Otterbach up,29/05/2018,air temperature,,18.6,°C,,RP_Otter_R,
Otterbach up,29/05/2018,pH,,7.44,,,RP_Otter_R,
Otterbach up,29/05/2018,conductivity,,183,uS/cm,,RP_Otter_R,
Otterbach up,29/05/2018,Dissolved Oxygen,,93.2,%,,RP_Otter_R,
Otterbach up,29/05/2018,Dissolved Oxygen,,9.52,mg/L,,RP_Otter_R,
Otterbach up,29/05/2018,NO2,<,0.01,mg/L,,RP_Otter_R,
Otterbach up,29/05/2018,NO3,,1.4,mg/L,,RP_Otter_R,
Otterbach up,29/05/2018,PO4,,1.3,mg/L,,RP_Otter_R,
Otterbach up,29/05/2018,NH4,<,0.1,mg/L,,RP_Otter_R,
Otterbach up,29/05/2018,Cl,,9,mg/L,,RP_Otter_R,
Otterbach up,29/05/2018,SO4,<,20,mg/L,,RP_Otter_R,
Otterbach up,29/05/2018,Cu,<,0.1,mg/L,,RP_Otter_R,
Otterbach up,29/05/2018,Flow 1,,0.22,m/sec,,RP_Otter_R,
Otterbach up,29/05/2018,Flow 2,,0.22,m/sec,,RP_Otter_R,
Otterbach up,29/05/2018,Flow 3,,0.3,m/sec,,RP_Otter_R,
Otterbach up,29/05/2018,Flow UFZ,,0.2,m/sec,,RP_Otter_R,
otterbach down,29/05/2018,Weather,,sunny,,,RP_Otter,
otterbach down,29/05/2018,time,,13:00,hh:mm,,RP_Otter,
otterbach down,29/05/2018,water temperature,,17.2,°C,,RP_Otter,
otterbach down,29/05/2018,air temperature,,19.5,°C,,RP_Otter,
otterbach down,29/05/2018,pH,,7.79,,,RP_Otter,
otterbach down,29/05/2018,conductivity,,306,uS/cm,,RP_Otter,
otterbach down,29/05/2018,Dissolved Oxygen,,216,%,,RP_Otter,
otterbach down,29/05/2018,Dissolved Oxygen,,22.4,mg/L,,RP_Otter,
otterbach down,29/05/2018,NO2,<,0.01,mg/L,,RP_Otter,
otterbach down,29/05/2018,NO3,,1.5,mg/L,,RP_Otter,
otterbach down,29/05/2018,PO4,,1.6,mg/L,,RP_Otter,
otterbach down,29/05/2018,NH4,<,0.1,mg/L,,RP_Otter,
otterbach down,29/05/2018,Cl,,22,mg/L,,RP_Otter,
otterbach down,29/05/2018,SO4,,21,mg/L,,RP_Otter,
otterbach down,29/05/2018,Cu,<,0.1,mg/L,,RP_Otter,
otterbach down,29/05/2018,Flow 1,,0.29,m/sec,,RP_Otter,
otterbach down,29/05/2018,Flow 2,,0.1,m/sec,,RP_Otter,
otterbach down,29/05/2018,Flow 3,,0.41,m/sec,,RP_Otter,
otterbach down,29/05/2018,Flow UFZ,,NA,m/sec,,RP_Otter,
Dierbach up,29/05/2018,Weather,,cloudy,,,RP_Dier_R,
Dierbach up,29/05/2018,time,,14:00,hh:mm,,RP_Dier_R,
Dierbach up,29/05/2018,water temperature,,13.6,°C,,RP_Dier_R,
Dierbach up,29/05/2018,air temperature,,18.5,°C,,RP_Dier_R,
Dierbach up,29/05/2018,pH,,6.41,,,RP_Dier_R,
Dierbach up,29/05/2018,conductivity,,112,uS/cm,,RP_Dier_R,
Dierbach up,29/05/2018,Dissolved Oxygen,,97.1,%,,RP_Dier_R,
Dierbach up,29/05/2018,Dissolved Oxygen,,9.97,mg/L,,RP_Dier_R,
Dierbach up,29/05/2018,NO2,,0.01,mg/L,,RP_Dier_R,
Dierbach up,29/05/2018,NO3,,1.9,mg/L,,RP_Dier_R,
Dierbach up,29/05/2018,PO4,,0.9,mg/L,,RP_Dier_R,
Dierbach up,29/05/2018,NH4,<,0.1,mg/L,,RP_Dier_R,
Dierbach up,29/05/2018,Cl,,9,mg/L,,RP_Dier_R,
Dierbach up,29/05/2018,SO4,<,20,mg/L,,RP_Dier_R,
Dierbach up,29/05/2018,Cu,<,0.1,mg/L,,RP_Dier_R,
Dierbach up,29/05/2018,Flow 1,,0.2,m/sec,,RP_Dier_R,
Dierbach up,29/05/2018,Flow 2,,0.2,m/sec,,RP_Dier_R,
Dierbach up,29/05/2018,Flow 3,,0.05,m/sec,,RP_Dier_R,
Dierbach up,29/05/2018,Flow UFZ,,0.2,m/sec,,RP_Dier_R,
Dierbach down,29/05/2018,Weather,,cloudy,,,RP_Dier,
Dierbach down,29/05/2018,time,,13:30,hh:mm,,RP_Dier,
Dierbach down,29/05/2018,water temperature,,17.7,°C,,RP_Dier,
Dierbach down,29/05/2018,air temperature,,22.5,°C,,RP_Dier,
Dierbach down,29/05/2018,pH,,7.73,,,RP_Dier,
Dierbach down,29/05/2018,conductivity,,257,uS/cm,,RP_Dier,
Dierbach down,29/05/2018,Dissolved Oxygen,,94.2,%,,RP_Dier,
Dierbach down,29/05/2018,Dissolved Oxygen,,8.82,mg/L,,RP_Dier,
Dierbach down,29/05/2018,NO2,,0.01,mg/L,,RP_Dier,
Dierbach down,29/05/2018,NO3,,1.4,mg/L,,RP_Dier,
Dierbach down,29/05/2018,PO4,,0.9,mg/L,,RP_Dier,
Dierbach down,29/05/2018,NH4,<,0.1,mg/L,,RP_Dier,
Dierbach down,29/05/2018,Cl,,12,mg/L,,RP_Dier,
Dierbach down,29/05/2018,SO4,<,20,mg/L,,RP_Dier,
Dierbach down,29/05/2018,Cu,<,0.1,mg/L,,RP_Dier,
Dierbach down,29/05/2018,Flow 1,,0.15,m/sec,,RP_Dier,
Dierbach down,29/05/2018,Flow 2,,0.12,m/sec,,RP_Dier,
Dierbach down,29/05/2018,Flow 3,,0.14,m/sec,,RP_Dier,
Dierbach down,29/05/2018,Flow UFZ,,NA,m/sec,,RP_Dier,
Klingbach up,29/05/2018,Weather,,cloudy,,,RP_Kling_R,
Klingbach up,29/05/2018,time,,15:30,hh:mm,,RP_Kling_R,
Klingbach up,29/05/2018,water temperature,,16.9,°C,,RP_Kling_R,
Klingbach up,29/05/2018,air temperature,,19.2,°C,,RP_Kling_R,
Klingbach up,29/05/2018,pH,,7.71,,,RP_Kling_R,
Klingbach up,29/05/2018,conductivity,,266,uS/cm,,RP_Kling_R,
Klingbach up,29/05/2018,Dissolved Oxygen,,290,%,,RP_Kling_R,
Klingbach up,29/05/2018,Dissolved Oxygen,,16.7,mg/L,,RP_Kling_R,
Klingbach up,29/05/2018,NO2,,0.01,mg/L,,RP_Kling_R,
Klingbach up,29/05/2018,NO3,,1.8,mg/L,,RP_Kling_R,
Klingbach up,29/05/2018,PO4,,1.2,mg/L,,RP_Kling_R,
Klingbach up,29/05/2018,NH4,<,0.1,mg/L,,RP_Kling_R,
Klingbach up,29/05/2018,Cl,,20,mg/L,,RP_Kling_R,
Klingbach up,29/05/2018,SO4,<,20,mg/L,,RP_Kling_R,
Klingbach up,29/05/2018,Cu,<,0.1,mg/L,,RP_Kling_R,
Klingbach up,29/05/2018,Flow 1,,0.03,m/sec,,RP_Kling_R,
Klingbach up,29/05/2018,Flow 2,,0.3,m/sec,,RP_Kling_R,
Klingbach up,29/05/2018,Flow 3,,0.27,m/sec,,RP_Kling_R,
Klingbach up,29/05/2018,Flow UFZ,,0.35,m/sec,,RP_Kling_R,
Klingbach down,29/05/2018,Weather,,sunny,,,RP_Kling,
Klingbach down,29/05/2018,time,,1610,hh:mm,,RP_Kling,
Klingbach down,29/05/2018,water temperature,,18.4,°C,,RP_Kling,
Klingbach down,29/05/2018,air temperature,,20.3,°C,,RP_Kling,
Klingbach down,29/05/2018,pH,,7.74,,,RP_Kling,
Klingbach down,29/05/2018,conductivity,,439,uS/cm,,RP_Kling,
Klingbach down,29/05/2018,Dissolved Oxygen,,90.3,%,,RP_Kling,
Klingbach down,29/05/2018,Dissolved Oxygen,,8.4,mg/L,,RP_Kling,
Klingbach down,29/05/2018,NO2,,0.02,mg/L,,RP_Kling,
Klingbach down,29/05/2018,NO3,,2.4,mg/L,,RP_Kling,
Klingbach down,29/05/2018,PO4,,1.1,mg/L,,RP_Kling,
Klingbach down,29/05/2018,NH4,<,0.1,mg/L,,RP_Kling,
Klingbach down,29/05/2018,Cl,,24,mg/L,,RP_Kling,
Klingbach down,29/05/2018,SO4,,25,mg/L,,RP_Kling,
Klingbach down,29/05/2018,Cu,,"<0,1",mg/L,,RP_Kling,
Klingbach down,29/05/2018,Flow 1,,0.27,m/sec,,RP_Kling,
Klingbach down,29/05/2018,Flow 2,,0.28,m/sec,,RP_Kling,
Klingbach down,29/05/2018,Flow 3,,0.19,m/sec,,RP_Kling,
Klingbach down,29/05/2018,Flow UFZ,,0.25,m/sec,,RP_Kling,
Kaiserbach down,29/05/2018,Weather,,sunny,,,RP_Kaiser,
Kaiserbach down,29/05/2018,time,,17:00,hh:mm,,RP_Kaiser,
Kaiserbach down,29/05/2018,water temperature,,17.7,°C,,RP_Kaiser,
Kaiserbach down,29/05/2018,air temperature,,20.7,°C,,RP_Kaiser,
Kaiserbach down,29/05/2018,pH,,7.73,,,RP_Kaiser,
Kaiserbach down,29/05/2018,conductivity,,1033,uS/cm,,RP_Kaiser,
Kaiserbach down,29/05/2018,Dissolved Oxygen,,88.6,%,,RP_Kaiser,
Kaiserbach down,29/05/2018,Dissolved Oxygen,,8.3,mg/L,,RP_Kaiser,
Kaiserbach down,29/05/2018,NO2,,0.01,mg/L,,RP_Kaiser,
Kaiserbach down,29/05/2018,NO3,,1.5,mg/L,,RP_Kaiser,
Kaiserbach down,29/05/2018,PO4,,2,mg/L,,RP_Kaiser,
Kaiserbach down,29/05/2018,NH4,<,0.1,mg/L,,RP_Kaiser,
Kaiserbach down,29/05/2018,Cl,>,50,mg/L,,RP_Kaiser,
Kaiserbach down,29/05/2018,SO4,,53,mg/L,,RP_Kaiser,
Kaiserbach down,29/05/2018,Cu,<,0.1,mg/L,,RP_Kaiser,
Kaiserbach down,29/05/2018,Flow 1,,0.34,m/sec,,RP_Kaiser,
Kaiserbach down,29/05/2018,Flow 2,,0.2,m/sec,,RP_Kaiser,
Kaiserbach down,29/05/2018,Flow 3,,0.34,m/sec,,RP_Kaiser,
Kaiserbach down,29/05/2018,Flow UFZ,,0.2,m/sec,,RP_Kaiser,
Kaiserbach up,29/05/2018,Weather,,sunny,,,RP_Kaiser_R,
Kaiserbach up,29/05/2018,time,,18:00,hh:mm,,RP_Kaiser_R,
Kaiserbach up,29/05/2018,water temperature,,12.7,°C,,RP_Kaiser_R,
Kaiserbach up,29/05/2018,air temperature,,18.5,°C,,RP_Kaiser_R,
Kaiserbach up,29/05/2018,pH,,7.23,,,RP_Kaiser_R,
Kaiserbach up,29/05/2018,conductivity,,338,uS/cm,,RP_Kaiser_R,
Kaiserbach up,29/05/2018,Dissolved Oxygen,,101.5,%,,RP_Kaiser_R,
Kaiserbach up,29/05/2018,Dissolved Oxygen,,10.35,mg/L,,RP_Kaiser_R,
Kaiserbach up,29/05/2018,NO2,,0.02,mg/L,,RP_Kaiser_R,
Kaiserbach up,29/05/2018,NO3,,3.1,mg/L,,RP_Kaiser_R,
Kaiserbach up,29/05/2018,PO4,,2.1,mg/L,,RP_Kaiser_R,
Kaiserbach up,29/05/2018,NH4,<,0.1,mg/L,,RP_Kaiser_R,
Kaiserbach up,29/05/2018,Cl,,24,mg/L,,RP_Kaiser_R,
Kaiserbach up,29/05/2018,SO4,,21,mg/L,,RP_Kaiser_R,
Kaiserbach up,29/05/2018,Cu,,0.1,mg/L,,RP_Kaiser_R,
Kaiserbach up,29/05/2018,Flow 1,,0.25,m/sec,,RP_Kaiser_R,
Kaiserbach up,29/05/2018,Flow 2,,0.23,m/sec,,RP_Kaiser_R,
Kaiserbach up,29/05/2018,Flow 3,,0.19,m/sec,,RP_Kaiser_R,
Kaiserbach up,29/05/2018,Flow UFZ,,NA,m/sec,,RP_Kaiser_R,
Isenach down,30/05/2018,Weather,,sunny,,,RP_Isen,
Isenach down,30/05/2018,time,,07:50,hh:mm,,RP_Isen,
Isenach down,30/05/2018,water temperature,,16.1,°C,,RP_Isen,
Isenach down,30/05/2018,air temperature,,19.8,°C,,RP_Isen,
Isenach down,30/05/2018,pH,,6.81,,,RP_Isen,
Isenach down,30/05/2018,conductivity,,636,uS/cm,,RP_Isen,
Isenach down,30/05/2018,Dissolved Oxygen,,75.8,%,,RP_Isen,
Isenach down,30/05/2018,Dissolved Oxygen,,7.42,mg/L,,RP_Isen,
Isenach down,30/05/2018,NO2,,0.02,mg/L,,RP_Isen,
Isenach down,30/05/2018,NO3,,1.3,mg/L,,RP_Isen,
Isenach down,30/05/2018,PO4,,0.5,mg/L,,RP_Isen,
Isenach down,30/05/2018,NH4,<,0.1,mg/L,,RP_Isen,
Isenach down,30/05/2018,Cl,>,50,mg/L,,RP_Isen,
Isenach down,30/05/2018,SO4,,54,mg/L,,RP_Isen,
Isenach down,30/05/2018,Cu,,0.1,mg/L,,RP_Isen,
Isenach down,30/05/2018,Flow 1,,0.23,m/sec,,RP_Isen,
Isenach down,30/05/2018,Flow 2,,0.21,m/sec,,RP_Isen,
Isenach down,30/05/2018,Flow 3,,0.2,m/sec,,RP_Isen,
Isenach down,30/05/2018,Flow UFZ,,NA,m/sec,,RP_Isen,
Isenach up,30/05/2018,Weather,,sunny,,,RP_Isen_R,
Isenach up,30/05/2018,time,,08:45,hh:mm,,RP_Isen_R,
Isenach up,30/05/2018,water temperature,,14.4,°C,,RP_Isen_R,
Isenach up,30/05/2018,air temperature,,16,°C,,RP_Isen_R,
Isenach up,30/05/2018,pH,,6.86,,,RP_Isen_R,
Isenach up,30/05/2018,conductivity,,178,uS/cm,,RP_Isen_R,
Isenach up,30/05/2018,Dissolved Oxygen,,95,%,,RP_Isen_R,
Isenach up,30/05/2018,Dissolved Oxygen,,9.53,mg/L,,RP_Isen_R,
Isenach up,30/05/2018,NO2,,0.02,mg/L,,RP_Isen_R,
Isenach up,30/05/2018,NO3,,1.5,mg/L,,RP_Isen_R,
Isenach up,30/05/2018,PO4,,1.2,mg/L,,RP_Isen_R,
Isenach up,30/05/2018,NH4,<,0.1,mg/L,,RP_Isen_R,
Isenach up,30/05/2018,Cl,,28,mg/L,,RP_Isen_R,
Isenach up,30/05/2018,SO4,,20,mg/L,,RP_Isen_R,
Isenach up,30/05/2018,Cu,<,0.1,mg/L,,RP_Isen_R,
Isenach up,30/05/2018,Flow 1,,0.41,m/sec,,RP_Isen_R,
Isenach up,30/05/2018,Flow 2,,0.38,m/sec,,RP_Isen_R,
Isenach up,30/05/2018,Flow 3,,0.43,m/sec,,RP_Isen_R,
Isenach up,30/05/2018,Flow UFZ,,0.3,m/sec,,RP_Isen_R,
Kropsbach down,30/05/2018,Weather,,sunny,,,RP_Krops,
